Frame,Time,m_avg_PelvisPosX,m_avg_PelvisPosY,m_avg_PelvisPosZ,m_avg_PelvisRotX,m_avg_PelvisRotY,m_avg_PelvisRotZ,m_avg_L_HipPosX,m_avg_L_HipPosY,m_avg_L_HipPosZ,m_avg_L_HipRotX,m_avg_L_HipRotY,m_avg_L_HipRotZ,m_avg_L_KneePosX,m_avg_L_KneePosY,m_avg_L_KneePosZ,m_avg_L_KneeRotX,m_avg_L_KneeRotY,m_avg_L_KneeRotZ,m_avg_L_AnklePosX,m_avg_L_AnklePosY,m_avg_L_AnklePosZ,m_avg_L_AnkleRotX,m_avg_L_AnkleRotY,m_avg_L_AnkleRotZ,m_avg_L_FootPosX,m_avg_L_FootPosY,m_avg_L_FootPosZ,m_avg_L_FootRotX,m_avg_L_FootRotY,m_avg_L_FootRotZ,m_avg_R_HipPosX,m_avg_R_HipPosY,m_avg_R_HipPosZ,m_avg_R_HipRotX,m_avg_R_HipRotY,m_avg_R_HipRotZ,m_avg_R_KneePosX,m_avg_R_KneePosY,m_avg_R_KneePosZ,m_avg_R_KneeRotX,m_avg_R_KneeRotY,m_avg_R_KneeRotZ,m_avg_R_AnklePosX,m_avg_R_AnklePosY,m_avg_R_AnklePosZ,m_avg_R_AnkleRotX,m_avg_R_AnkleRotY,m_avg_R_AnkleRotZ,m_avg_R_FootPosX,m_avg_R_FootPosY,m_avg_R_FootPosZ,m_avg_R_FootRotX,m_avg_R_FootRotY,m_avg_R_FootRotZ,m_avg_Spine1PosX,m_avg_Spine1PosY,m_avg_Spine1PosZ,m_avg_Spine1RotX,m_avg_Spine1RotY,m_avg_Spine1RotZ,m_avg_Spine2PosX,m_avg_Spine2PosY,m_avg_Spine2PosZ,m_avg_Spine2RotX,m_avg_Spine2RotY,m_avg_Spine2RotZ,m_avg_L_CollarPosX,m_avg_L_CollarPosY,m_avg_L_CollarPosZ,m_avg_L_CollarRotX,m_avg_L_CollarRotY,m_avg_L_CollarRotZ,m_avg_L_ShoulderPosX,m_avg_L_ShoulderPosY,m_avg_L_ShoulderPosZ,m_avg_L_ShoulderRotX,m_avg_L_ShoulderRotY,m_avg_L_ShoulderRotZ,m_avg_L_ElbowPosX,m_avg_L_ElbowPosY,m_avg_L_ElbowPosZ,m_avg_L_ElbowRotX,m_avg_L_ElbowRotY,m_avg_L_ElbowRotZ,m_avg_L_WristPosX,m_avg_L_WristPosY,m_avg_L_WristPosZ,m_avg_L_WristRotX,m_avg_L_WristRotY,m_avg_L_WristRotZ,m_avg_NeckPosX,m_avg_NeckPosY,m_avg_NeckPosZ,m_avg_NeckRotX,m_avg_NeckRotY,m_avg_NeckRotZ,m_avg_HeadPosX,m_avg_HeadPosY,m_avg_HeadPosZ,m_avg_HeadRotX,m_avg_HeadRotY,m_avg_HeadRotZ,m_avg_R_CollarPosX,m_avg_R_CollarPosY,m_avg_R_CollarPosZ,m_avg_R_CollarRotX,m_avg_R_CollarRotY,m_avg_R_CollarRotZ,m_avg_R_ShoulderPosX,m_avg_R_ShoulderPosY,m_avg_R_ShoulderPosZ,m_avg_R_ShoulderRotX,m_avg_R_ShoulderRotY,m_avg_R_ShoulderRotZ,m_avg_R_ElbowPosX,m_avg_R_ElbowPosY,m_avg_R_ElbowPosZ,m_avg_R_ElbowRotX,m_avg_R_ElbowRotY,m_avg_R_ElbowRotZ,m_avg_R_WristPosX,m_avg_R_WristPosY,m_avg_R_WristPosZ,m_avg_R_WristRotX,m_avg_R_WristRotY,m_avg_R_WristRotZ,
2288,25.50813,0.05762886,0.4558262,1.141809,350.3915,337.5493,356.9104,0.002745867,0.3773608,1.114689,354.1258,341.1274,354.8029,-0.08389725,0.01036012,1.133262,354.6619,341.0476,354.8988,-0.1059765,-0.4051788,1.128155,11.29875,357.0572,357.1648,-0.154008,-0.4837624,1.230918,354.513,358.1682,9.347677,0.1064298,0.3640287,1.164364,353.2506,340.526,357.2845,0.1162377,-0.007905781,1.2095,2.501772,340.4328,355.0666,0.08297825,-0.4106463,1.143368,15.93217,356.7982,358.6439,0.1094496,-0.5040845,1.249882,359.365,0.4098258,0.2515554,0.08139536,0.5687142,1.090066,358.5013,337.1621,356.6882,0.0757755,0.7032761,1.112134,358.1306,344.713,1.308331,0.01265571,0.8661305,1.073221,351.9402,3.964971,30.2909,-0.1132425,0.8414674,1.066733,29.03209,25.91625,76.73579,-0.2114998,0.6383266,0.9607999,32.4517,24.77874,82.37586,-0.3133061,0.4278485,0.8510408,3.74299,28.03198,68.64003,0.09477282,0.962243,1.077746,358.1306,344.713,1.30833,0.07125293,1.049868,1.119102,359.2095,56.70079,0.3344814,0.1586936,0.8679226,1.108234,356.3897,337.7773,336.7308,0.2718486,0.8657686,1.145711,340.5524,62.80584,226.357,0.2134049,0.6924586,1.322934,344.6391,58.83681,222.9607,0.1534316,0.5146123,1.504796,312.7768,207.9586,350.3966,
2289,25.51921,0.05762886,0.4558262,1.141809,350.3915,337.5493,356.9104,0.002745867,0.3773608,1.114689,354.1258,341.1274,354.8029,-0.08389725,0.01036012,1.133262,354.6619,341.0476,354.8988,-0.1059765,-0.4051788,1.128155,11.29875,357.0572,357.1648,-0.154008,-0.4837624,1.230918,354.5855,358.0319,9.367115,0.1064298,0.3640287,1.164364,353.2506,340.526,357.2845,0.1162377,-0.007905781,1.2095,2.501772,340.4328,355.0666,0.08297825,-0.4106463,1.143368,15.93217,356.7982,358.6439,0.1094496,-0.5040845,1.249882,359.4552,0.400068,0.2006024,0.08139536,0.5687142,1.090066,358.5013,337.1621,356.6882,0.0757755,0.7032761,1.112134,358.1306,344.713,1.308331,0.01265571,0.8661305,1.073221,351.9402,3.964971,30.2909,-0.1132425,0.8414674,1.066733,29.58305,25.24574,76.98367,-0.2101638,0.6395088,0.9573643,33.00685,24.11882,82.61986,-0.3105856,0.4302557,0.8440455,4.102216,26.06063,68.85357,0.09477282,0.962243,1.077746,358.1306,344.713,1.30833,0.07125293,1.049868,1.119102,359.0931,56.08758,0.6276228,0.1586936,0.8679226,1.108234,356.3897,337.7773,336.7308,0.2718486,0.8657686,1.145711,341.4239,62.97041,226.2564,0.2113329,0.6923447,1.322125,345.502,59.00992,222.8001,0.1492332,0.5143816,1.503157,313.2568,207.1449,350.5222,
2290,25.5303,0.05762886,0.4558262,1.141809,350.3915,337.5493,356.9104,0.002745867,0.3773608,1.114689,354.1258,341.1274,354.8029,-0.08389725,0.01036012,1.133262,354.6619,341.0476,354.8988,-0.1059765,-0.4051788,1.128155,11.29875,357.0572,357.1648,-0.154008,-0.4837624,1.230918,354.5627,357.9246,9.104616,0.1064298,0.3640287,1.164364,353.2506,340.526,357.2845,0.1162377,-0.007905781,1.2095,2.501772,340.4328,355.0666,0.08297825,-0.4106463,1.143368,15.93217,356.7982,358.6439,0.1094496,-0.5040845,1.249882,359.3672,0.5166294,0.1897436,0.08139536,0.5687142,1.090066,358.5013,337.1621,356.6882,0.0757755,0.7032761,1.112134,358.1306,344.713,1.308331,0.01265571,0.8661305,1.073221,351.9402,3.964971,30.2909,-0.1132425,0.8414674,1.066733,30.10318,24.63574,77.266,-0.2087001,0.6406181,0.9540835,33.53168,23.52224,82.90044,-0.3076057,0.4325144,0.8373653,4.454789,24.17556,69.06386,0.09477282,0.962243,1.077746,358.1306,344.713,1.30833,0.07125293,1.049868,1.119102,359.0023,55.48027,0.8987145,0.1586936,0.8679226,1.108234,356.3897,337.7773,336.7308,0.2718486,0.8657686,1.145711,342.267,63.1277,226.1677,0.2093404,0.6922494,1.321335,346.3372,59.17529,222.6534,0.1451962,0.5141886,1.501556,313.6486,206.6663,350.3064,
2291,25.54109,0.05796446,0.4544511,1.142359,350.42,337.3928,356.7058,0.002932326,0.3762032,1.114915,354.2514,341.3092,354.6565,-0.08428248,0.009297967,1.132679,355.0067,341.1951,354.7913,-0.106303,-0.4062046,1.125009,11.83194,357.0423,357.1349,-0.1543527,-0.4857411,1.227028,354.4916,357.9787,8.594372,0.1064091,0.362464,1.16491,353.2835,341.9571,357.3528,0.1178324,-0.009464025,1.209718,2.856851,341.8655,355.0569,0.08364072,-0.4118705,1.142047,16.77926,356.8668,358.3686,0.1100247,-0.5069972,1.247078,359.3645,0.5572782,0.2325232,0.08224823,0.5673588,1.0909,358.5753,336.9743,356.4848,0.07692546,0.7018786,1.113297,358.5402,343.5118,0.5103369,0.01650124,0.865853,1.074809,352.8462,2.375317,29.40235,-0.109525,0.8433612,1.064216,30.5687,24.10891,77.56593,-0.2034785,0.6434973,0.9485884,34.00214,23.01099,83.201,-0.3008257,0.4364145,0.828785,4.780251,22.31797,69.22987,0.09958506,0.9609577,1.082122,358.5402,343.5118,0.5103399,0.07617764,1.048407,1.123911,358.9254,54.89278,1.139916,0.1617662,0.8655886,1.112944,356.3071,334.9292,335.8356,0.2728311,0.8615693,1.156091,343.039,63.23115,226.19,0.2085996,0.6876784,1.330723,347.1088,59.29292,222.6207,0.142687,0.5092363,1.509926,314.1194,205.9833,350.284,
2292,25.55234,0.05796446,0.4544511,1.142359,350.42,337.3928,356.7058,0.002932326,0.3762032,1.114915,354.2514,341.3092,354.6565,-0.08428248,0.009297967,1.132679,355.0067,341.1951,354.7913,-0.106303,-0.4062046,1.125009,11.83194,357.0423,357.1349,-0.1543527,-0.4857411,1.227028,354.4276,358.0554,7.797122,0.1064091,0.362464,1.16491,353.2835,341.9571,357.3528,0.1178324,-0.009464025,1.209718,2.856851,341.8655,355.0569,0.08364072,-0.4118705,1.142047,16.77926,356.8668,358.3686,0.1100247,-0.5069972,1.247078,359.4371,0.566435,0.2307069,0.08224823,0.5673588,1.0909,358.5753,336.9743,356.4848,0.07692546,0.7018786,1.113297,358.5402,343.5118,0.5103369,0.01650124,0.865853,1.074809,352.8462,2.375317,29.40235,-0.109525,0.8433612,1.064216,31.05313,23.57582,77.87807,-0.2018898,0.6445444,0.9455431,34.49152,22.49424,83.51409,-0.297591,0.4385467,0.8225846,4.909529,20.59861,69.21042,0.09958506,0.9609577,1.082122,358.5402,343.5118,0.5103399,0.07617764,1.048407,1.123911,358.8778,54.28077,1.312992,0.1617662,0.8655886,1.112944,356.3071,334.9292,335.8356,0.2728311,0.8615693,1.156091,343.8231,63.35823,226.177,0.2068303,0.6874434,1.329827,347.8902,59.43097,222.5528,0.1391022,0.5087605,1.50811,314.5753,205.7329,349.8595,
2293,25.5634,0.05796446,0.4544511,1.142359,350.42,337.3928,356.7058,0.002932326,0.3762032,1.114915,354.2514,341.3092,354.6565,-0.08428248,0.009297967,1.132679,355.0067,341.1951,354.7913,-0.106303,-0.4062046,1.125009,11.83194,357.0423,357.1349,-0.1543527,-0.4857411,1.227028,354.4955,358.1169,7.346354,0.1064091,0.362464,1.16491,353.2835,341.9571,357.3528,0.1178324,-0.009464025,1.209718,2.856851,341.8655,355.0569,0.08364072,-0.4118705,1.142047,16.77926,356.8668,358.3686,0.1100247,-0.5069972,1.247078,359.5675,0.5575034,0.1788071,0.08224823,0.5673588,1.0909,358.5753,336.9743,356.4848,0.07692546,0.7018786,1.113297,358.5402,343.5118,0.5103369,0.01650124,0.865853,1.074809,352.8462,2.375317,29.40235,-0.109525,0.8433612,1.064216,31.41773,23.22579,78.29812,-0.2000608,0.6452486,0.9429835,34.86275,22.17014,83.94258,-0.2938664,0.4399805,0.8173729,5.172597,18.79874,69.24994,0.09958506,0.9609577,1.082122,358.5402,343.5118,0.5103399,0.07617764,1.048407,1.123911,358.8405,53.66586,1.452047,0.1617662,0.8655886,1.112944,356.3071,334.9292,335.8356,0.2728311,0.8615693,1.156091,344.3601,63.34326,226.3372,0.2056668,0.6867767,1.328708,348.4365,59.43538,222.6724,0.1367447,0.5074093,1.505843,315.103,205.4214,349.4237,
2294,25.57446,0.06218371,0.4546593,1.144179,350.636,337.0659,356.7677,0.007495957,0.3763625,1.116192,354.3405,342.3223,354.4734,-0.08033498,0.009634435,1.13457,354.843,342.2445,354.5634,-0.1044196,-0.4057713,1.127925,11.97264,357.7437,356.827,-0.1515137,-0.4853383,1.230364,354.6407,358.1846,7.221742,0.1107283,0.3627216,1.166716,352.8402,341.2684,356.8987,0.1178733,-0.00907594,1.213453,3.524143,341.0569,354.3377,0.08134736,-0.4101274,1.13927,20.76357,355.6534,357.6265,0.1052388,-0.5125948,1.237791,359.7296,0.5069594,0.08653389,0.08647468,0.5677833,1.093201,359.0759,336.6413,356.5355,0.08044747,0.7021031,1.116597,358.3944,341.5449,0.5353875,0.02144338,0.8659965,1.075641,352.9937,1.661732,27.40327,-0.1050915,0.8479024,1.062904,31.86842,22.71176,78.58701,-0.1940283,0.6508041,0.9388676,35.31786,21.67149,84.23303,-0.2861771,0.4465868,0.8103509,5.105567,17.16259,69.07135,0.1042645,0.9610946,1.085557,358.3944,341.5449,0.535388,0.07947128,1.048658,1.126296,358.8169,52.99634,1.523809,0.1653143,0.865786,1.118738,356.8916,335.749,336.6371,0.2770728,0.8635091,1.160187,345.0464,63.40779,226.4069,0.2083757,0.6883039,1.33178,349.1258,59.51424,222.6932,0.1378806,0.508513,1.507863,315.7084,205.4142,348.5668,
2295,25.58552,0.06218371,0.4546593,1.144179,350.636,337.0659,356.7677,0.007495957,0.3763625,1.116192,354.3405,342.3223,354.4734,-0.08033498,0.009634435,1.13457,354.843,342.2445,354.5634,-0.1044196,-0.4057713,1.127925,11.97264,357.7437,356.827,-0.1515137,-0.4853383,1.230364,354.8011,358.0962,7.476646,0.1107283,0.3627216,1.166716,352.8402,341.2684,356.8987,0.1178733,-0.00907594,1.213453,3.524143,341.0569,354.3377,0.08134736,-0.4101274,1.13927,20.76357,355.6534,357.6265,0.1052388,-0.5125948,1.237791,359.7725,0.51321,0.1004508,0.08647468,0.5677833,1.093201,359.0759,336.6413,356.5355,0.08044747,0.7021031,1.116597,358.3944,341.5449,0.5353875,0.02144338,0.8659965,1.075641,352.9937,1.661732,27.40327,-0.1050915,0.8479024,1.062904,32.16032,22.44925,79.05618,-0.1920347,0.6513348,0.9366322,35.61679,21.43991,84.71498,-0.2821178,0.4476674,0.8057995,5.140806,15.55602,69.05745,0.1042645,0.9610946,1.085557,358.3944,341.5449,0.535388,0.07947128,1.048658,1.126296,358.7889,52.23717,1.577646,0.1653143,0.865786,1.118738,356.8916,335.749,336.6371,0.2770728,0.8635091,1.160187,345.5464,63.35683,226.6167,0.2072913,0.6875243,1.33054,349.6384,59.48493,222.8648,0.1356835,0.5069334,1.505351,316.296,205.6104,347.3791,
2296,25.59683,0.06218371,0.4546593,1.144179,350.636,337.0659,356.7677,0.007495957,0.3763625,1.116192,354.3405,342.3223,354.4734,-0.08033498,0.009634435,1.13457,354.843,342.2445,354.5634,-0.1044196,-0.4057713,1.127925,11.97264,357.7437,356.827,-0.1515137,-0.4853383,1.230364,354.8553,358.0081,7.471276,0.1107283,0.3627216,1.166716,352.8402,341.2684,356.8987,0.1178733,-0.00907594,1.213453,3.524143,341.0569,354.3377,0.08134736,-0.4101274,1.13927,20.76357,355.6534,357.6265,0.1052388,-0.5125948,1.237791,359.7415,0.5321111,0.1324703,0.08647468,0.5677833,1.093201,359.0759,336.6413,356.5355,0.08044747,0.7021031,1.116597,358.3944,341.5449,0.5353875,0.02144338,0.8659965,1.075641,352.9937,1.661732,27.40327,-0.1050915,0.8479024,1.062904,32.47891,22.11117,79.48166,-0.1900509,0.6519758,0.934307,35.94169,21.12946,85.15128,-0.2780789,0.4489728,0.801065,5.02177,14.10628,69.03412,0.1042645,0.9610946,1.085557,358.3944,341.5449,0.535388,0.07947128,1.048658,1.126296,358.7565,51.38716,1.619794,0.1653143,0.865786,1.118738,356.8916,335.749,336.6371,0.2770728,0.8635091,1.160187,345.9347,63.22051,226.9222,0.2064519,0.6864865,1.329113,350.0457,59.3756,223.1383,0.1339826,0.5048307,1.502459,316.8844,205.6605,346.4403,
2297,25.60784,0.0623409,0.454754,1.145544,350.2717,335.9035,356.8626,0.008137723,0.3763304,1.116975,354.1502,339.7989,354.2886,-0.08194637,0.01000363,1.132175,354.6538,339.7192,354.3792,-0.1074348,-0.4053144,1.125293,11.06648,354.2975,356.4735,-0.1610746,-0.482962,1.225973,354.9142,357.9946,7.33844,0.1103234,0.3629172,1.169642,352.7032,339.3593,356.6859,0.1142901,-0.008856416,1.216942,4.028752,339.0779,353.9707,0.07918337,-0.408996,1.137347,21.95857,353.5064,357.3293,0.09930022,-0.5136018,1.234454,359.7154,0.5402572,0.1324352,0.08777173,0.567521,1.094331,358.5173,335.5027,356.6378,0.08160674,0.7020735,1.116311,358.7754,339.6352,0.5043407,0.02370463,0.8661347,1.074463,353.1154,0.2578284,27.71517,-0.1023913,0.8473942,1.058673,32.64829,21.98643,80.0499,-0.1850777,0.6516724,0.9282953,36.11907,21.0451,85.73991,-0.2707504,0.4488813,0.7932079,4.851793,12.73977,69.01813,0.1059774,0.9612982,1.087746,358.7754,339.6352,0.5043429,0.07968187,1.048556,1.128197,358.7131,50.33544,1.59576,0.1660593,0.8658739,1.122331,356.8548,333.1031,334.5864,0.2755525,0.8593439,1.169041,346.2753,63.05132,227.2037,0.2040745,0.6813772,1.336608,350.4038,59.23098,223.3919,0.1307258,0.4987524,1.508561,317.4894,205.9812,345.286,
2298,25.61888,0.0623409,0.454754,1.145544,350.2717,335.9035,356.8626,0.008137723,0.3763304,1.116975,354.1502,339.7989,354.2886,-0.08194637,0.01000363,1.132175,354.6538,339.7192,354.3792,-0.1074348,-0.4053144,1.125293,11.06648,354.2975,356.4735,-0.1610746,-0.482962,1.225973,355.0296,358.0867,6.950089,0.1103234,0.3629172,1.169642,352.7032,339.3593,356.6859,0.1142901,-0.008856416,1.216942,4.028752,339.0779,353.9707,0.07918337,-0.408996,1.137347,21.95857,353.5064,357.3293,0.09930022,-0.5136018,1.234454,359.6869,0.5724037,0.1387555,0.08777173,0.567521,1.094331,358.5173,335.5027,356.6378,0.08160674,0.7020735,1.116311,358.7754,339.6352,0.5043407,0.02370463,0.8661347,1.074463,353.1154,0.2578284,27.71517,-0.1023913,0.8473942,1.058673,32.82981,21.75806,80.55581,-0.1828102,0.6519557,0.9264647,36.30737,20.85251,86.26353,-0.2661338,0.4494584,0.7894809,4.648768,11.37809,69.01276,0.1059774,0.9612982,1.087746,358.7754,339.6352,0.5043429,0.07968187,1.048556,1.128197,358.6407,49.15128,1.561925,0.1660593,0.8658739,1.122331,356.8548,333.1031,334.5864,0.2755525,0.8593439,1.169041,346.4665,62.74047,227.6158,0.2034907,0.6800709,1.334957,350.6212,58.95257,223.7841,0.1295427,0.4961057,1.505217,318.07,206.478,343.9637,
2299,25.63256,0.0623409,0.454754,1.145544,350.2717,335.9035,356.8626,0.008137723,0.3763304,1.116975,354.1502,339.7989,354.2886,-0.08194637,0.01000363,1.132175,354.6538,339.7192,354.3792,-0.1074348,-0.4053144,1.125293,11.06648,354.2975,356.4735,-0.1610746,-0.482962,1.225973,355.1894,358.1855,6.573104,0.1103234,0.3629172,1.169642,352.7032,339.3593,356.6859,0.1142901,-0.008856416,1.216942,4.028752,339.0779,353.9707,0.07918337,-0.408996,1.137347,21.95857,353.5064,357.3293,0.09930022,-0.5136018,1.234454,359.6707,0.613436,0.06677449,0.08777173,0.567521,1.094331,358.5173,335.5027,356.6378,0.08160674,0.7020735,1.116311,358.7754,339.6352,0.5043407,0.02370463,0.8661347,1.074463,353.1154,0.2578284,27.71517,-0.1023913,0.8473942,1.058673,32.93147,21.58668,81.07221,-0.1805155,0.6520409,0.9249713,36.4157,20.71888,86.80013,-0.2614613,0.4496317,0.7864401,4.410743,10.1174,69.10101,0.1059774,0.9612982,1.087746,358.7754,339.6352,0.5043429,0.07968187,1.048556,1.128197,358.5664,47.74437,1.429386,0.1660593,0.8658739,1.122331,356.8548,333.1031,334.5864,0.2755525,0.8593439,1.169041,346.534,62.33472,228.0888,0.2031183,0.6786135,1.333205,350.7188,58.58258,224.2448,0.1287883,0.4931527,1.501666,318.6264,207.0692,342.4356,
2300,25.64102,0.06157456,0.4545525,1.148121,349.9944,334.3451,356.5498,0.007652829,0.3764406,1.118197,354.241,340.278,354.4239,-0.08129071,0.009857118,1.133916,354.5258,340.2336,354.4751,-0.1065038,-0.4054978,1.128375,11.40849,355.105,356.5728,-0.1585817,-0.4838473,1.22933,355.3043,358.2254,6.298559,0.1082212,0.3624414,1.173746,353.1597,341.6784,357.1887,0.1181542,-0.009470105,1.219044,4.453948,341.4972,354.4773,0.0840591,-0.4096638,1.139282,21.11382,354.3549,357.5153,0.1056567,-0.5127752,1.237661,359.7081,0.597473,0.07672548,0.0892183,0.5670274,1.097415,357.9189,333.9171,356.3411,0.08368833,0.7017884,1.118258,358.4032,337.9204,0.2149918,0.02823887,0.8660676,1.074013,353.0183,358.5952,26.91199,-0.09756221,0.8490544,1.054383,33.0041,21.37506,81.59949,-0.173204,0.6537231,0.9192287,36.49492,20.54632,87.34875,-0.2515776,0.4513367,0.779193,4.213563,8.862036,69.25116,0.1107511,0.96071,1.08937,358.4032,337.9204,0.2149927,0.08387461,1.048324,1.128652,358.4751,46.13771,1.281306,0.1690862,0.8650187,1.126139,356.5862,331.9322,334.3153,0.2775452,0.8578909,1.175119,346.5602,61.83264,228.6389,0.2047661,0.6754914,1.337272,350.7797,58.12176,224.7839,0.1300819,0.4883178,1.50367,319.2167,207.5833,340.8994,
2301,25.65222,0.06157456,0.4545525,1.148121,349.9944,334.3451,356.5498,0.007652829,0.3764406,1.118197,354.241,340.278,354.4239,-0.08129071,0.009857118,1.133916,354.5258,340.2336,354.4751,-0.1065038,-0.4054978,1.128375,11.40849,355.105,356.5728,-0.1585817,-0.4838473,1.22933,355.3667,358.2152,6.037588,0.1082212,0.3624414,1.173746,353.1597,341.6784,357.1887,0.1181542,-0.009470105,1.219044,4.453948,341.4972,354.4773,0.0840591,-0.4096638,1.139282,21.11382,354.3549,357.5153,0.1056567,-0.5127752,1.237661,359.7343,0.5666344,0.09658913,0.0892183,0.5670274,1.097415,357.9189,333.9171,356.3411,0.08368833,0.7017884,1.118258,358.4032,337.9204,0.2149918,0.02823887,0.8660676,1.074013,353.0183,358.5952,26.91199,-0.09756221,0.8490544,1.054383,33.08343,21.08481,82.10046,-0.1706312,0.6537885,0.9177271,36.58016,20.29317,87.86988,-0.2463393,0.4514698,0.776136,4.017107,7.751293,69.50034,0.1107511,0.96071,1.08937,358.4032,337.9204,0.2149927,0.08387461,1.048324,1.128652,358.3723,44.31691,1.093384,0.1690862,0.8650187,1.126139,356.5862,331.9322,334.3153,0.2775452,0.8578909,1.175119,346.4343,61.21682,229.1973,0.2045822,0.6738475,1.335321,350.689,57.54661,225.3411,0.1297096,0.4849872,1.499715,319.9683,208.3559,338.958,
2302,25.66336,0.06157456,0.4545525,1.148121,349.9944,334.3451,356.5498,0.007652829,0.3764406,1.118197,354.241,340.278,354.4239,-0.08129071,0.009857118,1.133916,354.5258,340.2336,354.4751,-0.1065038,-0.4054978,1.128375,11.40849,355.105,356.5728,-0.1585817,-0.4838473,1.22933,355.4865,358.2877,5.801722,0.1082212,0.3624414,1.173746,353.1597,341.6784,357.1887,0.1181542,-0.009470105,1.219044,4.453948,341.4972,354.4773,0.0840591,-0.4096638,1.139282,21.11382,354.3549,357.5153,0.1056567,-0.5127752,1.237661,359.7672,0.5639548,0.1010527,0.0892183,0.5670274,1.097415,357.9189,333.9171,356.3411,0.08368833,0.7017884,1.118258,358.4032,337.9204,0.2149918,0.02823887,0.8660676,1.074013,353.0183,358.5952,26.91199,-0.09756221,0.8490544,1.054383,33.07744,20.82347,82.60756,-0.167982,0.6536395,0.9165543,36.57987,20.07046,88.39914,-0.2409451,0.4511665,0.7737481,3.89916,6.797454,69.68397,0.1107511,0.96071,1.08937,358.4032,337.9204,0.2149927,0.08387461,1.048324,1.128652,358.2677,42.44699,0.9691063,0.1690862,0.8650187,1.126139,356.5862,331.9322,334.3153,0.2775452,0.8578909,1.175119,346.1496,60.45586,229.8569,0.2047137,0.6719651,1.333193,350.4456,56.83272,226.0077,0.1299759,0.4811731,1.495404,320.817,209.2398,336.8891,
2303,25.67449,0.06408173,0.4553964,1.150881,350.1048,334.4897,356.6612,0.01027459,0.3771738,1.12104,354.4047,339.3387,353.9526,-0.08136166,0.01111817,1.133188,354.6835,339.2929,354.0029,-0.1092577,-0.4040202,1.124939,11.44101,355.0444,356.295,-0.1617124,-0.4822229,1.225812,355.5753,358.3176,5.658944,0.1110371,0.3633818,1.176288,353.3511,339.5399,356.3888,0.1148008,-0.008952796,1.218967,4.00151,339.2352,353.8357,0.07851551,-0.4089767,1.139319,20.13656,353.8193,357.3093,0.0987883,-0.5105445,1.239568,359.7678,0.5736491,0.09938336,0.09129236,0.5679876,1.100199,358.5722,334.048,356.4336,0.08494396,0.7025053,1.12234,358.754,336.964,359.7984,0.03095527,0.8673949,1.078562,353.5573,356.3474,27.57669,-0.09379866,0.8490836,1.054029,33.03944,20.60731,83.14517,-0.1615043,0.6534436,0.9151636,36.54768,19.89554,88.96068,-0.2316551,0.4507374,0.771283,3.792105,5.902489,69.84491,0.1136018,0.961538,1.096109,358.754,336.964,359.7984,0.08644194,1.048937,1.135674,358.1384,40.39312,0.9368349,0.1708963,0.8652833,1.133043,356.856,331.1651,333.1646,0.2785051,0.8558125,1.18348,345.8075,59.64258,230.5591,0.205988,0.6679298,1.339369,350.147,56.06966,226.7193,0.1315729,0.4751297,1.499339,321.6891,210.1624,334.7322,
2304,25.68568,0.06408173,0.4553964,1.150881,350.1048,334.4897,356.6612,0.01027459,0.3771738,1.12104,354.4047,339.3387,353.9526,-0.08136166,0.01111817,1.133188,354.6835,339.2929,354.0029,-0.1092577,-0.4040202,1.124939,11.44101,355.0444,356.295,-0.1617124,-0.4822229,1.225812,355.5936,358.2743,5.705967,0.1110371,0.3633818,1.176288,353.3511,339.5399,356.3888,0.1148008,-0.008952796,1.218967,4.00151,339.2352,353.8357,0.07851551,-0.4089767,1.139319,20.13656,353.8193,357.3093,0.0987883,-0.5105445,1.239568,359.7292,0.6245654,0.1252695,0.09129236,0.5679876,1.100199,358.5722,334.048,356.4336,0.08494396,0.7025053,1.12234,358.754,336.964,359.7984,0.03095527,0.8673949,1.078562,353.5573,356.3474,27.57669,-0.09379866,0.8490836,1.054029,32.99533,20.34005,83.65623,-0.1587525,0.6532251,0.9141608,36.50875,19.66757,89.49455,-0.2260522,0.4502925,0.7692413,3.677774,5.244605,70.06128,0.1136018,0.961538,1.096109,358.754,336.964,359.7984,0.08644194,1.048937,1.135674,358.0211,38.40348,0.9519385,0.1708963,0.8652833,1.133043,356.856,331.1651,333.1646,0.2785051,0.8558125,1.18348,345.38,58.72942,231.3079,0.2064599,0.665907,1.337121,349.7652,55.20988,227.4813,0.132529,0.471031,1.494783,322.5968,211.0779,332.5735,
