Frame,Time,m_avg_PelvisPosX,m_avg_PelvisPosY,m_avg_PelvisPosZ,m_avg_PelvisRotX,m_avg_PelvisRotY,m_avg_PelvisRotZ,m_avg_L_HipPosX,m_avg_L_HipPosY,m_avg_L_HipPosZ,m_avg_L_HipRotX,m_avg_L_HipRotY,m_avg_L_HipRotZ,m_avg_L_KneePosX,m_avg_L_KneePosY,m_avg_L_KneePosZ,m_avg_L_KneeRotX,m_avg_L_KneeRotY,m_avg_L_KneeRotZ,m_avg_L_AnklePosX,m_avg_L_AnklePosY,m_avg_L_AnklePosZ,m_avg_L_AnkleRotX,m_avg_L_AnkleRotY,m_avg_L_AnkleRotZ,m_avg_L_FootPosX,m_avg_L_FootPosY,m_avg_L_FootPosZ,m_avg_L_FootRotX,m_avg_L_FootRotY,m_avg_L_FootRotZ,m_avg_R_HipPosX,m_avg_R_HipPosY,m_avg_R_HipPosZ,m_avg_R_HipRotX,m_avg_R_HipRotY,m_avg_R_HipRotZ,m_avg_R_KneePosX,m_avg_R_KneePosY,m_avg_R_KneePosZ,m_avg_R_KneeRotX,m_avg_R_KneeRotY,m_avg_R_KneeRotZ,m_avg_R_AnklePosX,m_avg_R_AnklePosY,m_avg_R_AnklePosZ,m_avg_R_AnkleRotX,m_avg_R_AnkleRotY,m_avg_R_AnkleRotZ,m_avg_R_FootPosX,m_avg_R_FootPosY,m_avg_R_FootPosZ,m_avg_R_FootRotX,m_avg_R_FootRotY,m_avg_R_FootRotZ,m_avg_Spine1PosX,m_avg_Spine1PosY,m_avg_Spine1PosZ,m_avg_Spine1RotX,m_avg_Spine1RotY,m_avg_Spine1RotZ,m_avg_Spine2PosX,m_avg_Spine2PosY,m_avg_Spine2PosZ,m_avg_Spine2RotX,m_avg_Spine2RotY,m_avg_Spine2RotZ,m_avg_L_CollarPosX,m_avg_L_CollarPosY,m_avg_L_CollarPosZ,m_avg_L_CollarRotX,m_avg_L_CollarRotY,m_avg_L_CollarRotZ,m_avg_L_ShoulderPosX,m_avg_L_ShoulderPosY,m_avg_L_ShoulderPosZ,m_avg_L_ShoulderRotX,m_avg_L_ShoulderRotY,m_avg_L_ShoulderRotZ,m_avg_L_ElbowPosX,m_avg_L_ElbowPosY,m_avg_L_ElbowPosZ,m_avg_L_ElbowRotX,m_avg_L_ElbowRotY,m_avg_L_ElbowRotZ,m_avg_L_WristPosX,m_avg_L_WristPosY,m_avg_L_WristPosZ,m_avg_L_WristRotX,m_avg_L_WristRotY,m_avg_L_WristRotZ,m_avg_NeckPosX,m_avg_NeckPosY,m_avg_NeckPosZ,m_avg_NeckRotX,m_avg_NeckRotY,m_avg_NeckRotZ,m_avg_HeadPosX,m_avg_HeadPosY,m_avg_HeadPosZ,m_avg_HeadRotX,m_avg_HeadRotY,m_avg_HeadRotZ,m_avg_R_CollarPosX,m_avg_R_CollarPosY,m_avg_R_CollarPosZ,m_avg_R_CollarRotX,m_avg_R_CollarRotY,m_avg_R_CollarRotZ,m_avg_R_ShoulderPosX,m_avg_R_ShoulderPosY,m_avg_R_ShoulderPosZ,m_avg_R_ShoulderRotX,m_avg_R_ShoulderRotY,m_avg_R_ShoulderRotZ,m_avg_R_ElbowPosX,m_avg_R_ElbowPosY,m_avg_R_ElbowPosZ,m_avg_R_ElbowRotX,m_avg_R_ElbowRotY,m_avg_R_ElbowRotZ,m_avg_R_WristPosX,m_avg_R_WristPosY,m_avg_R_WristPosZ,m_avg_R_WristRotX,m_avg_R_WristRotY,m_avg_R_WristRotZ,
214,2.469341,0.06105902,0.4365549,1.156615,1.019125,358.8001,358.4306,0.002435836,0.3585994,1.136849,0.1408262,359.6514,359.7914,-0.04114393,-0.01636535,1.143463,0.2694654,359.6436,359.8123,-0.02790791,-0.430554,1.105269,359.5882,0.008404346,359.8826,-0.06785715,-0.4881321,1.224144,0.06968356,0.04576641,0.02312997,0.1174631,0.3473815,1.14306,0.1764602,359.0189,359.5264,0.1564622,-0.02533948,1.137879,-0.003721073,359.0101,359.5696,0.1354873,-0.4328825,1.103992,359.7177,358.343,359.4496,0.1650418,-0.4928595,1.231688,359.9646,0.008773143,0.01181504,0.06079397,0.5580158,1.1215,358.3216,358.8495,358.5165,0.05946206,0.6926875,1.143574,0.1986301,358.7207,357.9601,-0.001666313,0.8600661,1.127214,359.7545,356.1343,2.032944,-0.1209212,0.8996021,1.100458,2.714869,1.610968,46.48156,-0.2813699,0.7107028,1.073704,5.185424,359.0463,52.52669,-0.4476135,0.5149805,1.045984,344.2256,3.208479,39.19295,0.08453171,0.9518788,1.115313,0.198633,358.7207,357.9601,0.07669753,1.038325,1.164377,359.8885,353.8585,359.1088,0.1483606,0.8532575,1.125872,359.0906,5.600179,357.1377,0.2589934,0.8930528,1.106126,358.4187,352.084,310.1385,0.4130485,0.6902861,1.102545,2.664929,355.6913,305.588,0.5711357,0.4822124,1.098871,2.53883,342.3504,312.0694,
215,2.480541,0.06105902,0.4365549,1.156615,1.019125,358.8001,358.4306,0.002435836,0.3585994,1.136849,0.1408262,359.6514,359.7914,-0.04114393,-0.01636535,1.143463,0.2694654,359.6436,359.8123,-0.02790791,-0.430554,1.105269,359.5882,0.008404346,359.8826,-0.06785715,-0.4881321,1.224144,0.05463783,0.07495926,0.008878437,0.1174631,0.3473815,1.14306,0.1764602,359.0189,359.5264,0.1564622,-0.02533948,1.137879,-0.003721073,359.0101,359.5696,0.1354873,-0.4328825,1.103992,359.7177,358.343,359.4496,0.1650418,-0.4928595,1.231688,359.9669,0.01749586,0.01949227,0.06079397,0.5580158,1.1215,358.3216,358.8495,358.5165,0.05946206,0.6926875,1.143574,0.1986301,358.7207,357.9601,-0.001666313,0.8600661,1.127214,359.7545,356.1343,2.032944,-0.1209212,0.8996021,1.100458,2.259328,1.77709,48.71107,-0.2738924,0.7043988,1.075199,4.828095,359.3123,54.78051,-0.4323885,0.5021449,1.049028,343.3175,3.942888,43.12038,0.08453171,0.9518788,1.115313,0.198633,358.7207,357.9601,0.07669753,1.038325,1.164377,359.8913,353.6674,359.1771,0.1483606,0.8532575,1.125872,359.0906,5.600179,357.1377,0.2589934,0.8930528,1.106126,358.0087,352.2275,307.9989,0.405239,0.6845798,1.102754,2.387204,355.6728,303.426,0.5553121,0.4706503,1.099294,1.065519,341.0819,309.41,
216,2.491744,0.06105902,0.4365549,1.156615,1.019125,358.8001,358.4306,0.002435836,0.3585994,1.136849,0.1408262,359.6514,359.7914,-0.04114393,-0.01636535,1.143463,0.2694654,359.6436,359.8123,-0.02790791,-0.430554,1.105269,359.5882,0.008404346,359.8826,-0.06785715,-0.4881321,1.224144,0.05530399,0.0939013,0.00723105,0.1174631,0.3473815,1.14306,0.1764602,359.0189,359.5264,0.1564622,-0.02533948,1.137879,-0.003721073,359.0101,359.5696,0.1354873,-0.4328825,1.103992,359.7177,358.343,359.4496,0.1650418,-0.4928595,1.231688,359.9674,0.009092269,0.02288871,0.06079397,0.5580158,1.1215,358.3216,358.8495,358.5165,0.05946206,0.6926875,1.143574,0.1986301,358.7207,357.9601,-0.001666313,0.8600661,1.127214,359.7545,356.1343,2.032944,-0.1209212,0.8996021,1.100458,1.781168,1.93065,51.02393,-0.2658723,0.6981793,1.076782,4.447572,359.5734,57.11773,-0.4160585,0.4894812,1.052251,342.7153,4.546326,48.4611,0.08453171,0.9518788,1.115313,0.198633,358.7207,357.9601,0.07669753,1.038325,1.164377,359.8649,353.4661,359.2524,0.1483606,0.8532575,1.125872,359.0906,5.600179,357.1377,0.2589934,0.8930528,1.106126,357.6189,352.418,305.8667,0.3972577,0.6792014,1.102857,2.123145,355.6974,301.2745,0.5391408,0.4597528,1.099503,359.7969,339.9577,307.66,
217,2.505393,0.06190879,0.438278,1.155931,0.2502374,358.2025,358.2624,0.003232637,0.3602543,1.136596,359.934,358.5318,359.4914,-0.04246477,-0.01445001,1.14366,359.7487,358.5441,359.4612,-0.0311328,-0.4290411,1.109427,0.3738459,0.01318939,359.7699,-0.07118718,-0.4881651,1.227506,0.05240767,0.1053718,0.001669987,0.118151,0.3487505,1.144154,0.2460919,357.3101,359.1918,0.1551336,-0.02418387,1.139583,0.1344915,357.3053,359.2185,0.1327284,-0.4315052,1.103989,358.111,358.8156,359.5964,0.1634564,-0.4878183,1.233068,359.9513,0.01879596,0.02880922,0.06241553,0.5592592,1.119201,358.1751,358.2469,358.3281,0.06130247,0.6939893,1.140929,0.438778,359.1376,358.1634,-0.0005472469,0.8612099,1.125705,0.1134187,356.5041,4.310513,-0.121463,0.8960307,1.099867,1.279739,2.066723,53.38728,-0.2579554,0.6885981,1.077864,4.041356,359.8231,59.50487,-0.3993778,0.4736736,1.055067,341.7599,4.359754,55.50261,0.0852299,0.953384,1.11356,0.4387726,359.1376,358.1634,0.07744014,1.039599,1.163037,359.8471,353.2594,359.3615,0.1494895,0.8549533,1.123248,359.4915,6.179937,355.4159,0.2610927,0.8914254,1.102566,357.2458,352.6324,303.7468,0.3912367,0.6725363,1.099375,1.868682,355.7424,299.138,0.524787,0.4479181,1.096099,359.0965,338.8448,305.7069,
218,2.513773,0.06190879,0.438278,1.155931,0.2502374,358.2025,358.2624,0.003232637,0.3602543,1.136596,359.934,358.5318,359.4914,-0.04246477,-0.01445001,1.14366,359.7487,358.5441,359.4612,-0.0311328,-0.4290411,1.109427,0.3738459,0.01318939,359.7699,-0.07118718,-0.4881651,1.227506,0.04902993,0.1098839,0.004082674,0.118151,0.3487505,1.144154,0.2460919,357.3101,359.1918,0.1551336,-0.02418387,1.139583,0.1344915,357.3053,359.2185,0.1327284,-0.4315052,1.103989,358.111,358.8156,359.5964,0.1634564,-0.4878183,1.233068,359.9536,0.02302183,0.02996174,0.06241553,0.5592592,1.119201,358.1751,358.2469,358.3281,0.06130247,0.6939893,1.140929,0.438778,359.1376,358.1634,-0.0005472469,0.8612099,1.125705,0.1134187,356.5041,4.310513,-0.121463,0.8960307,1.099867,0.8367458,2.078443,55.73827,-0.2492645,0.6830091,1.079104,3.688362,359.9512,61.87611,-0.3816818,0.4622934,1.05759,340.7972,3.117516,63.65749,0.0852299,0.953384,1.11356,0.4387726,359.1376,358.1634,0.07744014,1.039599,1.163037,359.8108,353.0818,359.4926,0.1494895,0.8549533,1.123248,359.4915,6.179937,355.4159,0.2610927,0.8914254,1.102566,356.8878,352.8488,301.6638,0.3830878,0.6678907,1.099489,1.620856,355.7883,297.0408,0.5082759,0.4385052,1.096332,359.3809,337.6582,303.5349,
219,2.525023,0.06190879,0.438278,1.155931,0.2502374,358.2025,358.2624,0.003232637,0.3602543,1.136596,359.934,358.5318,359.4914,-0.04246477,-0.01445001,1.14366,359.7487,358.5441,359.4612,-0.0311328,-0.4290411,1.109427,0.3738459,0.01318939,359.7699,-0.07118718,-0.4881651,1.227506,0.04364235,0.1067822,0.01813216,0.118151,0.3487505,1.144154,0.2460919,357.3101,359.1918,0.1551336,-0.02418387,1.139583,0.1344915,357.3053,359.2185,0.1327284,-0.4315052,1.103989,358.111,358.8156,359.5964,0.1634564,-0.4878183,1.233068,359.9505,0.007983358,0.05747508,0.06241553,0.5592592,1.119201,358.1751,358.2469,358.3281,0.06130247,0.6939893,1.140929,0.438778,359.1376,358.1634,-0.0005472469,0.8612099,1.125705,0.1134187,356.5041,4.310513,-0.121463,0.8960307,1.099867,0.425756,2.027431,58.06284,-0.2404398,0.6778584,1.080171,3.361541,0.01860693,64.21819,-0.3637141,0.4518063,1.059763,340.1872,1.269214,72.37215,0.0852299,0.953384,1.11356,0.4387726,359.1376,358.1634,0.07744014,1.039599,1.163037,359.8156,352.8974,359.6734,0.1494895,0.8549533,1.123248,359.4915,6.179937,355.4159,0.2610927,0.8914254,1.102566,356.5289,353.0935,299.528,0.3745686,0.6634461,1.099614,1.368448,355.8542,294.8925,0.4910144,0.4294997,1.096585,359.9195,336.3775,300.5279,
220,2.536247,0.06227706,0.438392,1.155241,0.3993579,358.0755,358.2535,0.003638704,0.3604233,1.135572,359.9847,359.9439,359.7979,-0.03986563,-0.01452613,1.14343,0.006221008,359.9426,359.8013,-0.0269105,-0.4288887,1.107071,0.1846291,358.1775,359.4351,-0.07107322,-0.4873872,1.223991,0.03474306,0.1025609,0.0205512,0.1185393,0.3488915,1.143355,0.2555816,355.7221,358.7311,0.1526477,-0.02432507,1.139524,0.1824593,355.7195,358.7487,0.1279306,-0.4314063,1.102734,358.5104,358.6834,359.4038,0.1581663,-0.4887253,1.231487,359.9497,0.001452225,0.05408448,0.06287331,0.5594687,1.118827,357.6741,358.1338,358.3396,0.0617287,0.6943836,1.139374,1.065259,358.3927,358.4459,-0.0007918578,0.8614425,1.125147,1.068976,356.1285,9.791463,-0.1243173,0.8847303,1.098692,0.02907249,1.91247,60.51643,-0.2337536,0.6615377,1.079949,3.048325,0.03200246,66.68768,-0.3471428,0.4302839,1.060529,339.9052,359.1223,79.56162,0.08465263,0.9541788,1.115121,1.065262,358.3927,358.4459,0.07576732,1.03981,1.165419,359.8256,352.7112,359.8639,0.1492949,0.8559772,1.124587,0.6886493,5.062501,350.3353,0.2641177,0.8824541,1.106478,356.1597,353.2912,297.4478,0.3691396,0.6504547,1.103886,1.096503,355.8744,292.8011,0.4769102,0.412383,1.101225,0.1849388,334.5291,297.1699,
221,2.547279,0.06227706,0.438392,1.155241,0.3993579,358.0755,358.2535,0.003638704,0.3604233,1.135572,359.9847,359.9439,359.7979,-0.03986563,-0.01452613,1.14343,0.006221008,359.9426,359.8013,-0.0269105,-0.4288887,1.107071,0.1846291,358.1775,359.4351,-0.07107322,-0.4873872,1.223991,0.0362624,0.116402,0.006011619,0.1185393,0.3488915,1.143355,0.2555816,355.7221,358.7311,0.1526477,-0.02432507,1.139524,0.1824593,355.7195,358.7487,0.1279306,-0.4314063,1.102734,358.5104,358.6834,359.4038,0.1581663,-0.4887253,1.231487,359.9512,359.9914,0.02829655,0.06287331,0.5594687,1.118827,357.6741,358.1338,358.3396,0.0617287,0.6943836,1.139374,1.065259,358.3927,358.4459,-0.0007918578,0.8614425,1.125147,1.068976,356.1285,9.791463,-0.1243173,0.8847303,1.098692,359.6627,1.77772,62.8278,-0.2245782,0.6571949,1.080862,2.755524,0.02115963,69.01256,-0.3284603,0.4214413,1.062387,340.8562,356.4753,82.87374,0.08465263,0.9541788,1.115121,1.065262,358.3927,358.4459,0.07576732,1.03981,1.165419,359.8924,352.5346,0.07497098,0.1492949,0.8559772,1.124587,0.6886493,5.062501,350.3353,0.2641177,0.8824541,1.106478,355.7861,353.4718,295.3923,0.3606491,0.6467906,1.104372,0.8123754,355.8762,290.7361,0.459707,0.4049588,1.102211,0.004778571,332.3623,293.767,
222,2.561038,0.06227706,0.438392,1.155241,0.3993579,358.0755,358.2535,0.003638704,0.3604233,1.135572,359.9847,359.9439,359.7979,-0.03986563,-0.01452613,1.14343,0.006221008,359.9426,359.8013,-0.0269105,-0.4288887,1.107071,0.1846291,358.1775,359.4351,-0.07107322,-0.4873872,1.223991,0.03738004,0.1149233,-0.001292948,0.1185393,0.3488915,1.143355,0.2555816,355.7221,358.7311,0.1526477,-0.02432507,1.139524,0.1824593,355.7195,358.7487,0.1279306,-0.4314063,1.102734,358.5104,358.6834,359.4038,0.1581663,-0.4887253,1.231487,359.9353,0.008516178,0.0101998,0.06287331,0.5594687,1.118827,357.6741,358.1338,358.3396,0.0617287,0.6943836,1.139374,1.065259,358.3927,358.4459,-0.0007918578,0.8614425,1.125147,1.068976,356.1285,9.791463,-0.1243173,0.8847303,1.098692,359.3093,1.569718,65.44498,-0.2139889,0.652757,1.081666,2.479184,359.9568,71.64166,-0.3068991,0.412405,1.064024,341.9893,355.3928,85.70177,0.08465263,0.9541788,1.115121,1.065262,358.3927,358.4459,0.07576732,1.03981,1.165419,359.9942,352.3763,0.2550844,0.1492949,0.8559772,1.124587,0.6886493,5.062501,350.3353,0.2641177,0.8824541,1.106478,355.4209,353.6278,293.3812,0.352226,0.6435093,1.104939,0.5285725,355.8544,288.7177,0.4426403,0.3983104,1.103359,359.9238,329.1608,290.1968,
223,2.571308,0.06191858,0.4375278,1.154741,0.2960063,358.0283,358.261,0.003301676,0.3595197,1.135165,359.9936,0.1296529,359.8069,-0.04011821,-0.01543778,1.143106,0.07047157,0.1250156,359.8194,-0.02714966,-0.4297552,1.10624,2.400472,358.1837,359.4404,-0.07121967,-0.4927863,1.220816,0.0316646,0.1208367,-0.003070686,0.1181966,0.3480098,1.143064,0.1803157,355.6129,358.7522,0.1524114,-0.02520233,1.139796,0.111918,355.6105,358.7686,0.1278672,-0.4323357,1.103471,0.9636862,358.7708,359.3633,0.1583116,-0.4951056,1.229605,359.9251,0.00800468,0.02886189,0.06253672,0.5585385,1.118109,357.5077,358.0876,358.3489,0.06136695,0.6935126,1.138263,1.080067,358.1093,358.6335,-0.001629107,0.8603681,1.123748,1.139914,355.8952,10.8958,-0.1254623,0.8812645,1.096741,358.9734,1.388981,67.84035,-0.2052855,0.6456572,1.080618,2.208148,359.9103,74.04696,-0.2879916,0.40154,1.063912,343.3083,354.7328,89.41503,0.08355992,0.9533857,1.114163,1.080059,358.1093,358.6334,0.07414208,1.038979,1.16443,0.09723186,352.2014,0.3552602,0.1484757,0.8553949,1.123938,0.6614425,4.798787,350.709,0.2632064,0.8826239,1.106369,355.018,353.7321,291.408,0.3429283,0.6407477,1.10569,0.1992628,355.7816,286.7376,0.4247366,0.3925409,1.104993,359.4084,325.5542,286.5588,
224,2.58218,0.06191858,0.4375278,1.154741,0.2960063,358.0283,358.261,0.003301676,0.3595197,1.135165,359.9936,0.1296529,359.8069,-0.04011821,-0.01543778,1.143106,0.07047157,0.1250156,359.8194,-0.02714966,-0.4297552,1.10624,2.400472,358.1837,359.4404,-0.07121967,-0.4927863,1.220816,0.02390498,0.1241604,0.003741974,0.1181966,0.3480098,1.143064,0.1803157,355.6129,358.7522,0.1524114,-0.02520233,1.139796,0.111918,355.6105,358.7686,0.1278672,-0.4323357,1.103471,0.9636862,358.7708,359.3633,0.1583116,-0.4951056,1.229605,359.9268,-0.002982722,0.03152995,0.06253672,0.5585385,1.118109,357.5077,358.0876,358.3489,0.06136695,0.6935126,1.138263,1.080067,358.1093,358.6335,-0.001629107,0.8603681,1.123748,1.139914,355.8952,10.8958,-0.1254623,0.8812645,1.096741,358.7387,1.066547,70.25244,-0.1952049,0.6424523,1.081017,2.03279,359.7255,76.46518,-0.2674666,0.3950147,1.064726,344.093,353.3372,94.50567,0.08355992,0.9533857,1.114163,1.080059,358.1093,358.6334,0.07414208,1.038979,1.16443,0.1980263,352.0732,0.3557844,0.1484757,0.8553949,1.123938,0.6614425,4.798787,350.709,0.2632064,0.8826239,1.106369,354.6703,353.8647,289.5567,0.3349909,0.6382735,1.106356,359.9151,355.746,284.883,0.408654,0.3875276,1.106342,358.3279,322.153,282.4993,
225,2.592185,0.06191858,0.4375278,1.154741,0.2960063,358.0283,358.261,0.003301676,0.3595197,1.135165,359.9936,0.1296529,359.8069,-0.04011821,-0.01543778,1.143106,0.07047157,0.1250156,359.8194,-0.02714966,-0.4297552,1.10624,2.400472,358.1837,359.4404,-0.07121967,-0.4927863,1.220816,0.02786276,0.1215641,0.01366074,0.1181966,0.3480098,1.143064,0.1803157,355.6129,358.7522,0.1524114,-0.02520233,1.139796,0.111918,355.6105,358.7686,0.1278672,-0.4323357,1.103471,0.9636862,358.7708,359.3633,0.1583116,-0.4951056,1.229605,359.9404,359.9907,0.03342686,0.06253672,0.5585385,1.118109,357.5077,358.0876,358.3489,0.06136695,0.6935126,1.138263,1.080067,358.1093,358.6335,-0.001629107,0.8603681,1.123748,1.139914,355.8952,10.8958,-0.1254623,0.8812645,1.096741,358.5717,0.6836981,72.62725,-0.1851526,0.6397319,1.081196,1.918522,359.4804,78.84388,-0.2469989,0.3894757,1.06509,344.3388,351.5153,100.4002,0.08355992,0.9533857,1.114163,1.080059,358.1093,358.6334,0.07414208,1.038979,1.16443,0.2719467,351.9882,0.2369039,0.1484757,0.8553949,1.123938,0.6614425,4.798787,350.709,0.2632064,0.8826239,1.106369,354.3128,353.9832,287.7691,0.3272489,0.6361323,1.107135,359.6136,355.7003,283.0933,0.3929675,0.3831892,1.107921,356.6855,319.1039,278.8023,
226,2.602979,0.06105521,0.4369825,1.1556,0.1746527,357.6378,358.0081,0.002222429,0.3591996,1.135776,359.8769,358.846,359.7265,-0.0419055,-0.0156799,1.143496,359.855,358.8474,359.7229,-0.02884676,-0.4301543,1.108473,2.24244,359.0947,359.8004,-0.07072614,-0.4931181,1.223904,0.01256954,0.1283304,0.01868392,0.1170081,0.3471903,1.144479,0.3914146,355.284,358.7738,0.1514948,-0.025985,1.140049,0.3165345,355.2813,358.7918,0.1274436,-0.4330041,1.102148,2.265756,358.5363,359.3752,0.1574214,-0.4986015,1.226948,359.9448,359.9897,0.03004131,0.06246635,0.5579168,1.118739,357.2912,357.7117,358.0986,0.06176963,0.6929671,1.138398,0.4041846,358.2018,358.0358,0.0005520631,0.8603171,1.122077,0.5491909,358.4888,12.12604,-0.1247819,0.8783281,1.100451,358.48,0.269798,74.84685,-0.1749759,0.6346471,1.084873,1.870985,359.1971,81.06545,-0.2269825,0.3821647,1.068734,344.5729,349.7582,104.9397,0.08672263,0.9522921,1.111284,0.4041753,358.2018,358.0358,0.07832019,1.038552,1.160581,0.2784463,351.97,0.03079812,0.1505945,0.8537236,1.122072,0.1280995,2.821176,350.07,0.2661457,0.8795844,1.108202,353.966,354.1033,286.0497,0.3226856,0.6312682,1.109749,359.3158,355.6608,281.3737,0.3807053,0.3764529,1.111336,355.3698,316.3201,276.2016,
227,2.616201,0.06105521,0.4369825,1.1556,0.1746527,357.6378,358.0081,0.002222429,0.3591996,1.135776,359.8769,358.846,359.7265,-0.0419055,-0.0156799,1.143496,359.855,358.8474,359.7229,-0.02884676,-0.4301543,1.108473,2.24244,359.0947,359.8004,-0.07072614,-0.4931181,1.223904,0.007957593,0.120879,0.01852148,0.1170081,0.3471903,1.144479,0.3914146,355.284,358.7738,0.1514948,-0.025985,1.140049,0.3165345,355.2813,358.7918,0.1274436,-0.4330041,1.102148,2.265756,358.5363,359.3752,0.1574214,-0.4986015,1.226948,359.9554,359.9785,0.02945826,0.06246635,0.5579168,1.118739,357.2912,357.7117,358.0986,0.06176963,0.6929671,1.138398,0.4041846,358.2018,358.0358,0.0005520631,0.8603171,1.122077,0.5491909,358.4888,12.12604,-0.1247819,0.8783281,1.100451,358.4253,359.877,76.87061,-0.1662498,0.6330144,1.084825,1.851986,358.9247,83.09017,-0.2092151,0.3788403,1.068636,345.4672,348.1487,108.1383,0.08672263,0.9522921,1.111284,0.4041753,358.2018,358.0358,0.07832019,1.038552,1.160581,0.2523733,351.9404,359.8641,0.1505945,0.8537236,1.122072,0.1280995,2.821176,350.07,0.2661457,0.8795844,1.108202,353.6362,354.2427,284.427,0.3155616,0.6297588,1.110497,359.0278,355.6484,279.7522,0.3662706,0.3733943,1.112851,354.7403,313.7241,274.6822,
228,2.625474,0.06105521,0.4369825,1.1556,0.1746527,357.6378,358.0081,0.002222429,0.3591996,1.135776,359.8769,358.846,359.7265,-0.0419055,-0.0156799,1.143496,359.855,358.8474,359.7229,-0.02884676,-0.4301543,1.108473,2.24244,359.0947,359.8004,-0.07072614,-0.4931181,1.223904,-0.004790605,0.128792,0.0247571,0.1170081,0.3471903,1.144479,0.3914146,355.284,358.7738,0.1514948,-0.025985,1.140049,0.3165345,355.2813,358.7918,0.1274436,-0.4330041,1.102148,2.265756,358.5363,359.3752,0.1574214,-0.4986015,1.226948,359.9295,-0.003589256,0.02668768,0.06246635,0.5579168,1.118739,357.2912,357.7117,358.0986,0.06176963,0.6929671,1.138398,0.4041846,358.2018,358.0358,0.0005520631,0.8603171,1.122077,0.5491909,358.4888,12.12604,-0.1247819,0.8783281,1.100451,358.4263,359.4263,78.91039,-0.157387,0.6316931,1.084619,1.884697,358.5966,85.13004,-0.1911693,0.37615,1.068216,347.1698,347.7898,108.4128,0.08672263,0.9522921,1.111284,0.4041753,358.2018,358.0358,0.07832019,1.038552,1.160581,0.1867266,351.9286,359.7068,0.1505945,0.8537236,1.122072,0.1280995,2.821176,350.07,0.2661457,0.8795844,1.108202,353.3151,354.3526,282.9494,0.3090346,0.6285645,1.111302,358.741,355.6192,278.2769,0.3530461,0.3709745,1.114483,354.2227,311.0887,273.4684,
229,2.636842,0.06178349,0.4337379,1.156162,0.40493,357.0323,358.4799,0.003821935,0.3555374,1.135435,0.4121478,358.5934,359.7946,-0.03980782,-0.01945812,1.139469,0.1730221,358.608,359.7558,-0.02630949,-0.4337232,1.102207,359.5312,357.5912,359.5321,-0.07159562,-0.4909376,1.219333,-0.004696702,0.1306449,0.02153787,0.1186061,0.34446,1.145314,0.4839492,355.0755,358.6316,0.1522372,-0.02878636,1.140329,0.3341385,355.0706,358.6674,0.1274561,-0.4357347,1.102139,0.4026324,358.5047,359.3598,0.1572948,-0.4972751,1.229022,359.9323,-0.002465921,0.04622133,0.06256539,0.5548146,1.119752,357.2653,357.0866,358.5791,0.0605353,0.6898698,1.139284,0.4855886,357.7281,358.4709,-0.001821746,0.8567665,1.122642,0.5589786,356.0551,10.82813,-0.1256911,0.877627,1.095773,358.4737,358.9932,80.70956,-0.1504304,0.630098,1.079652,1.956473,358.2724,86.92866,-0.1760632,0.3736286,1.062949,348.7377,349.7977,107.838,0.08373012,0.9494097,1.112669,0.4855925,357.7281,358.4709,0.0742587,1.035545,1.161992,0.0802343,351.9295,359.6306,0.1482616,0.8513187,1.123878,-0.003338322,3.186997,352.25,0.2626531,0.8815582,1.109272,352.9864,354.4728,281.4438,0.298866,0.6295004,1.113209,358.4436,355.5967,276.7751,0.3360267,0.3708453,1.117251,353.6946,308.2002,273.1309,
230,2.648091,0.06178349,0.4337379,1.156162,0.40493,357.0323,358.4799,0.003821935,0.3555374,1.135435,0.4121478,358.5934,359.7946,-0.03980782,-0.01945812,1.139469,0.1730221,358.608,359.7558,-0.02630949,-0.4337232,1.102207,359.5312,357.5912,359.5321,-0.07159562,-0.4909376,1.219333,-0.00192321,0.1399014,0.03455295,0.1186061,0.34446,1.145314,0.4839492,355.0755,358.6316,0.1522372,-0.02878636,1.140329,0.3341385,355.0706,358.6674,0.1274561,-0.4357347,1.102139,0.4026324,358.5047,359.3598,0.1572948,-0.4972751,1.229022,359.9352,359.9902,0.04287017,0.06256539,0.5548146,1.119752,357.2653,357.0866,358.5791,0.0605353,0.6898698,1.139284,0.4855886,357.7281,358.4709,-0.001821746,0.8567665,1.122642,0.5589786,356.0551,10.82813,-0.1256911,0.877627,1.095773,358.4183,358.7307,82.22784,-0.1438096,0.629507,1.079939,1.918947,358.1025,88.44784,-0.1625824,0.3724253,1.063533,350.007,352.3031,107.8256,0.08373012,0.9494097,1.112669,0.4855925,357.7281,358.4709,0.0742587,1.035545,1.161992,359.9846,351.8785,359.6031,0.1482616,0.8513187,1.123878,-0.003338322,3.186997,352.25,0.2626531,0.8815582,1.109272,352.6465,354.5327,280.1533,0.2930993,0.6287568,1.114218,358.1276,355.5337,275.488,0.3243424,0.3693385,1.119295,352.3192,306.7185,273.3511,
