Frame,Time,m_avg_PelvisRotX,m_avg_PelvisRotY,m_avg_PelvisRotZ,m_avg_L_HipRotX,m_avg_L_HipRotY,m_avg_L_HipRotZ,m_avg_L_KneeRotX,m_avg_L_KneeRotY,m_avg_L_KneeRotZ,m_avg_L_AnkleRotX,m_avg_L_AnkleRotY,m_avg_L_AnkleRotZ,m_avg_L_FootRotX,m_avg_L_FootRotY,m_avg_L_FootRotZ,m_avg_R_HipRotX,m_avg_R_HipRotY,m_avg_R_HipRotZ,m_avg_R_KneeRotX,m_avg_R_KneeRotY,m_avg_R_KneeRotZ,m_avg_R_AnkleRotX,m_avg_R_AnkleRotY,m_avg_R_AnkleRotZ,m_avg_R_FootRotX,m_avg_R_FootRotY,m_avg_R_FootRotZ,m_avg_Spine1RotX,m_avg_Spine1RotY,m_avg_Spine1RotZ,m_avg_Spine2RotX,m_avg_Spine2RotY,m_avg_Spine2RotZ,m_avg_Spine3RotX,m_avg_Spine3RotY,m_avg_Spine3RotZ,m_avg_L_CollarRotX,m_avg_L_CollarRotY,m_avg_L_CollarRotZ,m_avg_L_ShoulderRotX,m_avg_L_ShoulderRotY,m_avg_L_ShoulderRotZ,m_avg_L_ElbowRotX,m_avg_L_ElbowRotY,m_avg_L_ElbowRotZ,m_avg_L_WristRotX,m_avg_L_WristRotY,m_avg_L_WristRotZ,m_avg_NeckRotX,m_avg_NeckRotY,m_avg_NeckRotZ,m_avg_HeadRotX,m_avg_HeadRotY,m_avg_HeadRotZ,m_avg_R_CollarRotX,m_avg_R_CollarRotY,m_avg_R_CollarRotZ,m_avg_R_ShoulderRotX,m_avg_R_ShoulderRotY,m_avg_R_ShoulderRotZ,m_avg_R_ElbowRotX,m_avg_R_ElbowRotY,m_avg_R_ElbowRotZ,m_avg_R_WristRotX,m_avg_R_WristRotY,m_avg_R_WristRotZ,
11,0.203729,12.21367,179.2109,357.8394,355.4458,211.3738,356.6528,345.2082,182.365,352.2355,27.27473,171.2463,5.990142,4.376729,167.9359,355.8091,350.6169,148.1644,359.8862,344.6598,178.0867,3.788989,52.68647,153.0342,342.3729,19.75514,170.0806,7.751718,351.3864,179.4786,358.1289,351.3864,179.4786,358.1289,8.502083,178.2575,0.1636943,8.502083,178.2575,0.1636943,6.229105,180.6542,19.18461,7.375902,173.3938,353.7101,6.018081,166.0708,5.914064,348.1685,179.4731,354.4859,0.4307199,176.776,359.1181,8.502083,178.2575,0.1636943,6.734915,166.6209,354.1013,7.254754,172.2093,350.1977,359.3546,178.0688,1.155497,
12,0.2154268,12.24954,179.2253,357.8625,355.5689,211.3758,356.7964,345.3852,182.3611,352.3032,26.72964,171.067,5.680922,4.38016,167.9371,355.8109,350.8352,148.171,359.907,344.8387,178.0621,3.920231,52.90026,153.1107,342.4326,19.75514,170.0322,7.751723,351.4204,179.4828,358.1596,351.4204,179.4828,358.1596,8.583937,178.2798,0.2276168,8.583939,178.2798,0.2276168,6.330274,180.6247,19.15674,7.477387,173.3108,353.7106,6.040464,166.0449,5.954189,348.2251,179.4679,354.5567,0.3817396,176.8104,359.1282,8.583939,178.2798,0.2276168,6.809052,166.6338,354.0661,7.331951,172.2229,350.1699,359.4005,178.0592,1.179393,
13,0.2259142,12.28417,179.2385,357.8821,355.8058,211.3535,357.1223,345.75,182.3197,352.4779,25.80449,170.7794,5.170073,4.377773,167.9361,355.8111,350.9491,148.1781,359.9229,344.9297,178.0528,3.993127,53.0117,153.1604,342.4729,19.75514,170.0078,7.75172,351.4515,179.4874,358.185,351.4515,179.4874,358.185,8.66149,178.3006,0.2840257,8.661489,178.3006,0.2840255,6.410987,180.6979,19.06521,7.563558,173.2242,353.8292,6.17469,165.9528,6.071523,348.2722,179.4642,354.6112,0.318511,176.8422,359.1156,8.661489,178.3006,0.2840255,6.874978,166.6161,354.0251,7.401525,172.2057,350.1355,359.4701,178.0709,1.151378,
14,0.2367807,12.32082,179.2515,357.9004,356.0617,211.3265,357.4767,346.1453,182.2717,352.6684,24.88279,170.35,4.678092,4.377315,167.7634,355.8071,350.9454,148.1868,359.929,344.9234,178.0615,3.996657,53.0083,153.1706,342.4847,19.75513,170.0089,7.751718,351.4841,179.4926,358.209,351.4841,179.4926,358.209,8.741431,178.3211,0.3373259,8.74143,178.3211,0.3373259,6.500279,180.7725,18.91651,7.657568,173.1252,354.0422,6.359299,165.8282,6.142825,348.323,179.464,354.6638,0.2612672,176.877,359.1073,8.74143,178.3211,0.3373259,6.942586,166.5862,353.9851,7.472663,172.1762,350.1023,359.6693,178.1228,1.039919,
15,0.2479655,12.35123,179.2635,357.9133,356.4009,211.2841,357.9319,346.6626,182.203,352.9074,23.85702,169.969,4.131808,4.373824,167.6701,355.8049,350.8967,148.1957,359.9321,344.8797,178.0768,3.974211,52.96062,153.1692,342.4856,19.75513,170.0233,7.751719,351.5082,179.5002,358.2261,351.5082,179.5002,358.2261,8.805245,178.3415,0.3776176,8.805245,178.3415,0.3776172,6.569427,180.8501,18.78922,7.734683,172.9975,354.2303,6.525474,165.6775,6.221495,348.353,179.4751,354.6987,0.1892748,176.9202,359.09,8.805245,178.3415,0.3776172,6.988772,166.5738,353.9157,7.525354,172.1638,350.0377,359.7892,178.1841,0.9599411,
16,0.2590787,12.38438,179.2736,357.9241,356.8058,211.2271,358.4746,347.2798,182.1142,353.1911,22.78327,169.58,3.57058,4.378515,167.5644,355.8034,350.8502,148.2018,359.9377,344.8366,178.0888,3.955183,52.91587,153.1619,342.4934,19.75513,170.0233,7.751717,351.5365,179.5061,358.2399,351.5365,179.5061,358.2399,8.875903,178.3576,0.4125032,8.875903,178.3576,0.4125032,6.656103,180.8474,18.71028,7.82877,172.8813,354.4287,6.570508,165.5614,6.304115,348.3937,179.4804,354.7238,0.1286277,176.9512,359.0588,8.875903,178.3576,0.4125032,7.044071,166.5801,353.846,7.587124,172.1702,349.9737,359.8494,178.2358,0.9050226,
17,0.2756674,12.42223,179.285,357.9372,357.2489,211.1643,359.0495,347.9464,182.0184,353.4837,21.81992,169.212,3.081838,4.377271,167.4379,355.8075,350.7977,148.2092,359.9417,344.7892,178.1029,3.931732,52.86577,153.15,342.4989,19.75514,170.0233,7.751717,351.5707,179.5128,358.2578,351.5707,179.5128,358.2578,8.9564,178.3759,0.4520024,8.9564,178.3759,0.4520022,6.740189,180.8841,18.6711,7.925576,172.7661,354.5976,6.534808,165.4231,6.360446,348.4498,179.4901,354.7644,0.08529706,176.9911,359.0571,8.9564,178.3759,0.4520022,7.104663,166.5907,353.7547,7.656261,172.1808,349.8886,359.8278,178.2791,0.8677129,
18,0.2846062,12.46347,179.2949,357.9476,357.9826,211.048,359.9815,349.0409,181.8482,353.9486,20.57701,168.7217,2.458101,4.372221,167.2359,355.8017,350.7474,148.214,359.9504,344.7413,178.1138,3.913447,52.81681,153.146,342.5112,19.75514,170.0233,7.751717,351.6097,179.5189,358.2716,351.6097,179.5189,358.2716,9.04461,178.3915,0.4852176,9.044612,178.3915,0.4852176,6.810595,180.9503,18.75068,8.021308,172.663,354.7501,6.438821,165.2658,6.385388,348.5187,179.4974,354.7922,0.05624461,177.024,359.0361,9.044612,178.3915,0.4852176,7.165477,166.589,353.6328,7.728567,172.1788,349.7732,359.7971,178.326,0.8679807,
19,0.292683,12.5404,179.3078,357.9658,358.3436,211.0024,0.4193576,349.5695,181.7777,354.158,20.21369,168.5269,2.267614,4.371506,167.1275,355.7932,350.6528,148.2168,359.9709,344.6492,178.1282,3.882714,52.72398,153.1433,342.5392,19.75513,170.0233,7.75172,351.6853,179.5233,358.2971,351.6853,179.5233,358.2971,9.208519,178.4087,0.5408908,9.208519,178.4087,0.5408908,6.97109,181.0449,18.67429,8.197246,172.5472,354.9647,6.30519,165.0672,6.363698,348.6617,179.4935,354.8531,0.04501816,177.053,359.0353,9.208519,178.4087,0.5408908,7.299825,166.5272,353.5185,7.873314,172.1176,349.6725,359.7644,178.3671,0.9246386,
20,0.3039879,12.5805,179.3168,357.9735,358.7012,210.9495,0.8541213,350.0939,181.6993,354.3658,19.92207,168.3552,2.116625,4.376736,167.0247,355.7906,350.6021,148.2196,359.9862,344.5977,178.1367,3.870041,52.67391,153.1493,342.5612,19.75514,170.0233,7.751719,351.7251,179.5302,358.3074,351.7251,179.5302,358.3074,9.293366,178.4233,0.5662825,9.293366,178.4233,0.5662823,7.050914,181.1039,18.6524,8.294775,172.4459,355.1628,6.292553,164.9154,6.428013,348.7386,179.5053,354.8731,0.0463115,177.0878,359.0156,9.293366,178.4233,0.5662823,7.366312,166.5244,353.4364,7.947424,172.115,349.5971,359.7988,178.4057,0.9754881,
21,0.315019,12.61628,179.3262,357.9842,359.2049,210.8739,1.431727,350.8156,181.591,354.627,19.50099,168.1158,1.913792,4.380648,166.8792,355.7982,350.5482,148.2217,0.003526577,344.5425,178.1451,3.857503,52.62043,153.1571,342.5862,19.75514,170.0233,7.751719,351.7599,179.536,358.3225,351.7599,179.536,358.3225,9.368027,178.4386,0.597742,9.368027,178.4386,0.597742,7.11018,181.1669,18.71442,8.376307,172.3656,355.2895,6.359286,164.8042,6.528309,348.8049,179.5154,354.9089,0.046453,177.1229,359.024,9.368027,178.4386,0.597742,7.415567,166.5001,353.3341,8.006328,172.0904,349.5001,359.8883,178.4533,1.041106,
22,0.3260012,12.6749,179.3371,357.9942,359.6956,210.7995,1.969788,351.5068,181.4861,354.8589,19.54339,167.9464,1.911502,4.376589,166.7394,355.8029,350.4813,148.2232,0.0273007,344.4728,178.1541,3.843956,52.55368,153.1703,342.6205,19.75513,170.0233,7.751722,351.8181,179.5437,358.3361,351.8181,179.5437,358.3361,9.491453,178.4552,0.6308863,9.491453,178.4552,0.6308863,7.254986,181.186,18.55453,8.521552,172.3765,355.6382,6.451546,164.7353,6.578864,348.9154,179.5268,354.9363,0.04711454,177.1615,359.0006,9.491453,178.4552,0.6308863,7.515374,166.5048,353.2227,8.116432,172.0954,349.3989,359.963,178.496,1.066536,
23,0.3373628,12.73777,179.347,358.0052,0.1511158,210.7268,2.488488,352.158,181.3812,355.0903,19.69544,167.7942,1.948359,4.37705,166.6052,355.8027,350.4147,148.2226,0.05432745,344.4018,178.1608,3.833411,52.48659,153.1881,342.6592,19.75513,170.0233,7.751719,351.8809,179.549,358.3514,351.8809,179.549,358.3514,9.622515,178.4694,0.6666626,9.622515,178.4694,0.6666626,7.382121,181.1937,18.62465,8.659444,172.3977,355.7424,6.483751,164.7243,6.562454,349.0371,179.5307,354.9698,0.06185082,177.1898,358.985,9.622515,178.4694,0.6666626,7.621707,166.4842,353.1148,8.232668,172.0752,349.3018,0.02983204,178.528,1.061651,
24,0.3483334,12.80181,179.3593,358.0139,0.5999665,210.6572,3.000111,352.8,181.2784,355.3181,19.95418,167.6517,2.024494,4.377574,166.4775,355.8034,350.3574,148.2238,0.08374309,344.3376,178.1679,3.829821,52.42855,153.2139,342.7024,19.75513,170.0233,7.751719,351.9439,179.5593,358.363,351.9439,179.5593,358.363,9.756091,178.4889,0.697952,9.756088,178.4889,0.6979516,7.512699,181.2053,18.68738,8.798848,172.4101,355.8054,6.472935,164.7161,6.542341,349.1541,179.5495,354.9879,0.05791901,177.2384,358.9431,9.756088,178.4889,0.6979516,7.736409,166.4891,353.0238,8.35562,172.0808,349.2224,0.04899431,178.558,0.9893484,
25,0.3593488,12.87062,179.3698,358.0253,1.010405,210.5962,3.448671,353.3778,181.1882,355.5088,20.20105,167.5112,2.091021,4.371804,166.3633,355.8036,350.2847,148.2235,0.1104724,344.2615,178.1759,3.815857,52.35584,153.2288,342.7404,19.75514,170.0233,7.75172,352.011,179.5651,358.3792,352.011,179.5651,358.3792,9.89659,178.5036,0.7351542,9.89659,178.5036,0.7351542,7.659234,181.265,18.58151,8.944996,172.4484,356.0049,6.480327,164.6678,6.507725,349.2791,179.5551,355.0246,0.06453159,177.2694,358.9333,9.89659,178.5036,0.7351542,7.849462,166.4352,352.9169,8.478444,172.0274,349.127,0.07653361,178.576,0.8742526,
26,0.3703928,12.93618,179.3806,358.0326,1.361027,210.5451,3.833346,353.8721,181.111,355.6725,20.54246,167.3897,2.191278,4.371837,166.2618,355.8018,350.2177,148.2237,0.139834,344.189,178.1834,3.80712,52.28833,153.2502,342.7825,19.75514,170.0233,7.751722,352.0745,179.5742,358.3891,352.0745,179.5742,358.3891,10.02983,178.5204,0.762913,10.02983,178.5204,0.7629128,7.790387,181.3763,18.44914,9.076018,172.4905,356.1904,6.555347,164.6118,6.550512,349.394,179.5715,355.0399,0.06172474,177.3115,358.8936,10.02983,178.5204,0.7629128,7.961655,166.3917,352.8348,8.598026,171.9847,349.0562,0.168873,178.59,0.7633689,
27,0.3816887,13.00037,179.3907,358.0418,1.665955,210.5016,4.154192,354.2953,181.0456,355.8026,20.97152,167.2924,2.328304,4.371416,166.18,355.8033,350.145,148.2241,0.1652604,344.1135,178.1923,3.791967,52.2158,153.2632,342.8186,19.75514,170.0233,7.751723,352.1379,179.5813,358.4022,352.1379,179.5813,358.4022,10.16116,178.5353,0.7935793,10.16116,178.5353,0.7935793,7.913097,181.4695,18.40262,9.204998,172.5105,356.3159,6.585503,164.5713,6.693565,349.5111,179.5829,355.0675,0.06942007,177.3469,358.8791,10.16116,178.5353,0.7935793,8.0762,166.35,352.7702,8.718252,171.9439,349.0031,0.2405837,178.62,0.7141072,
28,0.3927564,13.06414,179.4021,358.052,1.939535,210.4673,4.440866,354.6745,180.9912,355.9181,21.27349,167.1949,2.410502,4.367429,166.1176,355.8028,350.0766,148.2251,0.1923418,344.041,178.2011,3.780472,52.1473,153.2806,342.8574,19.75513,170.0233,7.751719,352.2,179.5898,358.4167,352.2,179.5898,358.4167,10.28957,178.5531,0.8265724,10.28957,178.5531,0.8265722,8.035527,181.4918,18.46763,9.335051,172.4658,356.2458,6.623353,164.5655,6.806384,349.6244,179.5991,355.0988,0.07699909,177.391,358.8703,10.28957,178.5531,0.8265722,8.203828,166.3765,352.7488,8.847345,171.9722,348.9943,0.2682865,178.6427,0.6844655,
29,0.4038557,13.12786,179.414,358.0637,2.135642,210.4436,4.678002,354.9618,180.9491,356.0283,21.47414,167.1092,2.462057,4.364863,166.0657,355.8043,350.0063,148.2258,0.2215067,343.9657,178.2098,3.769786,52.07663,153.3004,342.8992,19.75514,170.0233,7.751719,352.2613,179.598,358.4339,352.2613,179.598,358.4339,10.41497,178.572,0.8632644,10.41497,178.572,0.8632644,8.144694,181.5501,18.55585,9.4535,172.4417,356.1363,6.63223,164.5587,6.853472,349.7363,179.6154,355.1391,0.09211396,177.4369,358.8773,10.41497,178.572,0.8632644,8.318135,166.3635,352.6998,8.965837,171.9604,348.9567,0.2450347,178.6937,0.7469423,
30,0.4148196,13.18452,179.4241,358.0725,2.272346,210.4297,4.831738,355.1564,180.9235,356.0949,21.66786,167.055,2.515509,4.362484,166.0375,355.8044,349.9454,148.2262,0.247202,343.9003,178.2171,3.760937,52.01535,153.3182,342.936,19.75513,170.0233,7.751717,352.3141,179.6056,358.4467,352.3141,179.6056,358.4467,10.52488,178.588,0.8926925,10.52488,178.588,0.8926927,8.279716,181.5582,18.38448,9.573362,172.5012,356.2868,6.627499,164.5773,6.873168,349.8268,179.6301,355.1666,0.08801009,177.476,358.8701,10.52488,178.588,0.8926927,8.427753,166.3924,352.6809,9.076761,171.9908,348.9487,0.2561912,178.7509,0.7776228,
31,0.4258879,13.23513,179.432,358.0838,2.349987,210.425,4.915675,355.2653,180.9125,356.1298,21.73577,167.0217,2.5249,4.361094,166.0298,355.8036,349.8884,148.2253,0.2691996,343.8401,178.2229,3.75077,51.95811,153.3311,342.9669,19.75513,170.0233,7.75172,352.3609,179.6086,358.4632,352.3609,179.6086,358.4632,10.62226,178.5993,0.9261625,10.62226,178.5993,0.9261625,8.376845,181.589,18.374,9.665848,172.5519,356.2589,6.64113,164.6232,6.913414,349.9051,179.6322,355.2084,0.0824075,177.4972,358.8904,10.62226,178.5993,0.9261625,8.527036,166.4126,352.675,9.176129,172.0125,348.9525,0.2544098,178.8368,0.7216844,
32,0.4488615,13.27938,179.4393,358.0888,2.350853,210.4304,4.935303,355.2758,180.9157,356.1465,21.74924,167.0297,2.524916,4.359741,166.0434,355.7998,349.8373,148.2226,0.2994692,343.7809,178.2254,3.751043,51.90554,153.3588,343.0101,19.75514,170.0233,7.751723,352.4006,179.6146,358.4702,352.4006,179.6146,358.4702,10.70376,178.6113,0.9457834,10.70376,178.6113,0.9457836,8.447919,181.6328,18.41721,9.738839,172.6033,356.2268,6.656649,164.6603,6.940577,349.9711,179.643,355.2191,0.08156703,177.5254,358.866,10.70376,178.6113,0.9457836,8.604244,166.4087,352.6534,9.255064,172.0096,348.9387,0.2964495,178.9037,0.6666769,
33,0.454608,13.31629,179.445,358.0923,2.306202,210.4442,4.947627,355.2429,180.9264,356.1793,21.24874,167.028,2.333035,4.356429,166.0857,355.8052,349.7932,148.2184,0.3319182,343.7268,178.2254,3.756884,51.8592,153.3923,343.0566,19.75514,170.0233,7.75172,352.4357,179.6193,358.4746,352.4357,179.6193,358.4746,10.77427,178.6203,0.9602343,10.77427,178.6203,0.9602343,8.574132,181.5652,18.10625,9.824763,172.7373,356.3885,6.726617,164.7659,6.813562,350.0337,179.6502,355.2218,0.09234144,177.5454,358.8334,10.77427,178.6203,0.9602343,8.695313,166.5278,352.6905,9.342119,172.1306,348.9847,0.4159378,179.0325,0.600984,
34,0.4597065,13.35819,179.4474,358.0903,2.250278,210.4527,4.93623,355.1887,180.9338,356.197,21.1728,167.0358,2.312613,4.356431,166.0857,355.8052,349.7563,148.2097,0.3704404,343.6759,178.2193,3.771868,51.81869,153.4368,343.1113,19.75513,170.0233,7.751719,352.4757,179.6225,358.4709,352.4757,179.6225,358.4709,10.85446,178.6229,0.9621947,10.85446,178.6229,0.9621946,8.621919,181.6476,18.23722,9.883854,172.7516,356.246,6.726614,164.7659,6.813569,350.104,179.6523,355.2018,0.1012247,177.5507,358.7699,10.85446,178.6229,0.9621946,8.774495,166.4752,352.6978,9.420218,172.0793,348.9998,0.4159387,179.0325,0.6009837,
35,0.4703135,13.36944,179.449,358.0909,2.228333,210.4554,4.957082,355.1798,180.9332,356.2261,20.99547,167.0245,2.24479,4.352926,166.085,355.8028,349.742,148.2042,0.395401,343.6512,178.2141,3.786585,51.80173,153.4692,343.1472,19.75513,170.0233,7.751721,352.4893,179.6236,358.4702,352.4893,179.6236,358.4702,10.87841,178.6254,0.9658609,10.87841,178.6254,0.9658609,8.641175,181.6492,18.28041,9.900931,172.8168,356.208,6.782797,164.8189,6.698163,350.1363,179.6497,355.1906,0.1305576,177.5507,358.7289,10.87841,178.6254,0.9658609,8.796408,166.493,352.68,9.443736,172.0973,348.9843,0.4237409,179.1064,0.6024281,
36,0.4815164,13.37378,179.4493,358.0902,2.196411,210.4592,4.947815,355.1475,180.9368,356.2338,20.84564,167.0157,2.193517,4.356721,166.0852,355.8102,349.7187,148.1995,0.4152676,343.6213,178.2114,3.792076,51.77665,153.4903,343.1751,19.75513,170.0233,7.751718,352.4956,179.624,358.468,352.4956,179.624,358.468,10.88932,178.6257,0.9650677,10.88932,178.6257,0.9650677,8.664785,181.6672,18.14555,9.907996,172.8944,356.2481,6.840564,164.8689,6.679497,350.1526,179.6473,355.1782,0.1460192,177.5479,358.6967,10.88932,178.6257,0.9650677,8.815969,166.503,352.7122,9.460092,172.1079,349.0184,0.3909916,179.1528,0.5520524,
