Frame,Time,m_avg_PelvisRotX,m_avg_PelvisRotY,m_avg_PelvisRotZ,m_avg_L_HipRotX,m_avg_L_HipRotY,m_avg_L_HipRotZ,m_avg_L_KneeRotX,m_avg_L_KneeRotY,m_avg_L_KneeRotZ,m_avg_L_AnkleRotX,m_avg_L_AnkleRotY,m_avg_L_AnkleRotZ,m_avg_L_FootRotX,m_avg_L_FootRotY,m_avg_L_FootRotZ,m_avg_R_HipRotX,m_avg_R_HipRotY,m_avg_R_HipRotZ,m_avg_R_KneeRotX,m_avg_R_KneeRotY,m_avg_R_KneeRotZ,m_avg_R_AnkleRotX,m_avg_R_AnkleRotY,m_avg_R_AnkleRotZ,m_avg_R_FootRotX,m_avg_R_FootRotY,m_avg_R_FootRotZ,m_avg_Spine1RotX,m_avg_Spine1RotY,m_avg_Spine1RotZ,m_avg_Spine2RotX,m_avg_Spine2RotY,m_avg_Spine2RotZ,m_avg_Spine3RotX,m_avg_Spine3RotY,m_avg_Spine3RotZ,m_avg_L_CollarRotX,m_avg_L_CollarRotY,m_avg_L_CollarRotZ,m_avg_L_ShoulderRotX,m_avg_L_ShoulderRotY,m_avg_L_ShoulderRotZ,m_avg_L_ElbowRotX,m_avg_L_ElbowRotY,m_avg_L_ElbowRotZ,m_avg_L_WristRotX,m_avg_L_WristRotY,m_avg_L_WristRotZ,m_avg_NeckRotX,m_avg_NeckRotY,m_avg_NeckRotZ,m_avg_HeadRotX,m_avg_HeadRotY,m_avg_HeadRotZ,m_avg_R_CollarRotX,m_avg_R_CollarRotY,m_avg_R_CollarRotZ,m_avg_R_ShoulderRotX,m_avg_R_ShoulderRotY,m_avg_R_ShoulderRotZ,m_avg_R_ElbowRotX,m_avg_R_ElbowRotY,m_avg_R_ElbowRotZ,m_avg_R_WristRotX,m_avg_R_WristRotY,m_avg_R_WristRotZ,
11,0.1982808,9.613187,359.0675,359.1946,6.904455,29.72532,3.02579,358.314,0.5828442,352.2509,11.3141,344.0642,357.8841,4.130466,344.0529,355.2686,0.4047185,327.9089,1.008937,352.6453,356.7568,9.678523,31.27617,3.237924,352.8985,357.8008,1.251436,359.4948,351.0198,358.4352,359.6588,351.0198,358.4352,359.6588,7.633931,357.5208,2.547647,7.633929,357.5208,2.547647,5.70673,357.1432,24.40784,6.803091,354.4079,13.7507,19.78496,347.6331,9.754378,347.0082,355.6044,358.6885,354.1058,352.2625,2.454132,7.633929,357.5208,2.547647,4.228021,351.3459,343.0973,5.807694,356.7091,338.982,18.42922,1.158509,355.1936,
12,0.2093657,9.619075,359.0673,359.195,6.958365,29.71896,2.992957,358.3452,0.5820403,352.1961,11.73549,343.6743,357.9318,4.132895,343.8359,355.2725,0.3898786,327.9059,1.020894,352.6266,356.7533,9.681871,31.24424,3.234554,352.9027,357.8032,1.249759,359.4923,351.0228,358.4356,359.66,351.0228,358.4356,359.66,7.653319,357.5176,2.540439,7.653319,357.5176,2.540438,5.711618,357.1158,24.63115,6.809409,354.4207,13.439,19.66478,347.6295,9.641283,347.0212,355.6161,358.6892,354.0842,352.2632,2.491641,7.653319,357.5176,2.540438,4.240762,351.339,343.0599,5.82385,356.7012,338.9459,18.4573,1.233004,355.1053,
13,0.2203008,9.628432,359.0688,359.1941,7.00162,29.71519,3.004923,358.3887,0.5771188,352.1854,11.93572,343.3375,357.9167,4.12818,343.6517,355.2726,0.3963677,327.9065,1.019391,352.6329,356.7537,9.683699,31.11532,3.245739,352.9216,357.7976,1.256745,359.4799,351.0273,358.4391,359.6596,351.0273,358.4391,359.6596,7.676226,357.5185,2.532059,7.676226,357.5185,2.532059,5.733311,357.0957,24.70179,6.82703,354.4288,13.36533,19.53447,347.6227,9.502245,347.0385,355.6376,358.6843,354.0709,352.2792,2.518978,7.676226,357.5185,2.532059,4.260179,351.3489,343.0272,5.846231,356.7104,338.9152,18.41316,1.258317,355.0387,
14,0.2316924,9.640052,359.0699,359.1915,7.023125,29.71349,2.983015,358.3969,0.5789186,352.1559,12.21386,343.053,357.9368,4.128163,343.5067,355.2723,0.4089178,327.9053,1.027214,352.6401,356.7508,9.696712,30.98873,3.24154,352.9527,357.7994,1.25775,359.4831,351.0328,358.4429,359.6567,351.0328,358.4429,359.6567,7.701482,357.5189,2.520967,7.701482,357.5189,2.520967,5.757899,357.0945,24.70342,6.847513,354.4426,13.29757,19.45317,347.6275,9.42455,347.0582,355.6588,358.6713,354.0615,352.2946,2.531145,7.701482,357.5189,2.520967,4.27737,351.3324,342.9928,5.866543,356.6931,338.8824,18.39672,1.26804,354.9656,
15,0.2428224,9.649092,359.0709,359.1849,7.036171,29.71264,2.975152,358.4045,0.5793996,352.1428,12.37389,342.8366,357.9323,4.12905,343.4013,355.2708,0.4749743,327.9043,1.043012,352.6904,356.7438,9.742791,30.72279,3.238249,353.0206,357.7997,1.257223,359.481,351.0392,358.4487,359.6471,351.0392,358.4487,359.6471,7.72397,357.5201,2.501311,7.72397,357.5201,2.501312,5.782362,357.0836,24.70058,6.864688,354.4581,13.14786,19.41936,347.6638,9.392889,347.0805,355.6844,358.6367,354.06,352.3158,2.504524,7.72397,357.5201,2.501312,4.294157,351.3115,342.9737,5.885037,356.6719,338.8649,18.39452,1.254281,354.9363,
16,0.2538107,9.660431,359.0724,359.1774,7.039109,29.71395,2.98203,358.4104,0.5797391,352.1473,12.40166,342.7073,357.9149,4.124749,343.3376,355.2759,0.6040921,327.9042,1.056465,352.797,356.7341,9.817445,30.37938,3.078841,353.1267,357.8046,1.087848,359.4856,351.048,358.4554,359.6362,351.048,358.4554,359.6362,7.749744,357.5229,2.482226,7.749742,357.5229,2.482227,5.795115,357.0996,24.77963,6.875194,354.4986,12.99725,19.4122,347.6915,9.360857,347.1104,355.7105,358.5984,354.0728,352.3412,2.463418,7.749742,357.5229,2.482227,4.308668,351.2635,342.9512,5.901587,356.6235,338.8438,18.45023,1.234354,354.956,
17,0.2666303,9.674671,359.0752,359.1714,6.995866,29.72004,2.964755,358.3643,0.5877705,352.1534,12.4983,342.6691,357.9376,4.123204,343.3209,355.2751,0.7492881,327.9049,1.076616,352.9145,356.7236,9.905796,30.04905,2.948861,353.2215,357.8065,0.9615083,359.4843,351.0591,358.4628,359.6277,351.0591,358.4628,359.6277,7.781631,357.5287,2.470112,7.781629,357.5287,2.470113,5.793707,357.1246,25.06204,6.881952,354.5522,12.68359,19.46221,347.7019,9.335808,347.1472,355.7361,358.5687,354.0896,352.3717,2.423318,7.781629,357.5287,2.470113,4.32514,351.2218,342.905,5.922297,356.5806,338.7993,18.54584,1.180496,355.0201,
18,0.2759108,9.684333,359.0781,359.1679,6.97245,29.72516,2.972574,358.3476,0.5914222,352.1716,12.45979,342.6758,357.9283,4.125725,343.3211,355.2764,0.9645801,327.9095,1.084769,353.0992,356.7144,10.01753,29.6091,2.752231,353.3368,357.806,0.7802238,359.4793,351.0705,358.4692,359.6225,351.0705,358.4692,359.6225,7.808993,357.5349,2.462602,7.808993,357.5349,2.462602,5.800327,357.1739,25.13832,6.895085,354.5949,12.53306,19.51193,347.7069,9.353936,347.1858,355.7578,358.5497,354.1141,352.3999,2.395558,7.808993,357.5349,2.462602,4.333658,351.16,342.8613,5.934838,356.5177,338.7564,18.64119,1.112406,355.035,
19,0.2870887,9.694693,359.0842,359.1681,6.952303,29.73342,2.965206,358.3265,0.6004634,352.175,12.46622,342.6799,357.9284,4.12689,343.3229,355.273,1.113204,327.9152,1.098273,353.223,356.7099,10.10155,29.36464,2.573025,353.4017,357.8051,0.623966,359.4804,351.08,358.4783,359.6234,351.08,358.4783,359.6234,7.836233,357.5477,2.465708,7.836233,357.5477,2.465708,5.816772,357.2388,25.09119,6.914645,354.6402,12.4875,19.52716,347.711,9.307673,347.2185,355.7873,358.55,354.1264,352.4454,2.39187,7.836233,357.5477,2.465708,4.334626,351.1005,342.7852,5.942895,356.4561,338.6806,18.7335,0.9842355,354.97,
20,0.2984473,9.704716,359.0886,359.1716,6.923839,29.74072,2.92169,358.2806,0.6137343,352.1511,12.56581,342.6751,357.9573,4.127013,343.3223,355.2694,1.315109,327.919,1.12711,353.386,356.6988,10.22489,29.18843,2.339896,353.4592,357.8031,0.4092771,359.4786,351.0894,358.4829,359.6294,351.0894,358.4829,359.6294,7.85899,357.5569,2.476386,7.85899,357.5569,2.476386,5.839614,357.2927,24.96032,6.935106,354.676,12.59593,19.47894,347.7168,9.255566,347.2503,355.802,358.568,354.1537,352.4728,2.41301,7.85899,357.5569,2.476386,4.325212,351.0296,342.6876,5.942594,356.3824,338.5823,18.74409,0.8561573,354.8193,
21,0.3094823,9.714258,359.0947,359.174,6.897806,29.74919,2.892971,358.244,0.6260325,352.1389,12.66146,342.6723,357.9941,4.124447,343.323,355.2744,1.553841,327.926,1.161504,353.5787,356.6883,10.37088,28.9523,2.086509,353.5354,357.8033,0.1686864,359.4811,351.1008,358.4903,359.6332,351.1008,358.4903,359.6332,7.886114,357.5701,2.487064,7.886115,357.5701,2.487064,5.86291,357.3568,24.85245,6.956861,354.7234,12.69915,19.41759,347.7336,9.255419,347.2891,355.8229,358.5794,354.1802,352.5128,2.412015,7.886115,357.5701,2.487064,4.323826,350.9726,342.6009,5.949278,356.3229,338.4955,18.73434,0.7581649,354.6974,
22,0.3203195,9.727583,359.1007,359.1763,6.868852,29.75817,2.851811,358.1988,0.6406173,352.1172,12.86861,342.6625,358.062,4.123855,343.3226,355.2757,1.765573,327.9294,1.220628,353.7359,356.6729,10.52549,28.95841,1.827056,353.5664,357.8065,359.9096,359.4815,351.1162,358.4977,359.6371,351.1162,358.4977,359.6371,7.91927,357.5837,2.499006,7.91927,357.5837,2.499006,5.883544,357.4208,24.83811,6.976893,354.7863,12.73035,19.36317,347.765,9.278691,347.3403,355.8423,358.591,354.2278,352.5527,2.406649,7.91927,357.5837,2.499006,4.326113,350.9078,342.5094,5.960069,356.2556,338.4045,18.68237,0.6736886,354.6116,
23,0.3316985,9.740424,359.1071,359.1786,6.832452,29.76769,2.808304,358.146,0.6559642,352.0972,13.08682,342.6588,358.1324,4.122103,343.3277,355.2749,1.972978,327.9331,1.284592,353.8871,356.6576,10.68217,29.06848,1.574772,353.5862,357.8072,359.643,359.4875,351.1288,358.5051,359.6412,351.1288,358.5051,359.6412,7.950336,357.5979,2.512536,7.950336,357.5979,2.512537,5.907926,357.4834,24.77152,6.994061,354.8602,12.84333,19.30792,347.8395,9.3913,347.3824,355.8615,358.6037,354.2586,352.5933,2.399551,7.950336,357.5979,2.512537,4.324352,350.8416,342.4107,5.967476,356.1866,338.3058,18.64265,0.5990769,354.5498,
24,0.3425391,9.749722,359.1114,359.1804,6.79772,29.77469,2.762366,358.0934,0.6691741,352.0742,13.33335,342.6459,358.2137,4.118929,343.3252,355.2757,2.196648,327.9347,1.363511,354.0453,356.6377,10.85977,29.28979,1.326199,353.5953,357.8087,359.3497,359.4845,351.1395,358.5096,359.6441,351.1395,358.5096,359.6441,7.977985,357.6078,2.525504,7.977985,357.6078,2.525504,5.931562,357.5523,24.64504,7.004604,354.9489,13.02601,19.20909,347.9195,9.403649,347.4184,355.8693,358.6142,354.2757,352.6173,2.384233,7.977985,357.6078,2.525504,4.323691,350.7774,342.331,5.974209,356.12,338.2262,18.56394,0.5235164,354.4777,
25,0.3605814,9.764,359.1157,359.1836,6.776428,29.7818,2.705287,358.0473,0.6843475,352.035,13.62839,342.6306,358.3125,4.117708,343.3251,355.2816,2.410276,327.935,1.448835,354.1918,356.6163,11.03807,29.63807,1.119224,353.5945,357.8054,359.062,359.4781,351.1518,358.5129,359.6496,351.1518,358.5129,359.6496,8.014141,357.6177,2.54446,8.014141,357.6177,2.54446,5.967533,357.5848,24.59554,7.027419,355.0166,13.13389,19.10368,347.9899,9.34343,347.4598,355.8725,358.6339,354.2909,352.6373,2.376521,8.014141,357.6177,2.54446,4.33629,350.744,342.2487,5.994418,356.0845,338.1452,18.48395,0.4806139,354.4457,
26,0.364997,9.780285,359.1223,359.186,6.735261,29.79185,2.642117,357.9808,0.7030343,352.0002,14.10254,342.6101,358.4641,4.11778,343.3243,355.2813,2.715576,327.9305,1.622375,354.3766,356.5741,11.33811,30.59125,0.8719123,353.5826,357.8052,358.5815,359.475,351.1646,358.5201,359.6539,351.1646,358.5201,359.6539,8.05241,357.6329,2.563042,8.05241,357.6329,2.563042,6.000873,357.6637,24.47117,7.045467,355.1218,13.40782,18.97862,348.0703,9.243939,347.502,355.8876,358.6489,354.3058,352.6764,2.358841,8.05241,357.6329,2.563042,4.33903,350.6884,342.129,6.00824,356.0255,338.026,18.49201,0.456577,354.4751,
27,0.3768122,9.804824,359.1292,359.1926,6.700646,29.80314,2.60816,357.9341,0.718748,351.9876,14.18802,342.6102,358.4944,4.113526,343.3252,355.2811,2.749973,327.9292,1.668983,354.3844,356.565,11.39574,30.86684,0.8193851,353.5767,357.8065,358.4635,359.4776,351.1828,358.5231,359.6649,351.1828,358.5231,359.6649,8.116768,357.6494,2.606113,8.116768,357.6494,2.606113,6.058634,357.7482,24.37341,7.096498,355.2096,13.51113,18.89184,348.131,9.209028,347.5631,355.878,358.6912,354.299,352.6976,2.331383,8.116768,357.6494,2.606113,4.375436,350.6173,342.0704,6.049934,355.9531,337.9708,18.53093,0.4481901,354.5489,
28,0.3875729,9.812954,359.1346,359.1926,6.670386,29.81086,2.564215,357.8865,0.7324442,351.9641,14.4936,342.5972,358.5959,4.111201,343.3236,355.2837,2.910853,327.9246,1.789259,354.468,356.5366,11.57912,31.73572,0.753653,353.5757,357.8088,358.1524,359.4801,351.1872,358.5309,359.6655,351.1872,358.5309,359.6655,8.130755,357.6618,2.611875,8.130755,357.6618,2.611874,6.070743,357.8305,24.19173,7.101214,355.2797,13.79008,18.82702,348.1746,9.195175,347.577,355.9,358.6916,354.3067,352.737,2.317583,8.130755,357.6618,2.611874,4.367651,350.5843,341.9989,6.048796,355.9178,337.8987,18.58976,0.4182523,354.5925,
29,0.3988028,9.830006,359.1411,359.197,6.639575,29.82087,2.520843,357.8386,0.7483225,351.9414,14.68421,342.5901,358.6574,4.110877,343.3223,355.2831,3.026181,327.9183,1.900761,354.5161,356.5098,11.7328,32.56065,0.736844,353.5842,357.8122,357.8782,359.482,351.2008,358.5361,359.6729,351.2008,358.5361,359.6729,8.173438,357.677,2.639424,8.173438,357.677,2.639424,6.123773,357.9052,23.93769,7.146523,355.3299,14.04603,18.79799,348.2243,9.219746,347.6216,355.9051,358.7181,354.3145,352.7679,2.301007,8.173438,357.677,2.639424,4.384551,350.5305,341.9322,6.071808,355.8624,337.8337,18.6863,0.3815463,354.6228,
30,0.4112996,9.846045,359.1468,359.2006,6.616001,29.82967,2.480858,357.7987,0.7626259,351.9182,14.85972,342.5838,358.7126,4.111456,343.322,355.2818,3.125157,327.9097,2.017065,354.5474,356.4806,11.88281,33.43687,0.7665946,353.602,357.8151,357.6092,359.4826,351.2128,358.5406,359.679,351.2128,358.5406,359.679,8.212868,357.6905,2.664222,8.212866,357.6905,2.664222,6.147342,358.0006,23.88172,7.168914,355.4173,14.14424,18.83795,348.2686,9.195303,347.6609,355.9087,358.7404,354.3184,352.7943,2.281756,8.212866,357.6905,2.664222,4.4043,350.4875,341.8854,6.095806,355.8182,337.7889,18.74359,0.3532217,354.6125,
31,0.4208899,9.860968,359.1515,359.2062,6.578196,29.83797,2.452871,357.7522,0.7743751,351.9122,14.88705,342.5857,358.7212,4.110499,343.3201,355.2781,3.217181,327.8982,2.137701,354.5706,356.4482,12.03328,34.46988,0.8481525,353.6192,357.8178,357.3277,359.4789,351.2216,358.5423,359.6882,351.2216,358.5423,359.6882,8.249937,357.7013,2.694029,8.249937,357.7013,2.694029,6.196037,358.0703,23.62263,7.209741,355.4619,14.41546,18.86737,348.3153,9.175659,347.6893,355.903,358.7735,354.3004,352.8078,2.277785,8.249937,357.7013,2.694029,4.426919,350.4689,341.8421,6.122341,355.7985,337.7478,18.72715,0.3429334,354.615,
32,0.4329767,9.879648,359.1575,359.2127,6.570154,29.84724,2.409888,357.7244,0.7898715,351.8788,14.93805,342.5812,358.7384,4.108248,343.3203,355.28,3.259258,327.8875,2.244025,354.5569,356.4208,12.14715,35.30217,0.9485073,353.6346,357.8195,357.1305,359.4796,351.2346,358.5453,359.6989,351.2346,358.5453,359.6989,8.294334,357.7155,2.728786,8.294334,357.7155,2.728786,6.238776,358.1641,23.44412,7.252453,355.5197,14.57152,18.88798,348.3349,9.17174,347.731,355.8995,358.8115,354.3014,352.8294,2.271543,8.294334,357.7155,2.728786,4.455216,350.4441,341.7999,6.154418,355.7727,337.7083,18.66748,0.348391,354.6211,
33,0.4438591,9.891712,359.1613,359.2147,6.557498,29.8537,2.378495,357.6982,0.8007739,351.8576,14.97562,342.5777,358.7513,4.109933,343.3185,355.2819,3.330365,327.8764,2.352451,354.5677,356.3911,12.2768,36.13279,1.090698,353.6779,357.8172,356.9062,359.4765,351.2424,358.5481,359.7024,351.2424,358.5481,359.7024,8.324325,357.7249,2.747679,8.324325,357.7249,2.747679,6.254272,358.2188,23.47534,7.273034,355.563,14.52367,18.93255,348.3452,9.226945,347.756,355.8986,358.8248,354.2918,352.8449,2.245838,8.324325,357.7249,2.747679,4.479136,350.4337,341.7891,6.179258,355.7622,337.6997,18.62639,0.3651734,354.6261,
34,0.4543087,9.906058,359.1645,359.2178,6.549115,29.85999,2.348886,357.6765,0.8113217,351.836,14.87417,342.5822,358.7176,4.110185,343.3202,355.2812,3.386869,327.869,2.422758,354.5838,356.3712,12.36584,36.70235,1.208802,353.7275,357.8215,356.7277,359.4799,351.2564,358.549,359.7072,351.2564,358.549,359.7072,8.363856,357.7326,2.769842,8.363856,357.7326,2.769843,6.31187,358.2992,23.11541,7.327708,355.5813,14.81868,18.97357,348.3548,9.335898,347.8014,355.8905,358.8432,354.3063,352.8522,2.220962,8.363856,357.7326,2.769843,4.514874,350.409,341.8018,6.213639,355.7383,337.7157,18.59344,0.3932907,354.5797,
35,0.4652716,9.918888,359.1678,359.2201,6.525757,29.86704,2.313673,357.6392,0.8231664,351.8167,14.82183,342.5843,358.7032,4.106262,343.3193,355.2816,3.408569,327.8608,2.489822,354.571,356.3524,12.43534,37.30458,1.333816,353.7531,357.8242,356.5826,359.4836,351.2643,358.5507,359.7111,351.2643,358.5507,359.7111,8.391099,357.7416,2.79162,8.391099,357.7416,2.79162,6.307627,358.3913,23.21157,7.332028,355.663,14.69014,19.00534,348.369,9.403398,347.8253,355.8837,358.8585,354.3066,352.8627,2.190395,8.391099,357.7416,2.79162,4.534564,350.3735,341.8073,6.232753,355.7032,337.7231,18.58343,0.4222963,354.5503,
36,0.4765677,9.930274,359.1709,359.2202,6.516494,29.87239,2.316177,357.6323,0.8279458,351.8234,14.65188,342.588,358.654,4.102503,343.3145,355.2845,3.45481,327.8571,2.536556,354.5893,356.34,12.49868,37.62791,1.450273,353.8038,357.8248,356.4601,359.4827,351.2763,358.5536,359.7113,351.2763,358.5536,359.7113,8.422382,357.7495,2.804145,8.422382,357.7495,2.804145,6.322644,358.4356,23.27952,7.349268,355.7133,14.59538,19.01932,348.395,9.430762,347.8638,355.8837,358.8606,354.3247,352.8771,2.150941,8.422382,357.7495,2.804145,4.568583,350.3652,341.8367,6.263889,355.6961,337.7556,18.56499,0.446968,354.5357,
