Frame,Time,m_avg_PelvisRotX,m_avg_PelvisRotY,m_avg_PelvisRotZ,m_avg_L_HipRotX,m_avg_L_HipRotY,m_avg_L_HipRotZ,m_avg_L_KneeRotX,m_avg_L_KneeRotY,m_avg_L_KneeRotZ,m_avg_L_AnkleRotX,m_avg_L_AnkleRotY,m_avg_L_AnkleRotZ,m_avg_L_FootRotX,m_avg_L_FootRotY,m_avg_L_FootRotZ,m_avg_R_HipRotX,m_avg_R_HipRotY,m_avg_R_HipRotZ,m_avg_R_KneeRotX,m_avg_R_KneeRotY,m_avg_R_KneeRotZ,m_avg_R_AnkleRotX,m_avg_R_AnkleRotY,m_avg_R_AnkleRotZ,m_avg_R_FootRotX,m_avg_R_FootRotY,m_avg_R_FootRotZ,m_avg_Spine1RotX,m_avg_Spine1RotY,m_avg_Spine1RotZ,m_avg_Spine2RotX,m_avg_Spine2RotY,m_avg_Spine2RotZ,m_avg_Spine3RotX,m_avg_Spine3RotY,m_avg_Spine3RotZ,m_avg_L_CollarRotX,m_avg_L_CollarRotY,m_avg_L_CollarRotZ,m_avg_L_ShoulderRotX,m_avg_L_ShoulderRotY,m_avg_L_ShoulderRotZ,m_avg_L_ElbowRotX,m_avg_L_ElbowRotY,m_avg_L_ElbowRotZ,m_avg_L_WristRotX,m_avg_L_WristRotY,m_avg_L_WristRotZ,m_avg_NeckRotX,m_avg_NeckRotY,m_avg_NeckRotZ,m_avg_HeadRotX,m_avg_HeadRotY,m_avg_HeadRotZ,m_avg_R_CollarRotX,m_avg_R_CollarRotY,m_avg_R_CollarRotZ,m_avg_R_ShoulderRotX,m_avg_R_ShoulderRotY,m_avg_R_ShoulderRotZ,m_avg_R_ElbowRotX,m_avg_R_ElbowRotY,m_avg_R_ElbowRotZ,m_avg_R_WristRotX,m_avg_R_WristRotY,m_avg_R_WristRotZ,
11,0.2050003,11.68949,179.049,356.9452,358.4009,211.8825,350.5568,344.9246,184.3512,345.2389,33.25965,169.7545,5.908618,4.294553,169.4235,355.9,344.6057,148.4301,359.3274,339.7512,179.3617,0.09827522,46.85406,151.0382,341.3781,19.75514,171.0788,7.751719,351.0339,179.9277,356.9822,351.0339,179.9277,356.9822,7.318016,178.1648,357.6501,7.318016,178.1648,357.6501,2.877463,187.9093,21.9227,3.878469,185.2707,355.6585,10.34557,170.9244,0.4834629,347.9713,181.7762,351.8113,2.366743,178.5039,359.3452,7.318016,178.1648,357.6501,4.729248,167.5761,349.7334,5.679007,173.0884,345.649,359.6729,183.4304,359.0563,
12,0.2158204,11.72387,179.0647,356.9666,358.3843,211.9133,350.479,344.8739,184.3964,345.1754,33.28702,169.7446,5.910014,4.296977,169.4261,355.9034,344.9835,148.4303,359.3732,340.0527,179.289,0.3452829,47.22323,151.1641,341.4434,19.75513,171.0661,7.751723,351.081,179.9349,357.008,351.081,179.9349,357.008,7.417415,178.1866,357.7032,7.417415,178.1866,357.7032,2.980928,187.9842,21.844,3.985312,185.271,355.7273,10.3446,170.9162,0.5649756,348.0738,181.7764,351.8591,2.371334,178.5468,359.3074,7.417415,178.1866,357.7032,4.814871,167.5651,349.6886,5.768527,173.0776,345.6127,359.6263,183.4697,359.0375,
13,0.226845,11.76103,179.0826,356.9939,358.4195,211.9341,350.4676,344.8998,184.424,345.1481,33.05003,169.7013,5.801914,4.297815,169.4227,355.9049,345.2518,148.4373,359.4025,340.2686,179.2452,0.5173325,47.48594,151.2543,341.4881,19.75514,171.0652,7.751724,351.1337,179.9417,357.0423,351.1337,179.9417,357.0423,7.526727,178.2109,357.7681,7.526725,178.2109,357.7681,3.12112,188.0494,21.63791,4.12405,185.2424,355.8158,10.33992,170.9161,0.6588668,348.1904,181.7749,351.9312,2.38814,178.5952,359.3022,7.526725,178.2109,357.7681,4.909323,167.5435,349.6482,5.8664,173.0562,345.5815,359.6791,183.535,358.97,
14,0.2380216,11.79892,179.0983,357.015,358.5476,211.9283,350.6157,345.0819,184.4028,345.2227,32.30434,169.6276,5.497787,4.298208,169.423,355.9034,345.4388,148.4449,359.4278,340.4167,179.2174,0.6413454,47.66845,151.3295,341.5255,19.75513,171.0754,7.751719,351.1841,179.9494,357.0692,351.1841,179.9494,357.0692,7.629494,178.234,357.8224,7.629492,178.234,357.8224,3.227493,188.1389,21.54671,4.234082,185.2468,355.8806,10.3283,170.904,0.7513813,348.3076,181.7775,351.9885,2.428737,178.6441,359.2854,7.629492,178.234,357.8224,4.997276,167.5329,349.5988,5.958679,173.0457,345.5408,359.7872,183.6135,358.9044,
15,0.2491291,11.83179,179.1127,357.0374,358.795,211.8911,350.9363,345.4495,184.3284,345.3983,30.87499,169.5064,4.937717,4.29912,169.4238,355.9025,345.5335,148.4549,359.4395,340.4922,179.2098,0.7030452,47.7606,151.3739,341.5424,19.75514,171.0959,7.751722,351.2296,179.9545,357.0977,351.2296,179.9545,357.0977,7.723652,178.2537,357.8769,7.72365,178.2537,357.8769,3.34136,188.1851,21.41759,4.348745,185.2154,355.9412,10.30314,170.888,0.7756001,348.4098,181.7744,352.0507,2.449743,178.6821,359.2841,7.72365,178.2537,357.8769,5.078121,167.5158,349.5594,6.042927,173.0287,345.5092,359.8686,183.6734,358.8553,
16,0.2602656,11.86425,179.1265,357.0557,359.1218,211.8337,351.3708,345.9403,184.2193,345.6394,29.18645,169.4032,4.307441,4.299671,169.4243,355.9027,345.5318,148.4664,359.4449,340.4881,179.2213,0.7068897,47.75794,151.3975,341.5474,19.75513,171.1261,7.751723,351.2735,179.9613,357.1204,351.2735,179.9613,357.1204,7.81484,178.2735,357.9234,7.814839,178.2735,357.9234,3.427137,188.2416,21.41022,4.439957,185.2131,355.9743,10.29104,170.8649,0.7451003,348.5093,181.7762,352.0956,2.470866,178.7227,359.2583,7.814839,178.2735,357.9234,5.155305,167.503,349.5131,6.124166,173.016,345.4706,359.956,183.7315,358.8545,
17,0.2714195,11.89728,179.1383,357.0721,359.4949,211.7625,351.8749,346.5046,184.0871,345.9209,27.48073,169.3477,3.703126,4.302195,169.4236,355.9008,345.4744,148.4776,359.4435,340.4396,179.2429,0.6744592,47.70079,151.4037,341.5407,19.75512,171.1606,7.751719,351.3169,179.9664,357.1411,351.3169,179.9664,357.1411,7.904476,178.2899,357.9659,7.904476,178.2899,357.9659,3.534308,188.291,21.28511,4.545491,185.2099,356.0843,10.3294,170.8621,0.7620696,348.6092,181.7745,352.1394,2.499435,178.7552,359.2397,7.904476,178.2899,357.9659,5.225587,167.4712,349.4534,6.199844,172.9839,345.4178,0.08820218,183.7552,358.8564,
18,0.2824847,11.92699,179.15,357.0881,359.9204,211.6779,352.4439,347.146,183.9338,346.2351,25.74478,169.2229,3.130378,4.300025,169.3008,355.9009,345.4295,148.4877,359.4411,340.4021,179.2614,0.6480005,47.65829,151.3907,341.5431,19.75513,171.1606,7.751721,351.3557,179.972,357.1618,351.3557,179.972,357.1618,7.986481,178.3064,358.0065,7.98648,178.3064,358.0065,3.627818,188.3491,21.18144,4.639475,185.2064,356.1965,10.32824,170.8481,0.8005517,348.696,181.7772,352.1858,2.512501,178.7919,359.2361,7.98648,178.3064,358.0065,5.286621,167.4445,349.3837,6.267265,172.9566,345.3543,0.2460376,183.7856,358.8154,
19,0.2935897,11.96015,179.1582,357.101,0.3724224,211.587,353.0318,347.8199,183.7727,346.5521,24.22454,169.2124,2.647879,4.300057,169.2619,355.9008,345.3854,148.4935,359.4436,340.363,179.2751,0.6261816,47.61592,151.3831,341.5506,19.75513,171.1606,7.751718,351.3976,179.9741,357.1784,351.3976,179.9741,357.1784,8.073821,178.3161,358.0411,8.073821,178.3161,358.0411,3.702763,188.3802,21.22972,4.717438,185.2331,356.2122,10.29602,170.8655,0.8326368,348.7916,181.7683,352.2236,2.537381,178.8078,359.2208,8.073821,178.3161,358.0411,5.35478,167.4221,349.313,6.341866,172.9339,345.2903,0.3275553,183.7799,358.7221,
20,0.3046476,11.99302,179.1673,357.114,0.8596422,211.4913,353.6518,348.5403,183.6032,346.8796,22.77079,169.2256,2.208362,4.299712,169.2199,355.9015,345.3382,148.501,359.4432,340.3226,179.2912,0.6002355,47.57091,151.3713,341.5551,19.75513,171.1606,7.751724,351.4396,179.9778,357.1956,351.4396,179.9778,357.1956,8.161839,178.3274,358.0749,8.161837,178.3274,358.0749,3.809492,188.4095,21.11732,4.818419,185.2576,356.3912,10.28039,170.894,0.8221931,348.887,181.7663,352.2644,2.557966,178.8328,359.2178,8.161837,178.3274,358.0749,5.419529,167.3943,349.2287,6.414381,172.9053,345.2126,0.3650673,183.7734,358.6637,
21,0.3157816,12.03295,179.1759,357.1248,1.359864,211.395,354.2798,349.2763,183.432,347.2062,21.57387,169.2555,1.86562,4.297596,169.1759,355.9007,345.2975,148.5082,359.4428,340.2879,179.3059,0.5777578,47.53212,151.3612,341.559,19.75514,171.1606,7.751722,351.4869,179.9819,357.2104,351.4869,179.9819,357.2104,8.262674,178.3382,358.1065,8.262674,178.3382,358.1065,3.907368,188.4449,21.11331,4.916053,185.2928,356.5529,10.26236,170.9054,0.7731016,348.994,181.7646,352.3012,2.578899,178.8584,359.2046,8.262674,178.3382,358.1065,5.492295,167.3688,349.1193,6.497258,172.8787,345.1104,0.3087072,183.7836,358.6938,
22,0.3268608,12.07198,179.1837,357.1365,1.873767,211.2962,354.9234,350.0321,183.2554,347.5384,20.53629,169.2879,1.581034,4.300101,169.1292,355.9027,345.2566,148.5134,359.4456,340.2514,179.3184,0.558009,47.49281,151.3551,341.5667,19.75514,171.1606,7.751723,351.5326,179.984,357.2263,351.5326,179.984,357.2263,8.362733,178.3464,358.1401,8.362733,178.3464,358.1401,3.98169,188.5375,21.15795,4.997192,185.3441,356.6374,10.28883,170.8819,0.7540617,349.0925,181.7562,352.3411,2.579551,178.8742,359.1936,8.362733,178.3464,358.1401,5.563691,167.328,349.0166,6.578142,172.8369,345.015,0.2856975,183.8164,358.7142,
23,0.3379472,12.11439,179.1905,357.1484,2.387769,211.1998,355.5554,350.7829,183.0822,347.8581,19.71335,169.3067,1.360175,4.300033,169.0802,355.9043,345.2086,148.5191,359.4437,340.2111,179.3331,0.5301503,47.447,151.3401,341.5685,19.75514,171.1606,7.751723,351.5815,179.9846,357.243,351.5815,179.9846,357.243,8.470091,178.3522,358.1741,8.470091,178.3522,358.1741,4.097227,188.6389,21.01163,5.112436,185.3729,356.9227,10.37492,170.8447,0.8197801,349.1977,181.7439,352.3865,2.580359,178.8843,359.194,8.470091,178.3522,358.1741,5.643345,167.2928,348.912,6.667429,172.8007,344.9184,0.2758531,183.8448,358.6818,
24,0.3490285,12.16194,179.1982,357.1586,2.897022,211.104,356.2306,351.5501,182.9003,348.2166,19.00542,169.3057,1.161872,4.295664,169.0289,355.8998,345.1645,148.5237,359.4489,340.1707,179.3457,0.5107188,47.40432,151.3362,341.5796,19.75513,171.1606,7.751719,351.6345,179.9872,357.2574,351.6345,179.9872,357.2574,8.586873,178.3602,358.2073,8.586871,178.3602,358.2073,4.197607,188.7265,21.01481,5.219149,185.4053,357.0987,10.46962,170.8069,0.8923658,349.3114,181.7354,352.4247,2.581477,178.901,359.1745,8.586871,178.3602,358.2073,5.727629,167.2475,348.7934,6.76265,172.7544,344.8082,0.2820684,183.8715,358.6594,
25,0.360052,12.2101,179.2057,357.1728,3.392797,211.0154,356.8509,352.28,182.7334,348.5308,18.56693,169.272,1.025329,4.292371,168.9862,355.8987,345.1171,148.5275,359.4545,340.1272,179.358,0.4898526,47.35852,151.3315,341.5911,19.75514,171.1606,7.75172,351.6898,179.9871,357.2772,351.6898,179.9871,357.2772,8.708534,178.3662,358.248,8.708534,178.3662,358.248,4.314553,188.7857,20.98851,5.33613,185.4515,357.2386,10.51701,170.8223,0.9414964,349.4285,181.7177,352.4775,2.579433,178.9078,359.1725,8.708534,178.3662,358.248,5.820363,167.1808,348.7046,6.863436,172.6871,344.7286,0.3447931,183.8864,358.6475,
26,0.3712861,12.26515,179.2121,357.1855,3.848912,210.9349,357.4315,352.9563,182.5781,348.8269,18.44559,169.1887,0.9605958,4.293363,168.9399,355.8989,345.0665,148.5303,359.4609,340.0806,179.3698,0.467937,47.30937,151.3268,341.6035,19.75514,171.1606,7.751725,351.7488,179.9859,357.296,351.7488,179.9859,357.296,8.839446,178.3706,358.2892,8.839446,178.3706,358.2892,4.447464,188.8516,20.9187,5.467874,185.4937,357.4344,10.45649,170.8287,0.9640158,349.5534,181.6959,352.5325,2.581147,178.9099,359.1708,8.839446,178.3706,358.2892,5.913204,167.1002,348.583,6.967442,172.6054,344.6162,0.4332995,183.8894,358.6377,
27,0.3821948,12.3173,179.2216,357.1988,4.291399,210.8605,358.01,353.6201,182.4277,349.1262,18.39895,169.0663,0.8964928,4.294478,168.8925,355.9006,345.0149,148.5344,359.4725,340.0305,179.3831,0.4500539,47.25911,151.3297,341.6236,19.75514,171.1606,7.75172,351.8065,179.989,357.3147,351.8065,179.989,357.3147,8.967697,178.3811,358.3302,8.967697,178.3811,358.3302,4.574023,188.9629,20.82225,5.59846,185.5215,357.6368,10.38359,170.7805,0.9583721,349.6731,181.6877,352.5821,2.571926,178.9317,359.1599,8.967697,178.3811,358.3302,6.014614,167.0452,348.4977,7.07651,172.55,344.541,0.500224,183.8647,358.6132,
28,0.3935546,12.37419,179.2281,357.2098,4.685693,210.7948,358.5358,354.2166,182.2918,349.4007,18.47235,168.9214,0.8504668,4.29563,168.8529,355.8999,344.9613,148.5371,359.4815,339.98,179.3954,0.4287093,47.20683,151.3277,341.6397,19.75513,171.1606,7.751719,351.867,179.989,357.3307,351.867,179.989,357.3307,9.103472,178.3857,358.3679,9.10347,178.3857,358.3679,4.703366,189.0793,20.73959,5.733202,185.546,357.7251,10.31398,170.7285,0.9542209,349.7969,181.6689,352.6273,2.558982,178.9358,359.141,9.10347,178.3857,358.3679,6.121563,166.9762,348.4082,7.191516,172.4808,344.4621,0.5553879,183.8276,358.6201,
29,0.4162597,12.43118,179.2359,357.2193,5.057422,210.7367,359.0142,354.7708,182.1698,349.6429,18.76473,168.7403,0.8535612,4.296042,168.8149,355.8995,344.8985,148.5406,359.4932,339.9203,179.4102,0.4047012,47.14571,151.3271,341.6603,19.75514,171.1606,7.751719,351.928,179.992,357.3449,351.928,179.992,357.3449,9.236753,178.394,358.4023,9.236752,178.394,358.4023,4.841906,189.1912,20.60707,5.871203,185.5978,357.9317,10.26665,170.712,0.9869004,349.9253,181.6604,352.6675,2.566191,178.9539,359.1203,9.236752,178.394,358.4023,6.228993,166.9042,348.3365,7.305294,172.4088,344.401,0.620847,183.8193,358.5979,
30,0.4198837,12.48935,179.2445,357.2307,5.749234,210.6218,359.9341,355.8168,181.9294,350.1169,19.12177,168.3567,0.7764717,4.298325,168.755,355.9036,344.843,148.5424,359.5123,339.8632,179.4215,0.3912804,47.09097,151.3387,341.69,19.75514,171.1606,7.751724,351.9902,179.9946,357.3611,351.9902,179.9946,357.3611,9.374943,178.4029,358.4413,9.374943,178.4029,358.4413,4.938119,189.2304,20.80073,5.983186,185.5833,357.6323,10.30303,170.6802,0.9716933,350.0523,181.6489,352.7099,2.557622,178.9701,359.0927,9.374943,178.4029,358.4413,6.359303,166.8651,348.3206,7.436525,172.3709,344.3976,0.716767,183.8031,358.741,
31,0.4347024,12.61595,179.2566,357.2548,5.769485,210.6421,359.978,355.8556,181.9432,350.1456,19.31116,168.2947,0.8072833,4.298324,168.7464,355.9036,344.7122,148.5432,359.5435,339.7356,179.4458,0.3471923,46.96267,151.3448,341.7398,19.75514,171.1606,7.751722,352.1225,179.9917,357.398,352.1225,179.9917,357.398,9.665826,178.4098,358.5238,9.665826,178.4098,358.5238,5.220582,189.3946,20.69251,6.267593,185.6703,357.7476,10.30302,170.6802,0.9716915,350.3209,181.6034,352.8222,2.557623,178.9701,359.0927,9.665826,178.4098,358.5238,6.61138,166.7107,348.2307,7.696004,172.2182,344.3324,0.7167695,183.8031,358.741,
32,0.4396803,12.63531,179.2581,357.2608,6.094826,210.5827,0.4456027,356.3644,181.8184,350.3976,19.65243,168.048,0.7980698,4.297133,168.7157,355.9038,344.6953,148.5399,359.5572,339.7143,179.4451,0.3500785,46.9451,151.3581,341.7583,19.75513,171.1606,7.751716,352.1422,179.989,357.4069,352.1422,179.989,357.4069,9.707844,178.4103,358.543,9.707839,178.4103,358.543,5.25703,189.4272,20.68775,6.305117,185.6849,357.6589,10.33803,170.6774,0.8545386,350.3627,181.5877,352.8478,2.570403,178.9613,359.0975,9.707839,178.4103,358.543,6.656139,166.6982,348.2473,7.738988,172.2066,344.3533,0.7565102,183.7883,358.7822,
33,0.4490979,12.70306,179.2667,357.2755,6.162055,210.5856,0.5482347,356.4725,181.8067,350.4548,19.71932,167.9725,0.7840381,4.292969,168.7063,355.9016,344.6231,148.542,359.5742,339.6439,179.4602,0.3255234,46.87444,151.3617,341.7861,19.75513,171.1606,7.751721,352.2122,179.9895,357.429,352.2122,179.9895,357.429,9.861943,178.4187,358.5919,9.861943,178.4187,358.5919,5.416636,189.5368,20.56034,6.462045,185.745,357.6776,10.35562,170.6853,0.7159567,350.5022,181.5693,352.9124,2.567559,178.9728,359.1003,9.861943,178.4187,358.5919,6.787388,166.601,348.2031,7.873836,172.1102,344.3219,0.7766126,183.7897,358.8199,
34,0.4603461,12.72406,179.2695,357.2796,6.310801,210.5636,0.7514297,356.7001,181.7564,350.5604,19.85384,167.8395,0.7640239,4.293304,168.6938,355.9012,344.5954,148.5436,359.5781,339.6181,179.4669,0.3137761,46.8475,151.3598,341.7935,19.75513,171.1606,7.751723,352.2329,179.9902,357.4356,352.2329,179.9902,357.4356,9.907877,178.422,358.6067,9.907875,178.422,358.6067,5.48669,189.5879,20.3897,6.524184,185.7758,357.7586,10.39456,170.7008,0.6768577,350.5424,181.5658,352.9325,2.564878,178.9793,359.1031,9.907875,178.422,358.6067,6.834135,166.58,348.2179,7.918956,172.0901,344.3412,0.7545285,183.7808,358.8225,
35,0.4712153,12.76055,179.2761,357.2872,6.44203,210.5504,0.9351939,356.9031,181.7174,350.6573,19.9266,167.713,0.7284387,4.293516,168.6859,355.9021,344.5538,148.5462,359.5896,339.5768,179.4771,0.3011211,46.80685,151.3648,341.8123,19.75513,171.1606,7.75172,352.2691,179.9935,357.4469,352.2691,179.9935,357.4469,9.989647,178.4308,358.6333,9.989647,178.4308,358.6333,5.589116,189.6251,20.26209,6.622589,185.7747,357.7581,10.44243,170.7078,0.7114549,350.6102,181.5651,352.9639,2.548227,178.9998,359.0969,9.989647,178.4308,358.6333,6.923628,166.5688,348.2555,8.004453,172.0808,344.3874,0.7094452,183.7879,358.8079,
36,0.4822391,12.80298,179.2806,357.2959,6.513825,210.5463,1.040502,357.0165,181.6984,350.7144,19.93497,167.627,0.6928744,4.292926,168.6811,355.9032,344.5062,148.5468,359.6013,339.5302,179.4863,0.2852537,46.76012,151.3675,341.8309,19.75514,171.1606,7.751719,352.3115,179.9928,357.4604,352.3115,179.9928,357.4604,10.08265,178.4348,358.6635,10.08265,178.4348,358.6635,5.66258,189.6827,20.30959,6.70337,185.7761,357.5693,10.4892,170.6901,0.7618451,350.6928,181.5511,353.0048,2.547385,179.0025,359.102,10.08265,178.4348,358.6635,7.016884,166.5295,348.275,8.095411,172.0431,344.4159,0.6965547,183.8096,358.7751,
