Frame,Time,m_avg_PelvisRotX,m_avg_PelvisRotY,m_avg_PelvisRotZ,m_avg_L_HipRotX,m_avg_L_HipRotY,m_avg_L_HipRotZ,m_avg_L_KneeRotX,m_avg_L_KneeRotY,m_avg_L_KneeRotZ,m_avg_L_AnkleRotX,m_avg_L_AnkleRotY,m_avg_L_AnkleRotZ,m_avg_L_FootRotX,m_avg_L_FootRotY,m_avg_L_FootRotZ,m_avg_R_HipRotX,m_avg_R_HipRotY,m_avg_R_HipRotZ,m_avg_R_KneeRotX,m_avg_R_KneeRotY,m_avg_R_KneeRotZ,m_avg_R_AnkleRotX,m_avg_R_AnkleRotY,m_avg_R_AnkleRotZ,m_avg_R_FootRotX,m_avg_R_FootRotY,m_avg_R_FootRotZ,m_avg_Spine1RotX,m_avg_Spine1RotY,m_avg_Spine1RotZ,m_avg_Spine2RotX,m_avg_Spine2RotY,m_avg_Spine2RotZ,m_avg_Spine3RotX,m_avg_Spine3RotY,m_avg_Spine3RotZ,m_avg_L_CollarRotX,m_avg_L_CollarRotY,m_avg_L_CollarRotZ,m_avg_L_ShoulderRotX,m_avg_L_ShoulderRotY,m_avg_L_ShoulderRotZ,m_avg_L_ElbowRotX,m_avg_L_ElbowRotY,m_avg_L_ElbowRotZ,m_avg_L_WristRotX,m_avg_L_WristRotY,m_avg_L_WristRotZ,m_avg_NeckRotX,m_avg_NeckRotY,m_avg_NeckRotZ,m_avg_HeadRotX,m_avg_HeadRotY,m_avg_HeadRotZ,m_avg_R_CollarRotX,m_avg_R_CollarRotY,m_avg_R_CollarRotZ,m_avg_R_ShoulderRotX,m_avg_R_ShoulderRotY,m_avg_R_ShoulderRotZ,m_avg_R_ElbowRotX,m_avg_R_ElbowRotY,m_avg_R_ElbowRotZ,m_avg_R_WristRotX,m_avg_R_WristRotY,m_avg_R_WristRotZ,
11,0.2029835,8.016637,359.8879,359.2082,6.235595,30.51765,357.0957,3.616384,1.014413,352.8856,6.167006,347.1908,356.1968,4.158335,347.12,355.4109,2.962866,329.4174,355.4528,357.5806,358.7379,6.055158,0.7822276,1.834618,357.7039,356.8202,1.549294,358.5686,352.016,359.8817,359.3869,352.016,359.8817,359.3869,6.953556,359.1576,0.9645377,6.953556,359.1576,0.9645379,1.792882,16.7242,16.62511,3.7249,4.774929,4.029522,10.74759,344.1906,14.83268,349.6151,1.062682,356.2556,357.3336,359.1937,1.582685,6.953556,359.1576,0.9645379,3.12892,337.5328,350.6625,3.99703,343.0465,346.4207,3.350414,346.9177,8.767658,
12,0.2135856,8.023993,359.8882,359.2029,7.952454,30.32585,0.09191479,1.224094,1.156182,351.3198,5.174713,347.1481,355.8057,4.159762,347.1159,355.4093,3.062054,329.4172,355.457,357.6651,358.7352,6.107404,0.4838099,1.776902,357.754,356.8224,1.541143,358.5663,352.0122,359.8855,359.3793,352.0122,359.8855,359.3793,6.989318,359.154,0.9444863,6.989318,359.154,0.9444863,1.829702,16.72816,16.62505,3.748296,4.877203,4.028154,10.7821,344.2878,14.79021,349.6473,1.087281,356.2229,357.2765,359.2039,1.569259,6.989318,359.154,0.9444863,3.171241,337.4814,350.7003,4.035534,342.996,346.4625,3.443883,346.9406,8.746953,
13,0.2246432,8.039638,359.8888,359.1957,9.025663,30.25394,1.993803,359.672,1.288306,350.327,5.02398,347.0531,355.6989,4.160065,347.1136,355.4094,3.172773,329.4164,355.4669,357.7568,358.7314,6.170264,0.3469558,1.727491,357.7653,356.8192,1.54414,358.5677,352.0057,359.8899,359.3705,352.0057,359.8899,359.3705,7.034345,359.1518,0.9282904,7.034345,359.1518,0.9282904,1.883159,16.70621,16.61974,3.781569,4.975789,3.987633,10.77153,344.3923,14.67097,349.6794,1.109356,356.1948,357.2146,359.2173,1.548393,7.034345,359.1518,0.9282904,3.2186,337.4355,350.721,4.080683,342.9507,346.4876,3.542209,346.9833,8.673833,
14,0.2357864,8.050214,359.8895,359.1916,8.986475,30.25776,1.919868,359.6023,1.303984,350.2821,5.251912,346.9659,355.7315,4.158368,347.1198,355.4072,3.344002,329.4171,355.474,357.9026,358.7282,6.260399,0.1577421,1.655042,357.777,356.8167,1.544461,358.5663,352.0018,359.893,359.3657,352.0018,359.893,359.3657,7.070695,359.1506,0.9193695,7.070697,359.1506,0.9193697,1.924137,16.66504,16.64292,3.813745,5.061054,4.055848,10.80331,344.4756,14.60505,349.7083,1.124614,356.1807,357.1647,359.2274,1.539182,7.070697,359.1506,0.9193697,3.258598,337.401,350.7414,4.118544,342.9168,346.5118,3.633807,347.0001,8.599359,
15,0.2470396,8.059474,359.8908,359.1875,8.896326,30.26612,1.894842,359.5114,1.31607,350.3041,5.197402,346.9763,355.6935,4.165011,347.1204,355.3863,3.56446,329.4192,355.4812,358.0913,358.726,6.374627,359.9539,1.568713,357.7808,356.8113,1.546636,358.5628,351.9949,359.8968,359.3612,351.9949,359.8968,359.3612,7.102762,359.1514,0.9136471,7.102763,359.1514,0.9136473,1.919341,16.73777,16.73017,3.820561,5.072986,3.950935,10.83656,344.4665,14.5422,349.7265,1.139189,356.1707,357.1019,359.2413,1.5268,7.102763,359.1514,0.9136473,3.290548,337.3763,350.747,4.149793,342.8924,346.5205,3.684167,347.0262,8.55878,
16,0.2580098,8.06632,359.8912,359.1829,8.877689,30.26877,1.887083,359.4914,1.3199,350.3064,5.219084,346.9736,355.7018,4.166654,347.1202,355.3885,1.927918,329.0089,0.1427679,1.789378,358.5092,3.662812,1.013006,1.566819,357.5199,356.8084,1.546913,358.566,351.9933,359.899,359.3553,351.9933,359.899,359.3553,7.133106,359.1516,0.9099858,7.133106,359.1516,0.9099858,1.927487,16.77082,16.7928,3.835885,5.089823,3.909576,10.87165,344.5043,14.55331,349.7542,1.142937,356.161,357.063,359.2471,1.495264,7.133106,359.1516,0.9099858,3.320313,337.3534,350.7501,4.17914,342.8697,346.5265,3.701132,347.0369,8.544991,
17,0.2692249,8.078053,359.8912,359.1802,8.85451,30.27178,1.867511,359.4618,1.325974,350.3007,5.330122,346.9576,355.7355,4.168857,347.1188,355.39,1.410896,328.8068,2.120454,3.437731,358.3925,2.614485,2.070601,1.560264,357.2605,356.8184,1.547587,358.5674,351.9918,359.8993,359.3532,351.9918,359.8993,359.3532,7.170405,359.1511,0.9152099,7.170403,359.1511,0.9152099,1.986339,16.76508,16.71773,3.883513,5.144316,4.002444,10.96463,344.5242,14.6103,349.7859,1.138123,356.1693,357.0276,359.2466,1.481884,7.170403,359.1511,0.9152099,3.342535,337.3198,350.7093,4.20517,342.8357,346.4879,3.713728,347.1147,8.540223,
18,0.2802837,8.090066,359.8911,359.1791,8.82556,30.27492,1.838948,359.4228,1.333607,350.29,5.460396,346.9369,355.7715,4.17136,347.1152,355.3879,1.173897,328.6711,3.434715,4.565271,358.3195,2.006685,3.1069,1.548874,356.9981,356.8192,1.547862,358.5629,351.994,359.8986,359.3533,351.994,359.8986,359.3533,7.211253,359.1503,0.9242008,7.211253,359.1503,0.9242008,2.01022,16.79707,16.75802,3.917522,5.152474,4.026702,10.95713,344.5199,14.64604,349.8285,1.128763,356.1856,357.0075,359.2425,1.475662,7.211253,359.1503,0.9242008,3.374863,337.2804,350.6892,4.239279,342.7962,346.471,3.757714,347.205,8.484351,
19,0.2919887,8.104018,359.8904,359.1803,8.798424,30.27753,1.798826,359.3799,1.342585,350.2685,5.616519,346.9176,355.8161,4.170213,347.1169,355.3858,1.081986,328.5696,4.45138,5.516597,358.2744,1.631551,4.042448,1.398763,356.7582,356.8132,1.412223,358.5575,352.0035,359.8958,359.3568,352.0035,359.8958,359.3568,7.260991,359.1483,0.9388894,7.260991,359.1483,0.9388892,2.055847,16.81015,16.76344,3.967608,5.163778,4.076921,10.88049,344.4811,14.62196,349.8938,1.111536,356.2148,357.0179,359.2308,1.482777,7.260991,359.1483,0.9388892,3.415052,337.2427,350.6621,4.281881,342.7584,346.4479,3.816167,347.2883,8.413218,
20,0.3024001,8.119988,359.8902,359.1833,8.760777,30.2815,1.758045,359.3274,1.352969,350.2514,5.806728,346.8914,355.872,4.172121,347.1155,355.3859,1.103706,328.4981,5.246025,6.309782,358.2556,1.384109,4.907867,1.357362,356.5474,356.8145,1.387747,358.5633,352.0176,359.8925,359.3633,352.0176,359.8925,359.3633,7.31738,359.1483,0.9622094,7.31738,359.1483,0.9622094,2.158631,16.78709,16.60525,4.045719,5.317187,4.349283,10.85656,344.4189,14.52826,349.9738,1.087889,356.2591,357.0484,359.2193,1.494939,7.31738,359.1483,0.9622094,3.45333,337.2055,350.6061,4.325351,342.7206,346.3958,3.910072,347.3906,8.272502,
21,0.3148085,8.139391,359.8885,359.1869,8.726074,30.28432,1.707562,359.2729,1.363793,350.2245,6.009358,346.8643,355.9333,4.175789,347.1146,355.3883,1.254585,328.4721,5.666996,6.845525,358.2678,1.337479,5.52307,1.31404,356.3904,356.8105,1.358379,358.5612,352.033,359.8866,359.371,352.033,359.8866,359.371,7.383299,359.1451,0.9892887,7.383299,359.1451,0.9892887,2.261336,16.77175,16.4748,4.12468,5.442027,4.52281,10.92618,344.422,14.51631,350.0643,1.054353,356.3114,357.0809,359.1954,1.512802,7.383299,359.1451,0.9892887,3.500024,337.177,350.5398,4.378181,342.6915,346.3342,3.951243,347.4653,8.134295,
22,0.3242639,8.161565,359.8895,359.1915,8.712988,30.28878,1.703617,359.2596,1.368822,350.2274,6.067864,346.8526,355.9498,4.161155,347.1122,355.383,1.631761,328.5103,5.665963,7.123781,358.3298,1.594689,6.034741,1.261749,356.2669,356.8138,1.319085,358.566,352.0533,359.884,359.3803,352.0533,359.884,359.3803,7.452564,359.148,1.019607,7.452564,359.148,1.019607,2.282612,16.80593,16.63363,4.173869,5.420766,4.523404,11.07644,344.4261,14.54959,350.1666,1.030722,356.3688,357.1422,359.1904,1.53509,7.452564,359.148,1.019607,3.545248,337.1331,350.4657,4.430306,342.6468,346.2648,3.993148,347.5226,7.921078,
23,0.3356109,8.185666,359.8906,359.1998,8.67372,30.295,1.648277,359.1988,1.383794,350.1985,6.255424,346.8239,356.008,4.159159,347.1081,355.3852,1.98419,328.5497,5.611024,7.349527,358.3877,1.831321,6.21143,1.244687,356.2143,356.799,1.306535,358.5608,352.0757,359.8794,359.396,352.0757,359.8794,359.396,7.536078,359.1511,1.063834,7.536078,359.1511,1.063834,2.387348,16.78675,16.56917,4.268192,5.489984,4.67012,11.16409,344.4223,14.56152,350.2859,0.9965658,356.454,357.196,359.1792,1.580327,7.536078,359.1511,1.063834,3.610922,337.0672,350.4135,4.500691,342.5806,346.2191,3.982507,347.534,7.689616,
24,0.3466845,8.207573,359.8905,359.2093,8.637803,30.29947,1.57868,359.1341,1.399371,350.1556,6.48223,346.7935,356.0721,4.158216,347.1074,355.3822,2.550535,328.6466,5.094826,7.303729,358.4799,2.34309,6.177735,1.212047,356.2126,356.7971,1.272933,358.5503,352.0981,359.8731,359.4127,352.0981,359.8731,359.4127,7.606244,359.1508,1.101734,7.606241,359.1508,1.101734,2.439772,16.82269,16.60529,4.325645,5.507967,4.646509,11.2297,344.4057,14.53208,350.3925,0.964901,356.5318,357.2663,359.1608,1.643339,7.606241,359.1508,1.101734,3.654983,337.0107,350.3348,4.552087,342.5232,346.1449,3.950114,347.5464,7.538932,
25,0.3616302,8.230121,359.8924,359.2202,8.582146,30.30737,1.489527,359.0428,1.421399,350.1053,6.708405,346.7779,356.1413,4.162409,347.1201,355.386,3.248193,328.779,4.221177,6.998169,358.5837,3.050158,5.880638,1.192596,356.2807,356.7962,1.245623,358.5434,352.1185,359.8684,359.4323,352.1185,359.8684,359.4323,7.684389,359.1565,1.154228,7.684389,359.1565,1.154228,2.558918,16.80198,16.46522,4.422394,5.642169,4.891674,11.16291,344.3685,14.48219,350.5017,0.9289683,356.6318,357.3139,359.1525,1.703712,7.684389,359.1565,1.154228,3.726229,336.9725,350.305,4.625865,342.4852,346.1221,3.936372,347.6054,7.372942,
26,0.3691822,8.257875,359.8935,359.2321,8.557487,30.31319,1.431162,358.9933,1.436596,350.0667,6.752305,346.7746,356.1544,4.165517,347.1224,355.3873,4.478202,329.0083,2.330401,6.084665,358.7237,4.398722,5.129436,1.155576,356.4818,356.7924,1.190493,358.558,352.1428,359.8619,359.4537,352.1428,359.8619,359.4537,7.773465,359.1597,1.207715,7.773465,359.1597,1.207715,2.585011,16.86908,16.64986,4.483699,5.599921,4.844647,11.05193,344.3555,14.50982,350.627,0.8898925,356.7363,357.3792,359.137,1.777135,7.773465,359.1597,1.207715,3.785131,336.9091,350.2111,4.693492,342.4207,346.0341,4.014135,347.6657,7.235838,
27,0.3803208,8.295089,359.8936,359.2381,8.516705,30.32059,1.362681,358.9249,1.454874,350.0271,6.864636,346.762,356.1841,4.168391,347.1236,355.3847,5.350524,329.1544,0.78949,5.158651,358.7797,5.450832,4.613023,1.148384,356.5995,356.779,1.172124,358.5489,352.165,359.8551,359.4681,352.165,359.8551,359.4681,7.888227,359.1624,1.265085,7.888228,359.1624,1.265085,2.731026,16.87933,16.52256,4.615561,5.674122,5.012173,11.07899,344.3441,14.62244,350.7668,0.8372986,356.8365,357.4138,359.1144,1.799358,7.888228,359.1624,1.265085,3.880761,336.8417,350.1468,4.794842,342.3531,345.9793,4.089272,347.7353,7.093659,
28,0.3911563,8.314294,359.8912,359.2433,8.495893,30.32194,1.310527,358.8817,1.464598,349.992,7.007776,346.7485,356.2293,4.171843,347.1283,355.3892,7.761036,329.4707,355.7641,1.614077,358.7436,8.67295,3.744948,1.131955,356.8033,356.7768,1.139864,358.5357,352.1815,359.8471,359.4781,352.1815,359.8471,359.4781,7.948446,359.1584,1.296419,7.948446,359.1584,1.296419,2.782362,16.89491,16.53919,4.67712,5.68052,5.11177,11.16192,344.3096,14.7007,350.8501,0.797407,356.8948,357.4581,359.0826,1.825389,7.948446,359.1584,1.296419,3.928316,336.7973,350.1062,4.846077,342.3085,345.9434,4.234684,347.8344,6.927862,
29,0.4024711,8.342228,359.8909,359.2476,8.461891,30.32743,1.253716,358.8249,1.479138,349.9592,7.113069,346.7365,356.2589,4.170097,347.1298,355.3873,7.973364,329.4716,355.7832,1.790064,358.7454,8.793339,4.479236,1.320973,356.7413,356.7722,1.109956,358.5303,352.1976,359.8416,359.4884,352.1976,359.8416,359.4884,8.031515,359.1598,1.338374,8.031515,359.1598,1.338374,2.887213,16.89739,16.45396,4.769785,5.756587,5.248237,11.25326,344.2954,14.73724,350.9491,0.7576603,356.9669,357.4841,359.0633,1.841069,8.031515,359.1598,1.338374,3.997925,336.7498,350.0599,4.919784,342.2609,345.904,4.324751,347.9516,6.738334,
30,0.413319,8.370263,359.8907,359.2504,8.421548,30.33347,1.223283,358.775,1.489789,349.9522,7.242011,346.7206,356.2957,4.1699,347.129,355.3857,8.191031,329.4724,355.8011,1.971263,358.7477,8.915242,4.986398,1.50301,356.7292,356.7727,1.078432,358.5254,352.2155,359.837,359.4962,352.2155,359.837,359.4962,8.113253,359.1614,1.375146,8.113253,359.1614,1.375146,2.959045,16.92511,16.47044,4.843542,5.793299,5.271106,11.31131,344.2983,14.74001,351.0501,0.7219798,357.0278,357.522,359.0471,1.844997,8.113253,359.1614,1.375146,4.075863,336.7657,350.0204,5.001162,342.2768,345.8721,4.393019,348.1033,6.525591,
31,0.4243363,8.395675,359.8888,359.2555,8.401644,30.33627,1.178116,358.736,1.49982,349.9227,7.191115,346.7276,356.281,4.171714,347.1297,355.3866,8.373369,329.4713,355.8012,2.130267,358.7498,9.004587,5.407689,1.678805,356.7281,356.7687,1.049265,358.5203,352.233,359.8289,359.5071,352.233,359.8289,359.5071,8.192445,359.1591,1.415117,8.192445,359.1591,1.415117,3.095107,16.85214,16.31102,4.951654,5.843812,5.421663,11.33651,344.2954,14.75725,351.1487,0.6766955,357.0976,357.5548,359.0154,1.865724,8.192445,359.1591,1.415117,4.147038,336.74,349.982,5.075682,342.251,345.8407,4.395792,348.2636,6.34043,
32,0.4355394,8.419848,359.8899,359.2613,8.395213,30.34085,1.141365,358.7128,1.510427,349.894,7.139921,346.7336,356.2673,4.170779,347.1301,355.388,8.528776,329.4727,355.8003,2.266213,358.7542,9.079899,5.783607,1.853096,356.7323,356.7646,1.022343,358.5152,352.2454,359.8251,359.5195,352.2454,359.8251,359.5195,8.263772,359.163,1.455958,8.263772,359.163,1.455958,3.108509,16.90815,16.4873,4.988631,5.81391,5.269618,11.33572,344.3139,14.67888,351.2281,0.6475862,357.1687,357.5668,359.0063,1.89618,8.263772,359.163,1.455958,4.215969,336.7172,349.9627,5.146137,342.2285,345.8282,4.398845,348.3482,6.232013,
33,0.4464922,8.442902,359.8912,359.2664,8.393086,30.34542,1.105546,358.6938,1.520893,349.8639,6.972805,346.7519,356.2201,4.169394,347.1283,355.39,8.653786,329.4738,355.7946,2.378025,358.7585,9.136183,6.047313,2.008773,356.7486,356.7606,0.9984227,358.51,352.2596,359.8223,359.5304,352.2596,359.8223,359.5304,8.333308,359.1675,1.493528,8.333308,359.1675,1.493528,3.182503,16.91881,16.46373,5.056144,5.838558,5.255833,11.37088,344.3282,14.6734,351.3104,0.6218684,357.2329,357.5891,359.0006,1.919116,8.333308,359.1675,1.493528,4.28168,336.6768,349.9471,5.213039,342.1885,345.819,4.460714,348.3734,6.161436,
34,0.4575962,8.465774,359.8908,359.2724,8.3859,30.34848,1.087019,358.6787,1.526959,349.8513,6.820758,346.7729,356.1744,4.171265,347.1298,355.3896,8.737343,329.4722,355.7995,2.448536,358.758,9.181284,6.255391,2.124202,356.7856,356.7674,0.9649068,358.5286,352.2731,359.8162,359.5426,352.2731,359.8162,359.5426,8.401045,359.1687,1.534476,8.401043,359.1687,1.534476,3.185837,17.04129,16.60457,5.085482,5.79915,5.050825,11.38689,344.3569,14.75654,351.3885,0.5847819,357.3033,357.6094,358.98,1.946996,8.401043,359.1687,1.534476,4.36118,336.6865,349.9579,5.291139,342.199,345.8374,4.467528,348.3747,6.130384,
35,0.4689006,8.487388,359.8904,359.2775,8.404735,30.34956,1.087424,358.6954,1.528178,349.8426,6.692628,346.7887,356.1401,4.1662,347.1307,355.3919,8.793118,329.4706,355.79,2.501792,358.7587,9.200397,6.323549,2.204943,356.8188,356.7677,0.9417597,358.5341,352.2863,359.8111,359.553,352.2863,359.8111,359.553,8.461386,359.1691,1.566949,8.461386,359.1691,1.566949,3.28612,17.02236,16.46754,5.16231,5.83436,5.083746,11.3933,344.3485,14.76032,351.4597,0.5559614,357.3603,357.6369,358.9629,1.975102,8.461386,359.1691,1.566949,4.423945,336.6607,349.9568,5.353721,342.1738,345.8423,4.418165,348.3979,6.057055,
36,0.4798098,8.509693,359.8913,359.2803,8.409395,30.35311,1.082714,358.6973,1.532554,349.8363,6.523432,346.8099,356.0918,4.165431,347.1303,355.3933,8.822486,329.4697,355.7839,2.530352,358.7591,9.209518,6.281681,2.247958,356.8381,356.7605,0.9305367,358.5233,352.2986,359.8089,359.5602,352.2986,359.8089,359.5602,8.522943,359.1725,1.596488,8.522943,359.1725,1.596488,3.40306,16.97521,16.29865,5.24963,5.904073,5.209307,11.4297,344.3244,14.72217,351.5295,0.5345851,357.4079,357.6584,358.9575,1.984498,8.522943,359.1725,1.596488,4.506287,336.6857,349.9938,5.432133,342.2001,345.8871,4.385056,348.5092,5.905727,
