Frame,Time,m_avg_PelvisRotX,m_avg_PelvisRotY,m_avg_PelvisRotZ,m_avg_L_HipRotX,m_avg_L_HipRotY,m_avg_L_HipRotZ,m_avg_L_KneeRotX,m_avg_L_KneeRotY,m_avg_L_KneeRotZ,m_avg_L_AnkleRotX,m_avg_L_AnkleRotY,m_avg_L_AnkleRotZ,m_avg_L_FootRotX,m_avg_L_FootRotY,m_avg_L_FootRotZ,m_avg_R_HipRotX,m_avg_R_HipRotY,m_avg_R_HipRotZ,m_avg_R_KneeRotX,m_avg_R_KneeRotY,m_avg_R_KneeRotZ,m_avg_R_AnkleRotX,m_avg_R_AnkleRotY,m_avg_R_AnkleRotZ,m_avg_R_FootRotX,m_avg_R_FootRotY,m_avg_R_FootRotZ,m_avg_Spine1RotX,m_avg_Spine1RotY,m_avg_Spine1RotZ,m_avg_Spine2RotX,m_avg_Spine2RotY,m_avg_Spine2RotZ,m_avg_Spine3RotX,m_avg_Spine3RotY,m_avg_Spine3RotZ,m_avg_L_CollarRotX,m_avg_L_CollarRotY,m_avg_L_CollarRotZ,m_avg_L_ShoulderRotX,m_avg_L_ShoulderRotY,m_avg_L_ShoulderRotZ,m_avg_L_ElbowRotX,m_avg_L_ElbowRotY,m_avg_L_ElbowRotZ,m_avg_L_WristRotX,m_avg_L_WristRotY,m_avg_L_WristRotZ,m_avg_NeckRotX,m_avg_NeckRotY,m_avg_NeckRotZ,m_avg_HeadRotX,m_avg_HeadRotY,m_avg_HeadRotZ,m_avg_R_CollarRotX,m_avg_R_CollarRotY,m_avg_R_CollarRotZ,m_avg_R_ShoulderRotX,m_avg_R_ShoulderRotY,m_avg_R_ShoulderRotZ,m_avg_R_ElbowRotX,m_avg_R_ElbowRotY,m_avg_R_ElbowRotZ,m_avg_R_WristRotX,m_avg_R_WristRotY,m_avg_R_WristRotZ,
11,0.2080857,8.288086,359.8114,359.2028,8.428407,30.25333,356.3854,5.375725,0.6652551,351.6059,6.31574,344.6677,357.2658,4.372109,344.5984,356.5216,4.643346,329.2918,356.3548,358.6067,358.4989,7.662674,0.879483,359.2524,0.06522264,358.9352,359.0751,0.5052661,352.3889,359.7679,359.3808,352.3889,359.7679,359.3808,8.020763,358.9399,0.9068281,8.020763,358.9399,0.9068281,3.600723,13.16322,16.71015,4.909101,1.511942,356.2995,3.050293,347.3137,16.44409,351.4083,0.7378232,356.2978,358.4181,358.5897,1.667799,8.020763,358.9399,0.9068281,6.54646,348.657,355.0579,6.974629,354.2505,351.1321,355.3441,2.488694,355.8738,
12,0.2195149,8.297054,359.8118,359.1992,9.760954,30.13218,358.8927,3.398309,0.8869857,350.2866,5.397744,344.6197,356.9113,4.372012,344.5863,356.5191,4.762664,329.2935,356.3431,358.7166,358.5005,7.710718,0.5627491,359.1672,0.1063468,358.9362,359.0774,0.5022935,352.392,359.7709,359.3758,352.392,359.7709,359.3758,8.044461,358.9384,0.8926637,8.044461,358.9384,0.8926637,3.595537,13.22076,16.78721,4.907332,1.508381,356.1596,3.061506,347.3206,16.42651,351.4356,0.7550043,356.2755,358.4203,358.5997,1.660874,8.044461,358.9384,0.8926637,6.558975,348.7253,354.9756,6.995046,354.3184,351.0514,355.1649,2.595049,355.7791,
13,0.2301551,8.305951,359.8111,359.197,11.13256,30.06808,1.496718,1.279296,1.177446,348.8795,5.035063,344.5303,356.7343,4.372562,344.5783,356.5194,4.493229,329.235,357.1675,359.2888,358.4819,7.364731,0.5716904,359.083,0.05952134,358.9307,359.0811,0.5011625,352.3937,359.7714,359.3731,352.3937,359.7714,359.3731,8.066959,358.9345,0.8827025,8.066959,358.9345,0.8827025,3.649265,13.20711,16.66374,4.949969,1.516269,356.248,3.04629,347.2998,16.42923,351.4582,0.7634935,356.262,358.4175,358.599,1.664187,8.066959,358.9345,0.8827025,6.562504,348.7396,354.8759,7.008213,354.332,350.9524,354.9152,2.684824,355.6167,
14,0.2418118,8.313952,359.8099,359.1961,11.14913,30.06728,1.510459,1.300331,1.174069,348.8833,5.024251,344.4682,356.6934,4.378213,344.585,356.5222,2.894152,328.8748,1.243704,2.436749,358.3857,5.045364,1.564088,359.0761,359.7987,358.9342,359.0792,0.5067537,352.3954,359.7703,359.3723,352.3954,359.7703,359.3723,8.090176,358.9297,0.8770351,8.090176,358.9297,0.8770351,3.678789,13.26239,16.58365,4.973855,1.489564,356.2458,3.062305,347.2639,16.45596,351.4818,0.7657301,356.2573,358.4106,358.592,1.674297,8.090176,358.9297,0.8770351,6.567361,348.7188,354.792,7.021173,354.3107,350.8693,354.6666,2.769939,355.394,
15,0.2517496,8.322041,359.808,359.1947,11.14883,30.06627,1.498132,1.294233,1.175207,348.8729,5.057885,344.4663,356.6973,4.373386,344.5901,356.516,2.080559,328.6245,3.574799,4.151465,358.2856,3.858147,2.763352,359.0613,359.4778,358.9339,359.0766,0.5092919,352.3991,359.7679,359.3707,352.3991,359.7679,359.3707,8.112918,358.9242,0.8740871,8.112918,358.9242,0.8740871,3.688078,13.32213,16.58528,4.988141,1.432744,356.2141,3.091776,347.2162,16.47389,351.5087,0.7591826,356.2545,358.4165,358.5783,1.672804,8.112918,358.9242,0.8740871,6.572514,348.7497,354.6927,7.035913,354.3409,350.771,354.4846,2.860831,355.165,
16,0.2629822,8.330778,359.8068,359.1943,11.10674,30.06863,1.432162,1.226068,1.189496,348.8365,5.30586,344.422,356.7667,4.37551,344.5896,356.5206,1.614375,328.4495,5.090333,5.249049,358.2139,3.210038,3.818459,358.9045,359.1904,358.9346,358.9362,0.5066051,352.4046,359.766,359.3708,352.4046,359.766,359.3708,8.139012,358.9209,0.8762342,8.139012,358.9209,0.8762342,3.721576,13.34076,16.53535,5.022711,1.396543,356.2717,3.127171,347.186,16.53624,351.542,0.7516724,356.2607,358.4277,358.5684,1.675071,8.139012,358.9209,0.8762342,6.581055,348.7764,354.5961,7.053752,354.367,350.6756,354.3914,2.942057,354.8991,
17,0.2741506,8.335214,359.8056,359.1969,11.09532,30.06841,1.408302,1.204787,1.193557,348.8215,5.412199,344.4068,356.794,4.374285,344.5936,356.5196,1.230082,328.2812,6.498498,6.247745,358.1497,2.651004,4.979947,358.8286,358.8718,358.9357,358.8844,0.502019,352.4078,359.7627,359.3753,352.4078,359.7627,359.3753,8.15611,358.918,0.8852287,8.15611,358.918,0.8852287,3.727329,13.38167,16.54463,5.03417,1.353801,356.2629,3.144026,347.151,16.56556,351.5635,0.7394861,356.2809,358.4304,358.5551,1.69509,8.15611,358.918,0.8852287,6.57564,348.8059,354.4771,7.059877,354.3954,350.5565,354.4421,3.017154,354.6938,
18,0.2915775,8.344951,359.8026,359.199,11.07557,30.06789,1.386558,1.177171,1.19703,348.8124,5.652764,344.3633,356.8569,4.370299,344.5932,356.5181,1.03761,328.1646,7.473997,6.941813,358.114,2.35697,6.037377,358.7438,358.5879,358.9354,358.8271,0.5057323,352.4136,359.7561,359.3798,352.4136,359.7561,359.3798,8.184384,358.9119,0.9003969,8.184382,358.9119,0.9003969,3.760757,13.34343,16.55263,5.072627,1.349407,356.3439,3.135492,347.1273,16.55046,351.598,0.7107361,356.3103,358.4433,358.5257,1.708285,8.184382,358.9119,0.9003969,6.579743,348.8235,354.3531,7.075968,354.4121,350.4333,354.5219,3.068486,354.564,
19,0.3074746,8.352467,359.8022,359.2021,11.0471,30.06976,1.34302,1.13163,1.206772,348.7887,5.989556,344.3055,356.9467,4.371464,344.5941,356.5201,0.9504545,328.0487,8.582727,7.746953,358.1063,2.189453,7.354158,358.6061,358.2273,358.9331,358.7313,0.5051973,352.4164,359.7526,359.3861,352.4164,359.7526,359.3861,8.208921,358.9122,0.9217297,8.208921,358.9122,0.9217297,3.767292,13.36628,16.60936,5.105714,1.214273,356.4579,3.179895,347.0098,16.55277,351.6232,0.6890633,356.3488,358.4397,358.5136,1.723173,8.208921,358.9122,0.9217297,6.568066,348.9216,354.1439,7.084583,354.5084,350.2237,354.7805,3.145369,354.5345,
20,0.3129821,8.367101,359.8018,359.206,11.01766,30.07262,1.288288,1.079911,1.21947,348.7559,6.380205,344.2351,357.05,4.370568,344.592,356.5213,1.158089,328.0397,8.9469,8.056083,358.1531,2.421757,8.051967,358.4865,358.0373,358.9335,358.6374,0.5065179,352.4216,359.7471,359.3951,352.4216,359.7471,359.3951,8.257518,358.9148,0.9632065,8.257516,358.9148,0.9632065,3.823764,13.40198,16.54232,5.179435,1.111931,356.679,3.197909,346.8989,16.67781,351.6726,0.6461563,356.4181,358.4297,358.4943,1.727563,8.257516,358.9148,0.9632065,6.592198,348.9697,354.0107,7.121466,354.5556,350.0934,354.8089,3.214491,354.4944,
21,0.3184285,8.382621,359.8016,359.2096,10.99951,30.07514,1.247108,1.044506,1.229362,348.7292,6.53616,344.208,357.0905,4.370568,344.592,356.5213,1.281082,328.0562,8.913421,8.047702,358.1747,2.578653,8.151605,358.4484,358.0099,358.9335,358.6032,0.5065175,352.4297,359.742,359.4035,352.4297,359.742,359.4035,8.306407,358.9185,1.005575,8.306405,358.9185,1.005575,3.89056,13.38484,16.48158,5.241544,1.165708,356.7871,3.197911,346.8989,16.67781,351.7275,0.6023952,356.4869,358.4366,358.4767,1.725278,8.306405,358.9185,1.005575,6.626387,348.9473,353.9527,7.161108,354.5331,350.039,354.8089,3.21449,354.4944,
22,0.329793,8.387569,359.7989,359.2112,10.98677,30.07362,1.221174,1.021085,1.232493,348.713,6.674075,344.1844,357.1259,4.369691,344.5923,356.5208,1.463025,328.0918,8.750792,7.952148,358.2042,2.813231,8.167998,358.4121,358.0048,358.9341,358.5676,0.5057182,352.4322,359.7361,359.4069,352.4322,359.7361,359.4069,8.321858,358.9138,1.019305,8.321858,358.9138,1.019305,3.912037,13.43048,16.40793,5.272672,1.077801,356.9222,3.198441,346.799,16.75054,351.7443,0.5755259,356.511,358.4394,358.4502,1.73012,8.321858,358.9138,1.019305,6.626372,348.9673,353.8698,7.169106,354.5522,349.9563,354.8189,3.301674,354.427,
23,0.3406321,8.39646,359.7982,359.214,10.9733,30.0748,1.192657,0.9957701,1.238792,348.695,6.944265,344.1381,357.1961,4.372168,344.5919,356.5216,1.957223,328.2014,8.213876,7.652886,358.2827,3.42229,7.940907,358.3439,358.0695,358.938,358.4906,0.5071787,352.4364,359.7328,359.4125,352.4364,359.7328,359.4125,8.34498,358.9133,1.036973,8.344982,358.9133,1.036973,3.933105,13.42921,16.41717,5.306505,1.011608,357.012,3.198055,346.7219,16.72191,351.7701,0.5568359,356.5432,358.449,358.4383,1.745997,8.344982,358.9133,1.036973,6.633141,348.9903,353.7828,7.184258,354.5746,349.8704,354.7637,3.394019,354.3735,
24,0.351738,8.403743,359.7971,359.2168,10.96248,30.07486,1.157206,0.9694799,1.245165,348.6697,7.155747,344.1012,357.2498,4.372859,344.5915,356.5211,2.596744,328.3546,7.29389,7.089569,358.3627,4.210448,7.43179,358.2923,358.2076,358.9378,358.4203,0.505613,352.4365,359.7271,359.4189,352.4365,359.7271,359.4189,8.373377,358.914,1.070225,8.373377,358.914,1.070225,4.002034,13.39015,16.27426,5.368489,1.030619,357.2201,3.21624,346.6691,16.68066,351.7919,0.517423,356.5963,358.4226,358.4157,1.74274,8.373377,358.914,1.070225,6.64473,349.0135,353.6958,7.204193,354.5972,349.7849,354.7274,3.488846,354.2957,
25,0.3630131,8.4156,359.796,359.2195,10.94741,30.07594,1.117567,0.9375356,1.25333,348.6429,7.43144,344.0525,357.3208,4.369772,344.5904,356.5204,3.429355,328.5517,5.914429,6.200463,358.434,5.234457,6.670362,358.2461,358.4172,358.9382,358.3486,0.5069409,352.4366,359.7216,359.4258,352.4366,359.7216,359.4258,8.406257,358.9147,1.103777,8.406255,358.9147,1.103777,4.051678,13.36788,16.21992,5.422417,0.9665607,357.333,3.255965,346.6163,16.72348,351.815,0.4795008,356.6505,358.4005,358.3943,1.745596,8.406255,358.9147,1.103777,6.663222,349.0417,353.6179,7.230138,354.6248,349.709,354.6622,3.56715,354.1889,
26,0.3739487,8.428214,359.7955,359.2231,10.94719,30.07675,1.085245,0.9220288,1.259824,348.6152,7.588879,344.0249,357.3618,4.367448,344.5907,356.521,4.498777,328.785,4.007917,4.897191,358.4762,6.561578,5.699589,358.2072,358.679,358.9358,358.2812,0.5047723,352.4392,359.7164,359.4341,352.4392,359.7164,359.4341,8.444987,358.917,1.141388,8.444987,358.917,1.141388,4.110898,13.36618,16.13175,5.487688,0.8742862,357.4831,3.277159,346.5232,16.77146,351.8488,0.4408796,356.7118,358.3851,358.3756,1.750884,8.444987,358.917,1.141388,6.698884,349.1252,353.5715,7.270109,354.7084,349.6662,354.6229,3.624215,354.059,
27,0.3850647,8.435838,359.7939,359.2252,10.93296,30.07673,1.057872,0.8966166,1.264732,348.5985,7.598021,344.024,357.3625,4.369126,344.5911,356.5198,6.148722,329.0921,0.7317035,2.482545,358.4266,8.672538,4.628359,358.1675,358.9715,358.9374,358.2153,0.5061417,352.435,359.7103,359.4398,352.435,359.7103,359.4398,8.47059,358.917,1.174432,8.47059,358.917,1.174432,4.153786,13.40506,16.01743,5.534171,0.7381724,357.5742,3.338809,346.4175,16.85489,351.8573,0.4004974,356.7629,358.3384,358.3506,1.745441,8.47059,358.917,1.174432,6.722462,349.1523,353.5533,7.295341,354.7357,349.6504,354.6361,3.681466,353.9881,
28,0.3963508,8.447137,359.7947,359.2241,10.92969,30.07935,1.051608,0.8907782,1.268481,348.5947,7.647398,344.0143,357.3757,4.367094,344.5901,356.5197,7.516224,329.2757,357.9907,0.3255467,358.2832,10.4815,4.724504,358.308,359.0555,358.9368,358.1549,0.5051147,352.434,359.7091,359.441,352.434,359.7091,359.441,8.50123,358.9229,1.203556,8.50123,358.9229,1.203556,4.194315,13.43488,15.95073,5.583241,0.5968755,357.6489,3.376196,346.2985,16.86419,351.8756,0.3723091,356.801,358.3108,358.3467,1.712029,8.50123,358.9229,1.203556,6.749563,349.1969,353.5218,7.325345,354.7803,349.6217,354.6203,3.734455,353.9314,
29,0.4072482,8.455531,359.795,359.2225,10.93518,30.08025,1.040018,0.8901358,1.271392,348.5821,7.591025,344.0227,357.3601,4.369141,344.5893,356.5195,7.61337,329.275,358.0505,0.3818018,358.2752,10.5804,5.141129,358.5077,359.0818,358.9382,358.1014,0.5050261,352.436,359.7076,359.4407,352.436,359.7076,359.4407,8.531656,358.9277,1.229461,8.531656,358.9277,1.229461,4.241776,13.46955,15.8481,5.629018,0.4768216,357.6777,3.416192,346.1906,16.84129,351.9025,0.3430466,356.8328,358.2928,358.3397,1.669482,8.531656,358.9277,1.229461,6.792072,349.2498,353.561,7.363859,354.834,349.6649,354.5844,3.745636,353.921,
30,0.4184225,8.465097,359.7961,359.2229,10.94328,30.08193,1.026341,0.8907536,1.275407,348.5664,7.533582,344.0316,357.3487,4.366871,344.5897,356.5228,7.690932,329.2752,358.0889,0.4311563,358.2708,10.65133,5.387869,358.6751,359.1266,358.9406,358.0546,0.5050391,352.4399,359.7065,359.4434,352.4399,359.7065,359.4434,8.562439,358.9343,1.258866,8.562439,358.9343,1.258866,4.297524,13.48302,15.73128,5.678409,0.392509,357.7233,3.476317,346.1138,16.83182,351.9329,0.3165431,356.8728,358.2878,358.3376,1.642364,8.562439,358.9343,1.258866,6.828705,349.2667,353.5865,7.397856,354.8516,349.6939,354.5762,3.750432,353.9911,
31,0.4301467,8.477511,359.7988,359.2253,10.95602,30.08531,1.024247,0.9008979,1.279074,348.5584,7.41746,344.0514,357.3178,4.362848,344.5912,356.5211,7.738646,329.276,358.1139,0.460883,358.2686,10.69615,5.607987,358.8315,359.1628,358.9375,358.0182,0.5055779,352.4462,359.7071,359.4495,352.4462,359.7071,359.4495,8.595703,358.9438,1.290634,8.5957,358.9438,1.290634,4.343,13.5136,15.65708,5.718376,0.3097215,357.698,3.536025,346.0586,16.82889,351.9695,0.2984462,356.9203,358.3006,358.3466,1.636471,8.5957,358.9438,1.290634,6.869871,349.2851,353.6227,7.435341,354.8709,349.7341,354.5959,3.768226,354.0564,
32,0.4444118,8.484089,359.8026,359.2291,10.97204,30.08853,1.016601,0.9113368,1.283524,348.5442,7.203664,344.0847,357.2638,4.362201,344.5892,356.5224,7.776809,329.2792,358.1265,0.4882735,358.2704,10.72553,5.650449,358.9402,359.2147,358.9389,357.9923,0.506932,352.4533,359.7094,359.4567,352.4533,359.7094,359.4567,8.622867,358.9551,1.319537,8.622867,358.9551,1.319537,4.380418,13.52365,15.61137,5.741672,0.2327811,357.5512,3.557748,346.0392,16.77487,352.0061,0.2896436,356.9653,358.3121,358.3646,1.63868,8.622867,358.9551,1.319537,6.909308,349.2885,353.6869,7.468392,354.8755,349.8019,354.6111,3.795653,354.0513,
33,0.4516635,8.494185,359.8052,359.2346,10.98668,30.09105,1.007569,0.9199043,1.287522,348.5293,7.00039,344.1209,357.21,4.362146,344.5913,356.5213,7.854487,329.2838,358.1163,0.5610815,358.2766,10.75438,5.424594,358.9775,359.2862,358.9316,357.9768,0.502251,352.461,359.709,359.4668,352.461,359.709,359.4668,8.653956,358.9633,1.351946,8.653956,358.9633,1.351946,4.449356,13.44523,15.52202,5.788756,0.2056934,357.4928,3.529281,346.0448,16.70248,352.0454,0.2737767,357.0197,358.3308,358.3714,1.659768,8.653956,358.9633,1.351946,6.953513,349.3145,353.745,7.506765,354.9025,349.8642,354.5841,3.819744,354.0028,
34,0.462976,8.504972,359.8077,359.2407,10.99462,30.09386,0.9878197,0.9175394,1.293752,348.5085,6.904784,344.1369,357.1849,4.362663,344.5916,356.5214,7.847104,329.285,358.1045,0.56031,358.2793,10.7405,5.317945,358.961,359.3022,358.93,357.9769,0.5000657,352.468,359.7079,359.4782,352.468,359.7079,359.4782,8.685509,358.9713,1.387,8.685509,358.9713,1.387,4.535293,13.36903,15.35677,5.852163,0.2240192,357.5805,3.466533,346.0338,16.67679,352.0826,0.2553832,357.079,358.346,358.3758,1.686147,8.685509,358.9713,1.387,6.990537,349.3054,353.7807,7.540166,354.8942,349.9033,354.5376,3.860958,353.9145,
35,0.4739599,8.509698,359.8109,359.2423,11.00085,30.09684,0.9790529,0.9188403,1.29825,348.498,6.670441,344.1792,357.1251,4.366668,344.5928,356.5233,7.847506,329.2882,358.0967,0.5643666,358.2835,10.734,5.121653,358.931,359.3322,358.9311,357.9761,0.4946199,352.4709,359.7115,359.4814,352.4709,359.7115,359.4814,8.696474,358.9794,1.398275,8.696474,358.9794,1.398275,4.567219,13.38264,15.25895,5.873484,0.1746016,357.5765,3.434797,346.001,16.70679,352.0963,0.261475,357.0964,358.3563,358.3968,1.690634,8.696474,358.9794,1.398275,7.013625,349.3105,353.8409,7.557319,354.9001,349.9656,354.5148,3.902092,353.9062,
36,0.4850549,8.515975,359.8134,359.2451,11.01149,30.09918,0.9740311,0.9257637,1.301404,348.4885,6.507936,344.2069,357.0821,4.365459,344.5928,356.5222,7.846222,329.2903,358.0925,0.565284,358.2861,10.72971,4.925711,358.9005,359.3722,358.9326,357.9746,0.4995691,352.4761,359.7132,359.4866,352.4761,359.7132,359.4866,8.713655,358.9863,1.414633,8.713653,358.9863,1.414633,4.615394,13.39966,15.11276,5.909085,0.133842,357.6349,3.44249,345.9639,16.78184,352.1197,0.2597511,357.1234,358.3735,358.4098,1.701684,8.713653,358.9863,1.414633,7.045893,349.3192,353.9137,7.582399,354.9099,350.0413,354.4937,3.924417,353.9484,
