Frame,Time,m_avg_PelvisRotX,m_avg_PelvisRotY,m_avg_PelvisRotZ,m_avg_L_HipRotX,m_avg_L_HipRotY,m_avg_L_HipRotZ,m_avg_L_KneeRotX,m_avg_L_KneeRotY,m_avg_L_KneeRotZ,m_avg_L_AnkleRotX,m_avg_L_AnkleRotY,m_avg_L_AnkleRotZ,m_avg_L_FootRotX,m_avg_L_FootRotY,m_avg_L_FootRotZ,m_avg_R_HipRotX,m_avg_R_HipRotY,m_avg_R_HipRotZ,m_avg_R_KneeRotX,m_avg_R_KneeRotY,m_avg_R_KneeRotZ,m_avg_R_AnkleRotX,m_avg_R_AnkleRotY,m_avg_R_AnkleRotZ,m_avg_R_FootRotX,m_avg_R_FootRotY,m_avg_R_FootRotZ,m_avg_Spine1RotX,m_avg_Spine1RotY,m_avg_Spine1RotZ,m_avg_Spine2RotX,m_avg_Spine2RotY,m_avg_Spine2RotZ,m_avg_Spine3RotX,m_avg_Spine3RotY,m_avg_Spine3RotZ,m_avg_L_CollarRotX,m_avg_L_CollarRotY,m_avg_L_CollarRotZ,m_avg_L_ShoulderRotX,m_avg_L_ShoulderRotY,m_avg_L_ShoulderRotZ,m_avg_L_ElbowRotX,m_avg_L_ElbowRotY,m_avg_L_ElbowRotZ,m_avg_L_WristRotX,m_avg_L_WristRotY,m_avg_L_WristRotZ,m_avg_NeckRotX,m_avg_NeckRotY,m_avg_NeckRotZ,m_avg_HeadRotX,m_avg_HeadRotY,m_avg_HeadRotZ,m_avg_R_CollarRotX,m_avg_R_CollarRotY,m_avg_R_CollarRotZ,m_avg_R_ShoulderRotX,m_avg_R_ShoulderRotY,m_avg_R_ShoulderRotZ,m_avg_R_ElbowRotX,m_avg_R_ElbowRotY,m_avg_R_ElbowRotZ,m_avg_R_WristRotX,m_avg_R_WristRotY,m_avg_R_WristRotZ,
11,0.228106,10.53193,358.9425,358.9503,8.665738,29.68186,1.341471,359.0453,0.8209057,349.9368,7.578587,343.5696,356.4301,4.657746,343.6785,355.414,359.985,328.2868,355.2645,355.0778,357.7163,4.427193,0.9836538,358.5529,359.8134,358.777,358.4883,0.3744473,353.0848,358.5176,359.2249,353.0848,358.5176,359.2249,10.3113,357.0772,0.7966658,10.3113,357.0772,0.796666,7.129439,4.091813,18.70276,7.982445,1.063121,8.181363,18.69073,349.7319,6.407981,353.7495,356.7134,356.6324,4.133487,352.4618,2.550685,10.3113,357.0772,0.796666,3.549118,341.425,336.659,5.720616,346.5726,332.4906,6.50153,355.0994,348.7548,
12,0.2389964,10.54698,358.941,358.9414,8.68873,29.67992,1.337009,359.0633,0.8198878,349.9218,7.743028,343.2926,356.398,4.658323,343.5636,355.4132,0.04872999,328.2829,355.262,355.1346,357.7099,4.456381,0.7727591,358.535,359.8607,358.7767,358.4882,0.3739638,353.0941,358.5206,359.2128,353.0941,358.5206,359.2128,10.35074,357.0714,0.7715379,10.35074,357.0714,0.7715379,7.165406,4.104692,18.69871,8.017528,1.079026,8.19047,18.84541,349.7476,6.481175,353.7881,356.7294,356.5957,4.125026,352.4656,2.523649,10.35074,357.0714,0.7715379,3.582609,341.391,336.6598,5.753905,346.5389,332.4943,6.486057,355.0976,348.7195,
13,0.2499497,10.56308,358.9407,358.9317,8.665228,29.68304,1.308219,359.0289,0.8275756,349.9082,7.889326,343.1085,356.3879,4.65964,343.4917,355.4119,0.2049598,328.2777,355.2556,355.2738,357.6988,4.52786,0.4412353,358.354,359.933,358.7767,358.336,0.3714819,353.1018,358.5256,359.1997,353.1018,358.5256,359.1997,10.38984,357.0687,0.7475264,10.38984,357.0687,0.7475266,7.18802,4.095741,18.8108,8.047242,1.065267,8.096886,18.97001,349.7166,6.525141,353.8215,356.7495,356.5578,4.107965,352.4782,2.488095,10.38984,357.0687,0.7475266,3.614629,341.3605,336.656,5.786119,346.5086,332.4935,6.468534,355.0943,348.6714,
14,0.2613351,10.57752,358.9418,358.9241,8.639975,29.68804,1.28249,358.9945,0.8366288,349.8981,7.913598,343.0348,356.3729,4.659618,343.4646,355.413,359.0412,327.8868,358.3751,357.7215,357.3481,2.760301,0.802205,358.2155,359.831,358.7766,358.2135,0.3733577,353.1103,358.5316,359.1896,353.1103,358.5316,359.1896,10.42458,357.0694,0.7285662,10.42458,357.0694,0.7285662,7.21854,4.112141,18.81601,8.081192,1.064128,8.107785,19.16835,349.6816,6.489583,353.8556,356.7725,356.5284,4.104703,352.4991,2.462183,10.42458,357.0694,0.7285662,3.640005,341.341,336.6376,5.813045,346.4886,332.4774,6.449871,355.0982,348.6177,
15,0.2724282,10.59116,358.9445,358.9176,8.604135,29.6958,1.249135,358.9472,0.8495964,349.8865,7.90803,343.0438,356.3711,4.662028,343.4715,355.4129,358.1599,327.5195,0.9720647,359.7635,357.0173,1.346802,1.766213,358.0555,359.5712,358.776,358.0593,0.3719147,353.1174,358.5393,359.1811,353.1174,358.5393,359.1811,10.45786,357.074,0.7144776,10.45786,357.074,0.7144776,7.261905,4.099457,18.77796,8.126408,1.029076,8.181059,19.25185,349.6272,6.427848,353.8852,356.7989,356.505,4.093371,352.5295,2.437446,10.45786,357.074,0.7144776,3.662535,341.3271,336.6123,5.837764,346.474,332.4542,6.451491,355.1245,348.5719,
16,0.2834752,10.6065,358.9488,358.9126,8.587683,29.70371,1.233898,358.9256,0.8598877,349.8813,7.94195,343.0399,356.3793,4.658602,343.4718,355.4099,357.6439,327.2473,2.789548,1.221323,356.7756,0.4549089,2.768566,357.8669,359.2951,358.7709,357.8813,0.3656814,353.125,358.5484,359.1755,353.125,358.5484,359.1755,10.49035,357.0827,0.7067066,10.49035,357.0827,0.7067064,7.298451,4.12066,18.73724,8.166989,1.015408,8.280457,19.24673,349.5605,6.376312,353.9154,356.8284,356.4916,4.09301,352.57,2.421639,10.49035,357.0827,0.7067064,3.67949,341.3169,336.5697,5.858446,346.4622,332.4131,6.482335,355.1513,348.5222,
17,0.2947432,10.61675,358.9521,358.9099,8.569666,29.70975,1.218346,358.9024,0.8683367,349.8765,8.040833,343.0281,356.4077,4.658173,343.4716,355.4088,357.2859,327.0255,4.216831,2.398425,356.5836,359.8063,3.790024,357.644,359.0246,358.7719,357.674,0.3694247,353.1308,358.5545,359.1724,353.1308,358.5545,359.1724,10.51939,357.0892,0.704958,10.51939,357.0892,0.704958,7.363929,4.137286,18.49759,8.227252,0.9864209,8.546499,19.23253,349.5104,6.384379,353.9403,356.8462,356.4868,4.076725,352.5968,2.408007,10.51939,357.0892,0.704958,3.691438,341.2914,336.5333,5.873621,346.4355,332.3778,6.527188,355.1577,348.4677,
18,0.3056357,10.63031,358.9571,358.9085,8.557719,29.71727,1.214264,358.89,0.8764071,349.8787,8.164096,343.0134,356.4417,4.655725,343.4717,355.4057,357.0774,326.8553,5.321792,3.383571,356.4427,359.3645,4.802805,357.3891,358.7541,358.773,357.4397,0.371398,353.1377,358.5623,359.1719,353.1377,358.5623,359.1719,10.5551,357.0997,0.7097429,10.5551,357.0997,0.709743,7.427748,4.168574,18.29737,8.289008,0.9672083,8.788753,19.17029,349.4534,6.433237,353.9693,356.8677,356.4926,4.057018,352.6342,2.402483,10.5551,357.0997,0.709743,3.702207,341.2687,336.4682,5.890173,346.4105,332.3138,6.575952,355.1692,348.4293,
19,0.3166721,10.64827,358.9613,358.9074,8.537135,29.7254,1.181347,358.8562,0.8898064,349.8601,8.37529,342.9872,356.5043,4.657121,343.4707,355.407,356.9802,326.728,6.164479,4.186846,356.345,359.1018,5.710902,357.116,358.51,358.7719,357.189,0.372897,353.1483,358.5681,359.1722,353.1483,358.5681,359.1722,10.59919,357.1087,0.7189382,10.59919,357.1087,0.7189384,7.50311,4.216445,18.05497,8.361059,0.9591142,9.154346,19.14208,349.3862,6.488874,354.0106,356.8801,356.5034,4.052608,352.6624,2.392837,10.59919,357.1087,0.7189384,3.72503,341.2513,336.4085,5.918237,346.391,332.2563,6.563031,355.1784,348.3888,
20,0.3278663,10.66448,358.9647,358.9072,8.504976,29.73332,1.132724,358.8049,0.9054612,349.8335,8.682309,342.9507,356.5953,4.652951,343.4712,355.4069,356.9733,326.6363,6.808438,4.882929,356.283,358.9643,6.524542,356.8259,358.2897,358.7715,356.9224,0.3731206,353.155,358.5724,359.1738,353.155,358.5724,359.1738,10.6386,357.1161,0.7305609,10.6386,357.1161,0.7305609,7.575188,4.265715,17.8005,8.428734,0.9551283,9.523241,19.11434,349.3294,6.598115,354.0386,356.8875,356.5198,4.027549,352.6836,2.391663,10.6386,357.1161,0.7305609,3.740056,341.2414,336.33,5.940203,346.3782,332.1791,6.497076,355.2003,348.3877,
21,0.3389695,10.68383,358.9694,358.9052,8.484711,29.74217,1.093526,358.7684,0.9206215,349.8093,8.955379,342.9186,356.675,4.654053,343.4712,355.4073,357.075,326.5841,7.263772,5.475523,356.2619,358.9748,7.207405,356.5221,358.1078,358.7755,356.6408,0.375949,353.167,358.5791,359.1727,353.167,358.5791,359.1727,10.68936,357.1263,0.7405075,10.68936,357.1263,0.7405075,7.598645,4.244558,18.01936,8.466321,0.9252924,9.442465,19.12414,349.2767,6.631389,354.0849,356.8998,356.5278,4.015084,352.7135,2.367711,10.68936,357.1263,0.7405075,3.762675,341.2142,336.2549,5.969447,346.3484,332.1061,6.460122,355.2312,348.3988,
22,0.3500682,10.70524,358.9749,358.9063,8.458571,29.75217,1.063722,358.7313,0.9353046,349.7961,9.19655,342.8915,356.7418,4.653226,343.4715,355.403,357.27,326.5685,7.539389,5.965342,356.2769,359.1107,7.700079,356.2108,357.9703,358.775,356.3469,0.3726074,353.1822,358.5851,359.1765,353.1822,358.5851,359.1765,10.7458,357.1385,0.7600667,10.7458,357.1385,0.7600667,7.652709,4.306264,17.97662,8.523893,0.9557882,9.579135,19.15155,349.2416,6.66302,354.1413,356.9086,356.5526,4.015553,352.7449,2.360129,10.7458,357.1385,0.7600667,3.788409,341.1878,336.1699,6.002672,346.319,332.0234,6.444956,355.2513,348.3804,
23,0.3610945,10.72884,358.9799,358.9067,8.424168,29.76276,1.025457,358.6829,0.9518831,349.7795,9.454146,342.8611,356.819,4.654943,343.4695,355.4053,357.5837,326.6056,7.53227,6.281236,356.3366,359.3986,7.979019,355.9048,357.8927,358.7754,356.0513,0.370869,353.1998,358.5904,359.179,353.1998,358.5904,359.179,10.81047,357.1504,0.7823117,10.81047,357.1504,0.7823117,7.719028,4.318815,17.97508,8.594038,0.9478952,9.689631,19.20166,349.2031,6.665294,354.2065,356.9103,356.576,4.015227,352.7696,2.333603,10.81047,357.1504,0.7823117,3.828486,341.1742,336.093,6.049447,346.3029,331.9503,6.498961,355.268,348.3618,
24,0.3721557,10.75245,358.9848,358.9107,8.395852,29.77279,0.9739025,358.6335,0.9701676,349.7484,9.743261,342.8286,356.9024,4.654467,343.4698,355.4044,358.0061,326.6907,7.252592,6.415776,356.433,359.8214,8.008325,355.6119,357.8853,358.7751,355.7596,0.3716387,353.218,358.5936,359.1869,353.218,358.5936,359.1869,10.8742,357.1614,0.8114644,10.8742,357.1614,0.8114644,7.818702,4.353508,17.73015,8.684158,0.9598697,10.02655,19.20097,349.1782,6.581886,354.2723,356.9074,356.616,4.022539,352.7897,2.335393,10.8742,357.1614,0.8114644,3.85435,341.1322,335.9937,6.084064,346.2573,331.8534,6.622375,355.2825,348.3488,
25,0.3833312,10.7765,358.9862,358.9138,8.371027,29.77941,0.92462,358.5883,0.9847389,349.7177,9.944606,342.8026,356.9637,4.653461,343.4667,355.4072,358.577,326.8327,6.615452,6.298217,356.5685,0.4225722,7.785271,355.3293,357.9485,358.7764,355.4686,0.3738061,353.2355,358.5917,359.1936,353.2355,358.5917,359.1936,10.93882,357.1648,0.8390449,10.93882,357.1648,0.8390449,7.903225,4.382799,17.58259,8.762114,0.9796162,10.25015,19.21141,349.1697,6.509471,354.3355,356.8878,356.6534,4.022563,352.783,2.332011,10.93882,357.1648,0.8390449,3.886679,341.0948,335.9032,6.124309,346.2165,331.7658,6.701524,355.2885,348.3186,
26,0.394373,10.80056,358.9902,358.919,8.348691,29.78795,0.8897229,358.5521,0.9988278,349.6982,10.18588,342.7801,357.0357,4.652904,343.4707,355.4088,359.2675,327.004,5.804567,6.058174,356.7247,1.142894,7.333582,355.0592,358.072,358.7753,355.1823,0.3744631,353.255,358.5924,359.2032,353.255,358.5924,359.2032,11.00636,357.1743,0.874344,11.00636,357.1743,0.874344,7.938805,4.383594,17.80494,8.809748,0.9824381,10.04435,19.23847,349.1528,6.42491,354.4048,356.8738,356.7003,4.028032,352.7912,2.330649,11.00636,357.1743,0.874344,3.929359,341.0593,335.8414,6.172344,346.1791,331.7078,6.713103,355.2894,348.2903,
27,0.405684,10.82813,358.9928,358.9228,8.325047,29.79595,0.8528988,358.5138,1.012689,349.6776,10.34196,342.762,357.0812,4.650668,343.4697,355.4082,0.09331121,327.216,4.651425,5.538576,356.8987,2.011959,6.702537,354.8003,358.2433,358.7764,354.9024,0.3739088,353.2765,358.5917,359.211,353.2765,358.5917,359.211,11.07876,357.1805,0.9056896,11.07876,357.1805,0.9056897,8.029136,4.427403,17.65553,8.895967,1.00269,10.22728,19.26982,349.1278,6.382173,354.48,356.8563,356.7415,4.042046,352.7911,2.325401,11.07876,357.1805,0.9056897,3.97156,341.0103,335.7698,6.220747,346.1277,331.64,6.700664,355.2969,348.2821,
28,0.4320368,10.85505,358.9943,358.9267,8.308687,29.80287,0.7893573,358.4692,1.030049,349.6304,10.5715,342.7365,357.1501,4.651666,343.4709,355.4121,1.105618,327.4628,3.14841,4.716775,357.0846,3.077011,5.898099,354.5561,358.4556,358.7762,354.6343,0.3677663,353.296,358.5893,359.219,353.296,358.5893,359.219,11.14921,357.1841,0.9367775,11.14921,357.1841,0.9367775,8.141023,4.476503,17.35049,8.996119,1.020752,10.4965,19.28729,349.1062,6.356398,354.548,356.8343,356.7837,4.044006,352.7827,2.32495,11.14921,357.1841,0.9367775,4.025195,340.9866,335.7202,6.278572,346.1027,331.5953,6.688894,355.3133,348.297,
29,0.4370576,10.88013,358.9957,358.9304,8.304873,29.80811,0.7817834,358.4622,1.036516,349.6256,10.47135,342.7449,357.1194,4.649687,343.4686,355.4097,5.366496,328.2864,355.904,359.4571,357.5334,7.623847,3.900296,354.0815,359.0188,358.7824,354.0857,0.3755989,353.3163,358.587,359.2263,353.3163,358.587,359.2263,11.21961,357.1873,0.9659941,11.21961,357.1873,0.9659943,8.198944,4.497811,17.41565,9.059225,1.031163,10.31473,19.37132,349.1,6.317575,354.6184,356.8128,356.8223,4.046618,352.7735,2.32016,11.21961,357.1873,0.9659943,4.091142,340.967,335.7102,6.345147,346.0833,331.5912,6.75572,355.3388,348.3113,
30,0.446486,10.94443,359.0035,358.9442,8.254322,29.82907,0.688688,358.3736,1.072441,349.5692,10.54704,342.737,357.1416,4.649685,343.4686,355.4097,5.383234,328.2864,355.9348,359.4567,357.5302,7.658752,4.186237,354.0632,358.9841,358.7824,353.9946,0.3755976,353.3625,358.5844,359.2521,353.3625,358.5844,359.2521,11.38696,357.2072,1.060179,11.38696,357.2072,1.060179,8.39637,4.606806,17.14477,9.248058,1.100884,10.55547,19.37132,349.1,6.317567,354.7756,356.7633,356.9451,4.046618,352.7735,2.320162,11.38696,357.2072,1.060179,4.21331,340.847,335.6389,6.473157,345.9616,331.5308,6.75572,355.3388,348.3113,
31,0.4515656,10.95912,359.0047,358.9477,8.264301,29.83128,0.6985471,358.3871,1.073121,349.5729,10.48268,342.7437,357.123,4.647932,343.4691,355.4095,5.564338,328.2874,355.9496,359.6075,357.5291,7.760102,4.462802,354.0238,358.9693,358.7787,353.8373,0.3709756,353.3739,358.5831,359.2585,353.3739,358.5831,359.2585,11.42383,357.2097,1.078218,11.42383,357.2097,1.078218,8.422452,4.587907,17.24509,9.279948,1.079556,10.39517,19.40022,349.0935,6.310827,354.8132,356.7535,356.9727,4.056256,352.7713,2.333632,11.42383,357.2097,1.078218,4.251437,340.8527,335.632,6.511759,345.9675,331.5273,6.778669,355.3462,348.3026,
32,0.4610108,10.98132,359.005,358.9505,8.252903,29.83554,0.6805619,358.3685,1.080258,349.5628,10.52227,342.7404,357.1372,4.648431,343.4698,355.4124,5.633213,328.2853,355.967,359.6592,357.525,7.808835,4.674549,354.0182,358.9486,358.7796,353.763,0.3690428,353.3898,358.5801,359.2643,353.3898,358.5801,359.2643,11.47755,357.2109,1.101709,11.47755,357.2109,1.101709,8.485546,4.573852,17.21557,9.340923,1.066689,10.42272,19.43968,349.1035,6.318513,354.8652,356.7329,357.003,4.065922,352.7587,2.330456,11.47755,357.2109,1.101709,4.297898,340.8213,335.6241,6.55872,345.9362,331.5236,6.777954,355.3744,348.297,
33,0.4721458,10.99387,359.0049,358.9512,8.26219,29.83671,0.6871977,358.3798,1.080438,349.5641,10.40734,342.7547,357.102,4.647654,343.4721,355.4104,5.77584,328.2853,355.9747,359.7799,357.5238,7.885174,4.830732,353.9936,358.9576,358.7771,353.6332,0.3663684,353.3987,358.5785,359.2662,353.3987,358.5785,359.2662,11.50838,357.2109,1.112299,11.50838,357.2109,1.112299,8.56476,4.61456,16.8692,9.40416,1.085136,10.66109,19.46076,349.0985,6.309317,354.8944,356.7221,357.0157,4.068851,352.7508,2.324499,11.50838,357.2109,1.112299,4.331353,340.8119,335.6352,6.591053,345.9276,331.5378,6.774646,355.4012,348.3044,
34,0.4832184,11.01297,359.0044,358.9518,8.261577,29.83929,0.681537,358.3766,1.083963,349.5595,10.27367,342.7698,357.0644,4.648858,343.4725,355.4121,5.896724,328.2841,355.9793,359.8831,357.522,7.948201,5.029607,353.9842,358.9648,358.7785,353.5095,0.3692029,353.4115,358.5755,359.2685,353.4115,358.5755,359.2685,11.55416,357.2103,1.128984,11.55416,357.2103,1.128984,8.617652,4.620657,16.82372,9.454307,1.089237,10.60591,19.43038,349.1053,6.25261,354.9355,356.7022,357.0335,4.069468,352.7348,2.308713,11.55416,357.2103,1.128984,4.378881,340.7894,335.6511,6.636992,345.9063,331.5579,6.749612,355.4297,348.2986,
35,0.4942629,11.03495,359.0047,358.9561,8.255547,29.84342,0.6650636,358.3634,1.090783,349.5481,10.1528,342.7849,357.0268,4.64608,343.4748,355.4087,5.980595,328.2831,355.9804,359.9558,357.5208,7.990159,5.120808,353.982,358.9812,358.7794,353.4205,0.3684472,353.4287,358.5717,359.2764,353.4287,358.5717,359.2764,11.60927,357.2113,1.155219,11.60927,357.2113,1.155219,8.665895,4.625491,16.87051,9.505447,1.089147,10.42706,19.34857,349.0993,6.162889,354.9913,356.6797,357.0698,4.084269,352.72,2.315234,11.60927,357.2113,1.155219,4.443198,340.7795,335.6805,6.69845,345.8982,331.5931,6.72925,355.4449,348.2773,
36,0.5055735,11.04888,359.0045,358.9604,8.265818,29.84501,0.656966,358.3686,1.093872,349.5361,9.926949,342.8082,356.9611,4.649111,343.4735,355.41,6.013794,328.2828,355.9655,359.992,357.522,7.993446,5.076857,353.9728,359.0158,358.7795,353.3632,0.3711877,353.4377,358.5676,359.284,353.4377,358.5676,359.284,11.64663,357.2107,1.176703,11.64663,357.2107,1.176703,8.73103,4.692305,16.62131,9.559282,1.136145,10.49152,19.30617,349.103,6.098096,355.0204,356.6602,357.1025,4.070338,352.7043,2.331035,11.64663,357.2107,1.176703,4.483128,340.7537,335.7028,6.736222,345.8737,331.619,6.738463,355.4658,348.2658,
